footfall_id,store_id,footfall_date,footfall_month,day_of_week,visitor_count,transaction_count,conversion_rate,avg_dwell_time_mins,peak_hour,weather
1396,7,2025-08-18,2025-08,Monday,252,86,0.345,15,17:00,Cloudy
1397,7,2025-08-19,2025-08,Tuesday,248,66,0.27,19,14:00,Rainy
1398,7,2025-08-20,2025-08,Wednesday,344,74,0.216,9,17:00,Cloudy
1399,7,2025-08-22,2025-08,Friday,246,67,0.274,15,17:00,Cold
1400,7,2025-08-24,2025-08,Sunday,301,46,0.156,17,13:00,Rainy
1401,7,2025-08-25,2025-08,Monday,284,78,0.277,20,13:00,Sunny
1402,7,2025-08-26,2025-08,Tuesday,276,96,0.349,14,15:00,Cold
1403,7,2025-08-28,2025-08,Thursday,304,63,0.209,21,16:00,Sunny
1404,7,2025-08-29,2025-08,Friday,251,84,0.337,23,13:00,Sunny
1405,7,2025-09-01,2025-09,Monday,275,50,0.184,22,15:00,Rainy
1406,7,2025-09-02,2025-09,Tuesday,268,43,0.162,22,16:00,Sunny
1407,7,2025-09-04,2025-09,Thursday,264,45,0.173,9,14:00,Cloudy
1408,7,2025-09-05,2025-09,Friday,314,107,0.341,17,16:00,Cold
1409,7,2025-09-07,2025-09,Sunday,347,110,0.318,16,14:00,Cloudy
1410,7,2025-09-09,2025-09,Tuesday,275,56,0.204,23,13:00,Cloudy
1411,7,2025-09-12,2025-09,Friday,351,111,0.317,21,15:00,Cold
1412,7,2025-09-13,2025-09,Saturday,433,103,0.239,14,12:00,Cloudy
1413,7,2025-09-15,2025-09,Monday,284,77,0.272,8,14:00,Sunny
1414,7,2025-09-16,2025-09,Tuesday,333,108,0.327,8,12:00,Rainy
1415,7,2025-09-18,2025-09,Thursday,307,72,0.235,11,15:00,Cloudy
1416,7,2025-09-19,2025-09,Friday,265,43,0.163,16,16:00,Rainy
1417,7,2025-09-20,2025-09,Saturday,418,133,0.32,18,16:00,Rainy
1418,7,2025-09-23,2025-09,Tuesday,293,95,0.325,8,13:00,Cold
1419,7,2025-09-24,2025-09,Wednesday,319,63,0.2,25,16:00,Rainy
1420,7,2025-09-27,2025-09,Saturday,344,98,0.286,13,17:00,Cloudy
1421,7,2025-09-29,2025-09,Monday,238,83,0.35,8,13:00,Cloudy
1422,7,2025-10-02,2025-10,Thursday,266,88,0.331,15,17:00,Sunny
1423,7,2025-10-04,2025-10,Saturday,401,127,0.319,22,15:00,Rainy
1424,7,2025-10-05,2025-10,Sunday,323,100,0.312,8,13:00,Rainy
1425,7,2025-10-07,2025-10,Tuesday,243,52,0.215,13,12:00,Sunny
1426,7,2025-10-10,2025-10,Friday,322,94,0.292,20,14:00,Cloudy
1427,7,2025-10-11,2025-10,Saturday,389,65,0.169,11,17:00,Cloudy
1428,7,2025-10-14,2025-10,Tuesday,280,78,0.28,14,14:00,Sunny
1429,7,2025-10-16,2025-10,Thursday,348,66,0.19,18,15:00,Sunny
1430,7,2025-10-19,2025-10,Sunday,341,119,0.35,9,16:00,Rainy
1431,7,2025-10-20,2025-10,Monday,211,63,0.303,16,16:00,Sunny
1432,7,2025-10-22,2025-10,Wednesday,320,79,0.249,19,16:00,Rainy
1433,7,2025-10-24,2025-10,Friday,319,106,0.335,10,12:00,Sunny
1434,7,2025-10-26,2025-10,Sunday,294,57,0.197,13,15:00,Rainy
1435,7,2025-10-27,2025-10,Monday,231,42,0.185,25,14:00,Cloudy
1436,7,2025-10-28,2025-10,Tuesday,246,82,0.334,24,12:00,Cloudy
1437,7,2025-10-29,2025-10,Wednesday,314,54,0.175,10,13:00,Sunny
1438,7,2025-10-30,2025-10,Thursday,349,92,0.264,11,14:00,Rainy
1439,7,2025-11-02,2025-11,Sunday,344,53,0.156,20,13:00,Cold
1440,7,2025-11-05,2025-11,Wednesday,434,118,0.272,8,15:00,Sunny
1441,7,2025-11-06,2025-11,Thursday,359,114,0.32,8,12:00,Sunny
1442,7,2025-11-09,2025-11,Sunday,417,99,0.239,20,13:00,Cloudy
1443,7,2025-11-11,2025-11,Tuesday,404,97,0.241,22,14:00,Cloudy
1444,7,2025-11-14,2025-11,Friday,311,102,0.33,19,14:00,Sunny
1445,7,2025-11-15,2025-11,Saturday,523,171,0.328,8,14:00,Cloudy
1446,7,2025-11-16,2025-11,Sunday,377,107,0.286,23,12:00,Cloudy
1447,7,2025-11-19,2025-11,Wednesday,440,111,0.253,21,17:00,Rainy
1448,7,2025-11-20,2025-11,Thursday,310,103,0.333,19,12:00,Rainy
1449,7,2025-11-22,2025-11,Saturday,547,176,0.322,20,13:00,Rainy
1450,7,2025-11-24,2025-11,Monday,349,59,0.17,21,15:00,Sunny
1451,7,2025-11-26,2025-11,Wednesday,457,95,0.21,12,16:00,Cold
1452,7,2025-11-27,2025-11,Thursday,420,67,0.161,24,13:00,Cloudy
1453,7,2025-11-29,2025-11,Saturday,536,160,0.3,19,12:00,Sunny
1454,7,2025-11-30,2025-11,Sunday,454,107,0.237,13,16:00,Sunny
1455,7,2025-12-01,2025-12,Monday,315,95,0.302,11,12:00,Sunny
1456,7,2025-12-03,2025-12,Wednesday,317,56,0.177,22,14:00,Cloudy
1457,7,2025-12-05,2025-12,Friday,444,68,0.154,24,14:00,Cloudy
1458,7,2025-12-08,2025-12,Monday,324,55,0.171,25,12:00,Cloudy
1459,7,2025-12-11,2025-12,Thursday,462,106,0.23,20,12:00,Sunny
1460,7,2025-12-12,2025-12,Friday,450,124,0.277,8,13:00,Cloudy
1461,7,2025-12-13,2025-12,Saturday,454,71,0.158,21,15:00,Cloudy
1462,7,2025-12-16,2025-12,Tuesday,425,107,0.254,24,13:00,Cold
1463,7,2025-12-17,2025-12,Wednesday,322,67,0.211,15,15:00,Cold
1464,7,2025-12-19,2025-12,Friday,316,55,0.176,11,16:00,Sunny
1465,7,2025-12-21,2025-12,Sunday,406,115,0.285,12,13:00,Cold
1466,7,2025-12-24,2025-12,Wednesday,404,140,0.349,18,14:00,Cold
1467,7,2025-12-26,2025-12,Friday,334,114,0.343,12,13:00,Cloudy
1468,7,2025-12-29,2025-12,Monday,284,74,0.262,19,12:00,Rainy
1469,7,2025-12-30,2025-12,Tuesday,400,124,0.31,15,17:00,Sunny
1470,7,2026-01-02,2026-01,Friday,269,75,0.279,24,13:00,Cold
1471,7,2026-01-05,2026-01,Monday,253,54,0.217,16,15:00,Rainy
1472,7,2026-01-07,2026-01,Wednesday,202,34,0.17,18,13:00,Sunny
1473,7,2026-01-08,2026-01,Thursday,297,100,0.34,16,12:00,Sunny
1474,7,2026-01-09,2026-01,Friday,229,78,0.343,16,15:00,Rainy
1475,7,2026-01-12,2026-01,Monday,210,64,0.309,19,14:00,Rainy
1476,7,2026-01-13,2026-01,Tuesday,287,56,0.198,17,14:00,Cloudy
1477,7,2026-01-14,2026-01,Wednesday,244,52,0.217,16,12:00,Cloudy
1478,7,2026-01-16,2026-01,Friday,236,46,0.195,17,14:00,Rainy
1479,7,2026-01-18,2026-01,Sunday,222,67,0.303,23,12:00,Cloudy
1480,7,2026-01-19,2026-01,Monday,250,46,0.187,20,13:00,Cold
1481,7,2026-01-21,2026-01,Wednesday,282,42,0.152,9,14:00,Sunny
1482,7,2026-01-22,2026-01,Thursday,231,78,0.338,21,17:00,Rainy
1483,7,2026-01-24,2026-01,Saturday,310,102,0.331,19,12:00,Sunny
1484,7,2026-01-26,2026-01,Monday,210,35,0.171,24,14:00,Sunny
1485,7,2026-01-28,2026-01,Wednesday,219,36,0.167,24,13:00,Cloudy
1486,7,2026-01-31,2026-01,Saturday,365,78,0.214,23,16:00,Rainy
1487,7,2026-02-02,2026-02,Monday,188,51,0.275,21,12:00,Cloudy
1488,7,2026-02-04,2026-02,Wednesday,266,91,0.344,21,12:00,Cold
1489,7,2026-02-05,2026-02,Thursday,296,80,0.271,24,15:00,Cloudy
1490,7,2026-02-08,2026-02,Sunday,328,82,0.252,25,17:00,Cloudy
1491,7,2026-02-11,2026-02,Wednesday,243,47,0.195,10,15:00,Cloudy
1492,7,2026-02-13,2026-02,Friday,300,100,0.336,8,15:00,Cloudy
1493,7,2026-02-15,2026-02,Sunday,243,72,0.3,22,16:00,Cloudy
1494,7,2026-02-16,2026-02,Monday,256,59,0.234,22,12:00,Cloudy
1495,7,2026-02-19,2026-02,Thursday,249,79,0.318,23,12:00,Sunny
1496,7,2026-02-22,2026-02,Sunday,233,75,0.325,22,13:00,Cloudy
1497,7,2026-02-23,2026-02,Monday,187,58,0.314,18,15:00,Cold
1498,7,2026-02-24,2026-02,Tuesday,252,43,0.173,10,12:00,Sunny
1499,7,2026-02-25,2026-02,Wednesday,294,80,0.273,24,17:00,Sunny
1500,7,2026-02-28,2026-02,Saturday,371,119,0.321,22,16:00,Sunny
1501,8,2025-01-01,2025-01,Wednesday,220,75,0.345,11,14:00,Cold
1502,8,2025-01-02,2025-01,Thursday,203,43,0.214,15,13:00,Cloudy
1503,8,2025-01-04,2025-01,Saturday,269,52,0.196,22,15:00,Cold
1504,8,2025-01-05,2025-01,Sunday,254,53,0.212,21,17:00,Cloudy
1505,8,2025-01-06,2025-01,Monday,157,46,0.294,9,13:00,Cloudy
1506,8,2025-01-07,2025-01,Tuesday,184,30,0.166,9,13:00,Sunny
1507,8,2025-01-10,2025-01,Friday,212,54,0.258,21,14:00,Rainy
1508,8,2025-01-11,2025-01,Saturday,283,55,0.196,25,13:00,Sunny
1509,8,2025-01-14,2025-01,Tuesday,232,41,0.179,20,16:00,Cloudy
1510,8,2025-01-16,2025-01,Thursday,255,44,0.175,10,14:00,Rainy
1511,8,2025-01-19,2025-01,Sunday,277,92,0.333,10,14:00,Rainy
1512,8,2025-01-21,2025-01,Tuesday,195,38,0.199,10,17:00,Sunny
1513,8,2025-01-24,2025-01,Friday,252,52,0.21,21,14:00,Sunny
1514,8,2025-01-26,2025-01,Sunday,224,72,0.325,10,14:00,Sunny
1515,8,2025-01-27,2025-01,Monday,207,72,0.35,20,16:00,Cloudy
1516,8,2025-01-30,2025-01,Thursday,229,51,0.224,15,13:00,Cloudy
1517,8,2025-01-31,2025-01,Friday,180,50,0.281,14,16:00,Rainy
1518,8,2025-02-03,2025-02,Monday,152,33,0.221,23,14:00,Sunny
1519,8,2025-02-04,2025-02,Tuesday,231,63,0.276,11,14:00,Rainy
1520,8,2025-02-06,2025-02,Thursday,181,54,0.302,13,12:00,Cold
1521,8,2025-02-09,2025-02,Sunday,275,46,0.17,15,13:00,Rainy
1522,8,2025-02-12,2025-02,Wednesday,250,60,0.24,18,15:00,Sunny
1523,8,2025-02-13,2025-02,Thursday,207,56,0.275,24,12:00,Sunny
1524,8,2025-02-16,2025-02,Sunday,221,35,0.16,12,12:00,Cold
1525,8,2025-02-17,2025-02,Monday,152,34,0.227,10,17:00,Sunny
1526,8,2025-02-20,2025-02,Thursday,233,70,0.303,8,17:00,Cloudy
1527,8,2025-02-23,2025-02,Sunday,248,48,0.196,22,15:00,Rainy
1528,8,2025-02-25,2025-02,Tuesday,230,39,0.173,12,16:00,Cloudy
1529,8,2025-02-26,2025-02,Wednesday,198,44,0.224,15,12:00,Sunny
1530,8,2025-03-01,2025-03,Saturday,377,94,0.25,12,15:00,Sunny
1531,8,2025-03-03,2025-03,Monday,215,62,0.292,17,13:00,Rainy
1532,8,2025-03-06,2025-03,Thursday,225,46,0.206,16,16:00,Sunny
1533,8,2025-03-09,2025-03,Sunday,315,72,0.229,20,14:00,Sunny
1534,8,2025-03-10,2025-03,Monday,215,43,0.202,15,14:00,Rainy
1535,8,2025-03-13,2025-03,Thursday,265,55,0.21,11,17:00,Sunny
1536,8,2025-03-16,2025-03,Sunday,254,61,0.244,11,14:00,Rainy
1537,8,2025-03-19,2025-03,Wednesday,256,89,0.349,15,12:00,Sunny
1538,8,2025-03-20,2025-03,Thursday,253,81,0.321,20,17:00,Sunny
1539,8,2025-03-23,2025-03,Sunday,318,89,0.282,12,16:00,Rainy
1540,8,2025-03-24,2025-03,Monday,204,31,0.154,25,16:00,Cloudy
1541,8,2025-03-27,2025-03,Thursday,220,64,0.291,10,14:00,Cloudy
1542,8,2025-03-28,2025-03,Friday,262,80,0.306,14,13:00,Cloudy
1543,8,2025-03-30,2025-03,Sunday,243,42,0.175,24,12:00,Cloudy
1544,8,2025-04-02,2025-04,Wednesday,295,65,0.222,14,13:00,Sunny
1545,8,2025-04-04,2025-04,Friday,304,100,0.331,9,15:00,Sunny
1546,8,2025-04-07,2025-04,Monday,233,62,0.268,12,16:00,Cloudy
1547,8,2025-04-10,2025-04,Thursday,269,92,0.345,16,17:00,Cloudy
1548,8,2025-04-11,2025-04,Friday,305,89,0.295,9,13:00,Cold
1549,8,2025-04-13,2025-04,Sunday,299,58,0.197,24,15:00,Rainy
1550,8,2025-04-14,2025-04,Monday,221,43,0.198,22,13:00,Sunny
1551,8,2025-04-15,2025-04,Tuesday,271,88,0.325,17,16:00,Rainy
1552,8,2025-04-18,2025-04,Friday,237,50,0.214,21,15:00,Sunny
1553,8,2025-04-21,2025-04,Monday,260,70,0.271,11,17:00,Sunny
1554,8,2025-04-24,2025-04,Thursday,283,78,0.276,12,16:00,Cloudy
1555,8,2025-04-26,2025-04,Saturday,299,61,0.206,24,14:00,Cloudy
1556,8,2025-04-27,2025-04,Sunday,310,92,0.299,20,16:00,Cloudy
1557,8,2025-04-30,2025-04,Wednesday,273,64,0.236,8,16:00,Cloudy
1558,8,2025-05-02,2025-05,Friday,266,71,0.268,24,17:00,Cloudy
1559,8,2025-05-04,2025-05,Sunday,308,75,0.245,9,15:00,Cold
1560,8,2025-05-07,2025-05,Wednesday,274,92,0.337,10,13:00,Cloudy
1561,8,2025-05-09,2025-05,Friday,223,54,0.246,19,12:00,Rainy
1562,8,2025-05-11,2025-05,Sunday,279,96,0.345,19,12:00,Cloudy
1563,8,2025-05-12,2025-05,Monday,202,35,0.174,11,14:00,Cold
1564,8,2025-05-15,2025-05,Thursday,303,79,0.263,22,13:00,Sunny
1565,8,2025-05-17,2025-05,Saturday,344,56,0.164,17,16:00,Rainy
1566,8,2025-05-19,2025-05,Monday,176,50,0.288,8,12:00,Sunny
1567,8,2025-05-21,2025-05,Wednesday,232,56,0.245,8,13:00,Cloudy
1568,8,2025-05-22,2025-05,Thursday,263,65,0.249,22,16:00,Sunny
1569,8,2025-05-24,2025-05,Saturday,377,75,0.201,12,15:00,Cloudy
1570,8,2025-05-25,2025-05,Sunday,274,93,0.342,20,13:00,Rainy
1571,8,2025-05-27,2025-05,Tuesday,246,44,0.182,18,14:00,Rainy
1572,8,2025-05-29,2025-05,Thursday,299,58,0.195,18,13:00,Rainy
1573,8,2025-06-01,2025-06,Sunday,326,105,0.323,21,14:00,Rainy
1574,8,2025-06-02,2025-06,Monday,240,79,0.33,14,14:00,Sunny
1575,8,2025-06-04,2025-06,Wednesday,290,44,0.154,24,15:00,Rainy
1576,8,2025-06-05,2025-06,Thursday,269,62,0.231,11,15:00,Cloudy
1577,8,2025-06-07,2025-06,Saturday,338,113,0.337,17,12:00,Sunny
1578,8,2025-06-08,2025-06,Sunday,281,59,0.213,15,16:00,Cloudy
1579,8,2025-06-10,2025-06,Tuesday,284,93,0.33,25,14:00,Rainy
1580,8,2025-06-12,2025-06,Thursday,292,51,0.177,24,13:00,Rainy
1581,8,2025-06-13,2025-06,Friday,233,71,0.308,8,16:00,Sunny
1582,8,2025-06-16,2025-06,Monday,250,62,0.251,10,17:00,Cloudy
1583,8,2025-06-18,2025-06,Wednesday,209,48,0.232,19,12:00,Cold
1584,8,2025-06-19,2025-06,Thursday,297,88,0.299,25,17:00,Rainy
1585,8,2025-06-22,2025-06,Sunday,296,65,0.22,24,17:00,Sunny
1586,8,2025-06-25,2025-06,Wednesday,302,57,0.19,19,16:00,Cloudy
1587,8,2025-06-26,2025-06,Thursday,243,38,0.159,15,16:00,Sunny
1588,8,2025-06-27,2025-06,Friday,293,89,0.305,14,13:00,Cold
1589,8,2025-06-29,2025-06,Sunday,318,77,0.244,15,14:00,Rainy
1590,8,2025-06-30,2025-06,Monday,232,46,0.199,14,17:00,Rainy
1591,8,2025-07-02,2025-07,Wednesday,253,88,0.349,8,16:00,Cold
1592,8,2025-07-05,2025-07,Saturday,293,52,0.178,18,17:00,Sunny
1593,8,2025-07-07,2025-07,Monday,253,73,0.289,9,15:00,Rainy
1594,8,2025-07-09,2025-07,Wednesday,252,59,0.238,20,12:00,Rainy
1595,8,2025-07-11,2025-07,Friday,303,67,0.224,19,14:00,Sunny
1596,8,2025-07-12,2025-07,Saturday,392,96,0.247,24,16:00,Sunny
1597,8,2025-07-15,2025-07,Tuesday,221,66,0.301,19,14:00,Sunny
1598,8,2025-07-17,2025-07,Thursday,296,47,0.159,22,16:00,Cloudy
1599,8,2025-07-20,2025-07,Sunday,246,80,0.326,22,14:00,Cloudy
1600,8,2025-07-21,2025-07,Monday,218,75,0.346,20,16:00,Sunny
1601,8,2025-07-22,2025-07,Tuesday,219,43,0.199,17,13:00,Cloudy
1602,8,2025-07-25,2025-07,Friday,212,64,0.304,21,16:00,Cloudy
1603,8,2025-07-28,2025-07,Monday,244,46,0.192,21,16:00,Cold
1604,8,2025-07-31,2025-07,Thursday,273,67,0.248,12,13:00,Rainy
1605,8,2025-08-01,2025-08,Friday,291,71,0.247,13,14:00,Cloudy
1606,8,2025-08-03,2025-08,Sunday,275,78,0.284,16,16:00,Cloudy
1607,8,2025-08-06,2025-08,Wednesday,228,60,0.267,25,13:00,Sunny
1608,8,2025-08-07,2025-08,Thursday,278,83,0.301,24,15:00,Rainy
1609,8,2025-08-09,2025-08,Saturday,378,57,0.153,14,13:00,Sunny
1610,8,2025-08-11,2025-08,Monday,243,75,0.309,24,16:00,Rainy
1611,8,2025-08-14,2025-08,Thursday,243,65,0.271,22,12:00,Sunny
1612,8,2025-08-17,2025-08,Sunday,319,51,0.163,11,13:00,Cloudy
1613,8,2025-08-20,2025-08,Wednesday,292,54,0.185,11,16:00,Cloudy
1614,8,2025-08-22,2025-08,Friday,270,60,0.223,12,15:00,Rainy
1615,8,2025-08-25,2025-08,Monday,216,59,0.275,21,13:00,Rainy
1616,8,2025-08-28,2025-08,Thursday,208,69,0.335,22,15:00,Rainy
1617,8,2025-08-30,2025-08,Saturday,362,124,0.345,18,12:00,Sunny
1618,8,2025-08-31,2025-08,Sunday,228,64,0.284,18,17:00,Rainy
1619,8,2025-09-03,2025-09,Wednesday,214,68,0.319,23,13:00,Cloudy
1620,8,2025-09-06,2025-09,Saturday,338,104,0.31,18,12:00,Rainy
1621,8,2025-09-07,2025-09,Sunday,234,54,0.233,25,16:00,Cloudy
1622,8,2025-09-09,2025-09,Tuesday,284,51,0.18,25,17:00,Cloudy
1623,8,2025-09-10,2025-09,Wednesday,211,65,0.311,19,12:00,Sunny
1624,8,2025-09-12,2025-09,Friday,230,52,0.229,19,16:00,Cloudy
1625,8,2025-09-15,2025-09,Monday,192,66,0.346,25,16:00,Sunny
1626,8,2025-09-16,2025-09,Tuesday,304,68,0.226,9,16:00,Sunny
1627,8,2025-09-18,2025-09,Thursday,237,75,0.319,15,17:00,Sunny
1628,8,2025-09-21,2025-09,Sunday,272,48,0.18,10,16:00,Cloudy
1629,8,2025-09-22,2025-09,Monday,181,29,0.164,9,12:00,Rainy
1630,8,2025-09-24,2025-09,Wednesday,224,54,0.242,11,14:00,Rainy
1631,8,2025-09-27,2025-09,Saturday,420,139,0.331,23,14:00,Cloudy
1632,8,2025-09-30,2025-09,Tuesday,255,45,0.178,9,15:00,Cloudy
1633,8,2025-10-01,2025-10,Wednesday,265,72,0.273,20,13:00,Cloudy
1634,8,2025-10-02,2025-10,Thursday,293,96,0.33,18,14:00,Cloudy
1635,8,2025-10-05,2025-10,Sunday,337,115,0.342,12,16:00,Sunny
1636,8,2025-10-06,2025-10,Monday,256,40,0.157,25,15:00,Rainy
1637,8,2025-10-07,2025-10,Tuesday,218,69,0.318,16,15:00,Rainy
1638,8,2025-10-08,2025-10,Wednesday,296,80,0.272,25,12:00,Cloudy
1639,8,2025-10-11,2025-10,Saturday,415,143,0.346,18,14:00,Cloudy
1640,8,2025-10-14,2025-10,Tuesday,237,71,0.303,19,17:00,Cold
1641,8,2025-10-16,2025-10,Thursday,236,58,0.249,12,13:00,Rainy
1642,8,2025-10-18,2025-10,Saturday,410,127,0.31,11,12:00,Cloudy
1643,8,2025-10-20,2025-10,Monday,236,77,0.33,12,16:00,Rainy
1644,8,2025-10-23,2025-10,Thursday,266,46,0.175,14,15:00,Rainy
1645,8,2025-10-25,2025-10,Saturday,291,55,0.191,15,12:00,Cloudy
1646,8,2025-10-26,2025-10,Sunday,310,83,0.27,13,15:00,Rainy
1647,8,2025-10-27,2025-10,Monday,200,69,0.348,15,15:00,Cold
1648,8,2025-10-29,2025-10,Wednesday,210,39,0.188,22,15:00,Rainy
1649,8,2025-11-01,2025-11,Saturday,454,140,0.309,24,17:00,Cloudy
1650,8,2025-11-02,2025-11,Sunday,411,104,0.254,12,13:00,Cloudy
1651,8,2025-11-04,2025-11,Tuesday,274,89,0.325,15,17:00,Rainy
1652,8,2025-11-07,2025-11,Friday,315,75,0.24,12,16:00,Sunny
1653,8,2025-11-10,2025-11,Monday,235,57,0.245,24,15:00,Rainy
1654,8,2025-11-11,2025-11,Tuesday,321,63,0.198,19,13:00,Sunny
1655,8,2025-11-14,2025-11,Friday,397,117,0.297,11,17:00,Rainy
1656,8,2025-11-15,2025-11,Saturday,440,104,0.238,14,15:00,Cloudy
1657,8,2025-11-17,2025-11,Monday,239,40,0.169,9,16:00,Sunny
1658,8,2025-11-20,2025-11,Thursday,338,87,0.258,23,13:00,Sunny
1659,8,2025-11-22,2025-11,Saturday,486,135,0.279,17,16:00,Sunny
1660,8,2025-11-25,2025-11,Tuesday,378,112,0.298,22,12:00,Cloudy
1661,8,2025-11-26,2025-11,Wednesday,396,102,0.26,18,17:00,Cloudy
1662,8,2025-11-28,2025-11,Friday,275,79,0.289,25,13:00,Sunny
1663,8,2025-11-30,2025-11,Sunday,349,87,0.252,19,17:00,Cold
1664,8,2025-12-01,2025-12,Monday,243,76,0.315,24,15:00,Rainy
1665,8,2025-12-03,2025-12,Wednesday,386,121,0.314,14,12:00,Sunny
1666,8,2025-12-06,2025-12,Saturday,531,86,0.162,18,17:00,Rainy
1667,8,2025-12-07,2025-12,Sunday,391,96,0.246,14,15:00,Cloudy
1668,8,2025-12-09,2025-12,Tuesday,317,58,0.183,21,16:00,Rainy
1669,8,2025-12-10,2025-12,Wednesday,342,101,0.298,10,12:00,Cold
1670,8,2025-12-11,2025-12,Thursday,363,98,0.271,23,16:00,Sunny
1671,8,2025-12-14,2025-12,Sunday,401,72,0.181,23,17:00,Cold
1672,8,2025-12-15,2025-12,Monday,331,92,0.278,12,12:00,Rainy
1673,8,2025-12-16,2025-12,Tuesday,394,89,0.228,21,16:00,Cloudy
1674,8,2025-12-19,2025-12,Friday,268,86,0.324,14,17:00,Cloudy
1675,8,2025-12-22,2025-12,Monday,293,55,0.191,13,16:00,Cloudy
1676,8,2025-12-25,2025-12,Thursday,272,55,0.203,20,12:00,Cloudy
1677,8,2025-12-26,2025-12,Friday,368,69,0.188,21,17:00,Cloudy
1678,8,2025-12-29,2025-12,Monday,275,76,0.278,18,13:00,Cloudy
1679,8,2026-01-01,2026-01,Thursday,204,41,0.204,10,13:00,Sunny
1680,8,2026-01-03,2026-01,Saturday,332,76,0.229,18,16:00,Sunny
1681,8,2026-01-06,2026-01,Tuesday,220,72,0.331,19,17:00,Sunny
1682,8,2026-01-07,2026-01,Wednesday,226,75,0.332,14,17:00,Rainy
1683,8,2026-01-09,2026-01,Friday,240,57,0.239,20,14:00,Cloudy
1684,8,2026-01-11,2026-01,Sunday,222,50,0.229,14,14:00,Rainy
1685,8,2026-01-13,2026-01,Tuesday,190,38,0.202,19,13:00,Cold
1686,8,2026-01-15,2026-01,Thursday,239,72,0.305,18,12:00,Cold
1687,8,2026-01-18,2026-01,Sunday,247,75,0.307,15,14:00,Cloudy
1688,8,2026-01-19,2026-01,Monday,204,59,0.292,12,16:00,Sunny
1689,8,2026-01-22,2026-01,Thursday,187,30,0.165,12,12:00,Cloudy
1690,8,2026-01-24,2026-01,Saturday,294,59,0.201,9,17:00,Sunny
1691,8,2026-01-27,2026-01,Tuesday,180,30,0.169,22,16:00,Cloudy
1692,8,2026-01-28,2026-01,Wednesday,219,34,0.157,21,12:00,Rainy
1693,8,2026-01-30,2026-01,Friday,210,34,0.163,9,17:00,Cloudy
1694,8,2026-02-02,2026-02,Monday,208,60,0.289,19,15:00,Sunny
1695,8,2026-02-05,2026-02,Thursday,199,42,0.213,17,16:00,Sunny
1696,8,2026-02-08,2026-02,Sunday,282,79,0.283,14,15:00,Cloudy
1697,8,2026-02-10,2026-02,Tuesday,189,48,0.257,9,15:00,Sunny
1698,8,2026-02-13,2026-02,Friday,234,41,0.178,12,14:00,Cloudy
1699,8,2026-02-14,2026-02,Saturday,306,48,0.157,22,14:00,Cloudy
1700,8,2026-02-17,2026-02,Tuesday,259,49,0.192,22,17:00,Rainy
1701,8,2026-02-19,2026-02,Thursday,239,52,0.22,8,12:00,Cold
1702,8,2026-02-20,2026-02,Friday,185,39,0.211,25,14:00,Cold
1703,8,2026-02-22,2026-02,Sunday,255,39,0.154,16,12:00,Rainy
1704,8,2026-02-23,2026-02,Monday,207,44,0.215,11,15:00,Cloudy
1705,8,2026-02-26,2026-02,Thursday,228,34,0.151,12,14:00,Sunny
1706,8,2026-02-27,2026-02,Friday,238,81,0.343,17,12:00,Cloudy
1707,9,2025-01-01,2025-01,Wednesday,116,19,0.172,23,17:00,Cloudy
1708,9,2025-01-02,2025-01,Thursday,154,25,0.166,14,12:00,Cloudy
1709,9,2025-01-04,2025-01,Saturday,200,34,0.171,15,14:00,Cloudy
1710,9,2025-01-07,2025-01,Tuesday,164,45,0.279,10,14:00,Sunny
1711,9,2025-01-10,2025-01,Friday,133,20,0.157,12,14:00,Cloudy
1712,9,2025-01-13,2025-01,Monday,105,25,0.245,14,15:00,Cold
1713,9,2025-01-15,2025-01,Wednesday,115,33,0.288,15,13:00,Rainy
1714,9,2025-01-16,2025-01,Thursday,120,31,0.262,19,14:00,Rainy
1715,9,2025-01-19,2025-01,Sunday,169,27,0.162,23,12:00,Cold
1716,9,2025-01-20,2025-01,Monday,126,28,0.229,9,15:00,Sunny
1717,9,2025-01-21,2025-01,Tuesday,128,39,0.308,18,15:00,Cloudy
1718,9,2025-01-22,2025-01,Wednesday,116,21,0.187,16,12:00,Cloudy
1719,9,2025-01-24,2025-01,Friday,131,38,0.291,16,15:00,Cold
1720,9,2025-01-25,2025-01,Saturday,179,44,0.248,22,15:00,Rainy
1721,9,2025-01-26,2025-01,Sunday,174,27,0.157,12,17:00,Rainy
1722,9,2025-01-27,2025-01,Monday,119,28,0.238,22,17:00,Rainy
1723,9,2025-01-28,2025-01,Tuesday,144,36,0.256,13,17:00,Cloudy
1724,9,2025-01-30,2025-01,Thursday,155,53,0.345,15,15:00,Rainy
1725,9,2025-02-01,2025-02,Saturday,189,29,0.158,12,14:00,Rainy
1726,9,2025-02-02,2025-02,Sunday,147,40,0.278,9,12:00,Cloudy
1727,9,2025-02-03,2025-02,Monday,120,35,0.293,17,14:00,Cold
1728,9,2025-02-04,2025-02,Tuesday,159,38,0.24,24,15:00,Rainy
1729,9,2025-02-06,2025-02,Thursday,142,34,0.244,13,16:00,Cloudy
1730,9,2025-02-09,2025-02,Sunday,162,43,0.27,22,15:00,Cold
1731,9,2025-02-12,2025-02,Wednesday,114,18,0.164,18,13:00,Cloudy
1732,9,2025-02-15,2025-02,Saturday,190,33,0.175,23,16:00,Cloudy
1733,9,2025-02-18,2025-02,Tuesday,161,25,0.159,16,15:00,Cloudy
