subscriber_key,score_date,churn_risk_score,churn_risk_band,upsell_propensity,cross_sell_propensity,predicted_clv,clv_segment,next_best_action,model_version,confidence_score
5710,2026-01-28,0.205,Low,0.3222,0.2392,818.11,Low,Survey,v2.3.1,0.84
5711,2026-01-28,0.1463,Low,0.3326,0.1586,4912.83,Medium,App Promotion,v2.3.1,0.9
5712,2026-01-28,0.3111,Medium,0.3031,0.425,506.74,Low,App Promotion,v2.3.1,0.81
5713,2026-01-28,0.0918,Low,0.2865,0.4108,1199.41,Low,App Promotion,v2.3.1,0.94
5714,2026-01-28,0.1092,Low,0.4862,0.4905,3282.78,Medium,Survey,v2.3.1,0.77
5715,2026-01-28,0.1413,Low,0.3834,0.2551,2649.54,Medium,Referral Program,v2.3.1,0.83
5716,2026-01-28,0.1625,Low,0.2399,0.2871,21769.65,High,Engagement Campaign,v2.3.1,0.71
5717,2026-01-28,0.1161,Low,0.4255,0.2778,6906.79,Medium,App Promotion,v2.3.1,0.78
5718,2026-01-28,0.1775,Low,0.4163,0.1992,1827.15,Low,Referral Program,v2.3.1,0.82
5719,2026-01-28,0.0509,Low,0.4098,0.5039,188805.86,High,Referral Program,v2.3.1,0.77
5720,2026-01-28,0.95,High,0.05,0.2565,884.21,Low,Retention Offer,v2.3.1,0.84
5721,2026-01-28,0.0782,Low,0.3703,0.3532,2298.91,Medium,Referral Program,v2.3.1,0.73
5722,2026-01-28,0.95,High,0.05,0.1372,2500.5,Medium,Personal Call,v2.3.1,0.84
5723,2026-01-28,0.1212,Low,0.2352,0.5737,1264.42,Low,Survey,v2.3.1,0.91
5724,2026-01-28,0.4735,Medium,0.05,0.3981,1872.5,Low,Survey,v2.3.1,0.86
5725,2026-01-28,0.1274,Low,0.4936,0.4437,717.73,Low,Engagement Campaign,v2.3.1,0.83
5726,2026-01-28,0.177,Low,0.2819,0.1636,3948.31,Medium,Referral Program,v2.3.1,0.79
5727,2026-01-28,0.108,Low,0.4421,0.4013,3022.95,Medium,App Promotion,v2.3.1,0.94
5728,2026-01-28,0.2716,Medium,0.2876,0.3814,10248.04,High,Survey,v2.3.1,0.7
5729,2026-01-28,0.02,Low,0.4317,0.454,24700.43,High,Survey,v2.3.1,0.74
5730,2026-01-28,0.238,Low,0.2267,0.2221,15060.24,High,Survey,v2.3.1,0.84
5731,2026-01-28,0.02,Low,0.349,0.1267,4863.51,Medium,Engagement Campaign,v2.3.1,0.75
5732,2026-01-28,0.0837,Low,0.4263,0.5641,597.35,Low,Engagement Campaign,v2.3.1,0.9
5733,2026-01-28,0.0863,Low,0.4392,0.4989,7885.0,Medium,Survey,v2.3.1,0.83
5734,2026-01-28,0.0487,Low,0.4372,0.1157,665.26,Low,Referral Program,v2.3.1,0.83
5735,2026-01-28,0.02,Low,0.6217,0.414,2754.86,Medium,Plan Upgrade,v2.3.1,0.92
5736,2026-01-28,0.0603,Low,0.3137,0.259,15499.92,High,Survey,v2.3.1,0.75
5737,2026-01-28,0.2925,Medium,0.1623,0.4926,1302.61,Low,App Promotion,v2.3.1,0.87
5738,2026-01-28,0.0312,Low,0.3846,0.3983,3550.76,Medium,Referral Program,v2.3.1,0.83
5739,2026-01-28,0.2768,Medium,0.2207,0.4868,3323.8,Medium,Survey,v2.3.1,0.77
5740,2026-01-28,0.0839,Low,0.5615,0.157,4102.71,Medium,Plan Upgrade,v2.3.1,0.9
5741,2026-01-28,0.1483,Low,0.2427,0.5665,1178.36,Low,App Promotion,v2.3.1,0.74
5742,2026-01-28,0.0501,Low,0.5691,0.4241,4853.07,Medium,5G Upgrade,v2.3.1,0.76
5743,2026-01-28,0.1877,Low,0.2811,0.1365,3644.34,Medium,App Promotion,v2.3.1,0.89
5744,2026-01-28,0.02,Low,0.5645,0.4408,68806.38,High,Plan Upgrade,v2.3.1,0.83
5745,2026-01-28,0.1491,Low,0.3924,0.3078,2475.34,Medium,Engagement Campaign,v2.3.1,0.93
5746,2026-01-28,0.1049,Low,0.2579,0.1524,4371.97,Medium,Engagement Campaign,v2.3.1,0.77
5747,2026-01-28,0.02,Low,0.4606,0.1629,26211.13,High,Survey,v2.3.1,0.84
5748,2026-01-28,0.02,Low,0.536,0.3711,901.82,Low,Device Offer,v2.3.1,0.79
5749,2026-01-28,0.0592,Low,0.4377,0.3372,961.25,Low,App Promotion,v2.3.1,0.84
5750,2026-01-28,0.2435,Low,0.1173,0.4417,24166.71,High,Engagement Campaign,v2.3.1,0.76
5751,2026-01-28,0.2487,Low,0.2026,0.2793,3089.5,Medium,Engagement Campaign,v2.3.1,0.92
5752,2026-01-28,0.1501,Low,0.2702,0.4421,3664.17,Medium,App Promotion,v2.3.1,0.91
5753,2026-01-28,0.0528,Low,0.5195,0.4474,23368.82,High,5G Upgrade,v2.3.1,0.74
5754,2026-01-28,0.2588,Medium,0.2255,0.154,1229.26,Low,Survey,v2.3.1,0.81
5755,2026-01-28,0.0781,Low,0.5316,0.3993,2216.61,Medium,Plan Upgrade,v2.3.1,0.92
5756,2026-01-28,0.1447,Low,0.238,0.5019,768.65,Low,Survey,v2.3.1,0.86
5757,2026-01-28,0.0864,Low,0.5038,0.5779,1076.41,Low,Device Offer,v2.3.1,0.82
5758,2026-01-28,0.02,Low,0.5831,0.5448,3481.64,Medium,5G Upgrade,v2.3.1,0.8
5759,2026-01-28,0.0226,Low,0.3767,0.5407,3023.42,Medium,Referral Program,v2.3.1,0.87
5760,2026-01-28,0.2503,Medium,0.2468,0.1672,2170.8,Medium,Engagement Campaign,v2.3.1,0.84
5761,2026-01-28,0.02,Low,0.3834,0.5596,12009.92,High,Survey,v2.3.1,0.9
5762,2026-01-28,0.1197,Low,0.4882,0.3684,2513.7,Medium,App Promotion,v2.3.1,0.8
5763,2026-01-28,0.3739,Medium,0.05,0.1456,557.67,Low,Referral Program,v2.3.1,0.8
5764,2026-01-28,0.3282,Medium,0.05,0.423,3262.49,Medium,Referral Program,v2.3.1,0.79
5765,2026-01-28,0.0895,Low,0.4668,0.4948,23106.33,High,Survey,v2.3.1,0.9
5766,2026-01-28,0.2201,Low,0.224,0.5458,10756.31,High,Referral Program,v2.3.1,0.86
5767,2026-01-28,0.1685,Low,0.426,0.2062,478.34,Low,Engagement Campaign,v2.3.1,0.77
5768,2026-01-28,0.0665,Low,0.4641,0.305,4696.1,Medium,Engagement Campaign,v2.3.1,0.74
5769,2026-01-28,0.95,High,0.05,0.1351,698.52,Low,Retention Offer,v2.3.1,0.7
5770,2026-01-28,0.3173,Medium,0.2428,0.5176,3699.74,Medium,App Promotion,v2.3.1,0.95
5771,2026-01-28,0.1418,Low,0.365,0.4752,21734.27,High,Engagement Campaign,v2.3.1,0.76
5772,2026-01-28,0.0901,Low,0.4443,0.3301,12309.3,High,Survey,v2.3.1,0.7
5773,2026-01-28,0.0424,Low,0.5117,0.4561,2261.68,Medium,5G Upgrade,v2.3.1,0.8
5774,2026-01-28,0.2224,Low,0.3037,0.1757,1965.11,Low,Survey,v2.3.1,0.94
5775,2026-01-28,0.048,Low,0.5845,0.5379,4002.09,Medium,5G Upgrade,v2.3.1,0.71
5776,2026-01-28,0.1488,Low,0.3164,0.5896,2554.33,Medium,Engagement Campaign,v2.3.1,0.93
5777,2026-01-28,0.116,Low,0.2454,0.2631,1474.55,Low,Referral Program,v2.3.1,0.84
5778,2026-01-28,0.1465,Low,0.3093,0.2945,3316.84,Medium,Survey,v2.3.1,0.82
5779,2026-01-28,0.0752,Low,0.3491,0.5258,3595.44,Medium,Survey,v2.3.1,0.72
5780,2026-01-28,0.2464,Low,0.1736,0.3526,7562.47,Medium,App Promotion,v2.3.1,0.81
5781,2026-01-28,0.1673,Low,0.2495,0.4855,26100.9,High,Survey,v2.3.1,0.9
5782,2026-01-28,0.1007,Low,0.4352,0.4252,2307.77,Medium,App Promotion,v2.3.1,0.84
5783,2026-01-28,0.0681,Low,0.3973,0.1937,3826.55,Medium,Survey,v2.3.1,0.8
5784,2026-01-28,0.02,Low,0.5871,0.4453,4020.95,Medium,Device Offer,v2.3.1,0.7
5785,2026-01-28,0.95,High,0.05,0.1083,2079.81,Medium,Retention Offer,v2.3.1,0.72
5786,2026-01-28,0.02,Low,0.4471,0.4158,1827.37,Low,App Promotion,v2.3.1,0.79
5787,2026-01-28,0.02,Low,0.4725,0.1345,984.56,Low,Survey,v2.3.1,0.72
5788,2026-01-28,0.1419,Low,0.226,0.5778,2477.92,Medium,Survey,v2.3.1,0.92
5789,2026-01-28,0.1878,Low,0.3868,0.2045,3551.49,Medium,Engagement Campaign,v2.3.1,0.82
5790,2026-01-28,0.1154,Low,0.4019,0.2783,131912.4,High,Engagement Campaign,v2.3.1,0.72
5791,2026-01-28,0.3127,Medium,0.3341,0.2726,463.74,Low,Referral Program,v2.3.1,0.81
5792,2026-01-28,0.0588,Low,0.5208,0.3665,3580.97,Medium,5G Upgrade,v2.3.1,0.75
5793,2026-01-28,0.1994,Low,0.2581,0.2178,526.02,Low,Survey,v2.3.1,0.71
5794,2026-01-28,0.093,Low,0.2956,0.2534,3025.82,Medium,Survey,v2.3.1,0.89
5795,2026-01-28,0.02,Low,0.559,0.4863,6786.69,Medium,5G Upgrade,v2.3.1,0.71
5796,2026-01-28,0.0675,Low,0.42,0.242,16501.72,High,App Promotion,v2.3.1,0.8
5797,2026-01-28,0.95,High,0.05,0.3391,265.97,Low,Personal Call,v2.3.1,0.92
5798,2026-01-28,0.0771,Low,0.5646,0.26,1105.83,Low,5G Upgrade,v2.3.1,0.73
5799,2026-01-28,0.1647,Low,0.2489,0.5121,3998.29,Medium,Engagement Campaign,v2.3.1,0.79
5800,2026-01-28,0.143,Low,0.4138,0.2858,4595.17,Medium,Survey,v2.3.1,0.82
5801,2026-01-28,0.0628,Low,0.5016,0.2327,15713.01,High,Plan Upgrade,v2.3.1,0.86
5802,2026-01-28,0.02,Low,0.4665,0.4783,4606.56,Medium,App Promotion,v2.3.1,0.94
5803,2026-01-28,0.0825,Low,0.3443,0.4936,3272.91,Medium,Referral Program,v2.3.1,0.71
5804,2026-01-28,0.0721,Low,0.3698,0.5734,4841.35,Medium,App Promotion,v2.3.1,0.85
5805,2026-01-28,0.1543,Low,0.396,0.2113,15780.69,High,Survey,v2.3.1,0.85
5806,2026-01-28,0.0349,Low,0.5212,0.5442,2368.63,Medium,Plan Upgrade,v2.3.1,0.74
5807,2026-01-28,0.1198,Low,0.4157,0.5777,104210.46,High,Referral Program,v2.3.1,0.78
5808,2026-01-28,0.0564,Low,0.3495,0.259,2094.35,Medium,Referral Program,v2.3.1,0.8
5809,2026-01-28,0.1923,Low,0.1918,0.5336,1539.8,Low,Referral Program,v2.3.1,0.72
5810,2026-01-28,0.0871,Low,0.3561,0.4727,12939.08,High,Engagement Campaign,v2.3.1,0.71
5811,2026-01-28,0.1161,Low,0.4036,0.4099,984.85,Low,App Promotion,v2.3.1,0.79
5812,2026-01-28,0.02,Low,0.3764,0.1326,29106.0,High,Engagement Campaign,v2.3.1,0.82
5813,2026-01-28,0.2387,Low,0.3906,0.5885,2398.51,Medium,Survey,v2.3.1,0.82
5814,2026-01-28,0.0497,Low,0.3454,0.5063,70043.73,High,App Promotion,v2.3.1,0.78
5815,2026-01-28,0.0527,Low,0.5864,0.5719,1931.71,Low,5G Upgrade,v2.3.1,0.91
5816,2026-01-28,0.1794,Low,0.2635,0.5236,14427.09,High,Engagement Campaign,v2.3.1,0.94
5817,2026-01-28,0.1656,Low,0.4529,0.2729,5325.68,Medium,Engagement Campaign,v2.3.1,0.89
5818,2026-01-28,0.1515,Low,0.2585,0.2936,3825.08,Medium,Referral Program,v2.3.1,0.83
5819,2026-01-28,0.032,Low,0.618,0.4702,4900.0,Medium,5G Upgrade,v2.3.1,0.9
5820,2026-01-28,0.95,High,0.05,0.332,1281.21,Low,Personal Call,v2.3.1,0.73
5821,2026-01-28,0.95,High,0.05,0.5283,11467.93,High,Retention Offer,v2.3.1,0.71
5822,2026-01-28,0.0447,Low,0.3532,0.4186,4285.76,Medium,Engagement Campaign,v2.3.1,0.93
5823,2026-01-28,0.2924,Medium,0.2644,0.1942,2453.35,Medium,App Promotion,v2.3.1,0.88
5824,2026-01-28,0.0668,Low,0.3612,0.4261,3472.83,Medium,Engagement Campaign,v2.3.1,0.92
5825,2026-01-28,0.1363,Low,0.3387,0.1642,4508.05,Medium,Engagement Campaign,v2.3.1,0.74
5826,2026-01-28,0.1459,Low,0.3182,0.517,4915.25,Medium,App Promotion,v2.3.1,0.71
5827,2026-01-28,0.0968,Low,0.3372,0.1338,1176.85,Low,App Promotion,v2.3.1,0.72
5828,2026-01-28,0.95,High,0.05,0.201,2055.05,Medium,Personal Call,v2.3.1,0.94
5829,2026-01-28,0.1085,Low,0.4243,0.5757,2328.55,Medium,Referral Program,v2.3.1,0.86
5830,2026-01-28,0.1382,Low,0.2535,0.4143,3572.2,Medium,Survey,v2.3.1,0.95
5831,2026-01-28,0.1548,Low,0.4198,0.3878,3577.09,Medium,Referral Program,v2.3.1,0.74
5832,2026-01-28,0.0739,Low,0.4126,0.2003,1832.01,Low,App Promotion,v2.3.1,0.87
5833,2026-01-28,0.02,Low,0.4473,0.498,1405.93,Low,Referral Program,v2.3.1,0.75
5834,2026-01-28,0.1379,Low,0.3845,0.1239,25058.08,High,App Promotion,v2.3.1,0.76
5835,2026-01-28,0.0762,Low,0.3358,0.3124,4510.01,Medium,Survey,v2.3.1,0.91
5836,2026-01-28,0.1618,Low,0.2513,0.4736,1836.0,Low,Survey,v2.3.1,0.83
5837,2026-01-28,0.2324,Low,0.3399,0.1365,841.49,Low,Engagement Campaign,v2.3.1,0.87
5838,2026-01-28,0.1904,Low,0.1624,0.5878,8759.66,Medium,Engagement Campaign,v2.3.1,0.82
5839,2026-01-28,0.2341,Low,0.2986,0.1032,3723.23,Medium,Survey,v2.3.1,0.75
5840,2026-01-28,0.02,Low,0.5722,0.5111,13858.41,High,5G Upgrade,v2.3.1,0.71
5841,2026-01-28,0.0653,Low,0.5181,0.1702,19596.33,High,Device Offer,v2.3.1,0.88
5842,2026-01-28,0.2028,Low,0.3006,0.2183,3007.67,Medium,Referral Program,v2.3.1,0.92
5843,2026-01-28,0.02,Low,0.6266,0.2054,64426.48,High,Device Offer,v2.3.1,0.83
5844,2026-01-28,0.244,Low,0.1308,0.1038,15465.92,High,Survey,v2.3.1,0.73
5845,2026-01-28,0.1428,Low,0.2867,0.1396,11407.91,High,Survey,v2.3.1,0.75
5846,2026-01-28,0.95,High,0.05,0.1705,52674.95,High,Service Recovery,v2.3.1,0.77
5847,2026-01-28,0.0211,Low,0.5894,0.5109,1644.03,Low,Plan Upgrade,v2.3.1,0.75
5848,2026-01-28,0.2137,Low,0.2518,0.5098,4027.66,Medium,Engagement Campaign,v2.3.1,0.94
5849,2026-01-28,0.02,Low,0.4781,0.4005,1616.74,Low,Referral Program,v2.3.1,0.74
5850,2026-01-28,0.1206,Low,0.2396,0.1747,17477.03,High,Engagement Campaign,v2.3.1,0.79
5851,2026-01-28,0.0628,Low,0.4053,0.4128,6754.14,Medium,Survey,v2.3.1,0.75
5852,2026-01-28,0.0505,Low,0.5146,0.1164,2448.15,Medium,Add-on Service,v2.3.1,0.74
5853,2026-01-28,0.2445,Low,0.3074,0.1216,90596.54,High,Referral Program,v2.3.1,0.8
5854,2026-01-28,0.1479,Low,0.4789,0.2792,6975.1,Medium,App Promotion,v2.3.1,0.87
5855,2026-01-28,0.02,Low,0.5523,0.5319,3753.38,Medium,5G Upgrade,v2.3.1,0.79
5856,2026-01-28,0.138,Low,0.3612,0.452,3099.94,Medium,Referral Program,v2.3.1,0.74
5857,2026-01-28,0.2322,Low,0.2769,0.4238,22294.06,High,Referral Program,v2.3.1,0.9
5858,2026-01-28,0.0901,Low,0.3842,0.4296,3225.08,Medium,Engagement Campaign,v2.3.1,0.89
5859,2026-01-28,0.4646,Medium,0.1851,0.3386,2172.84,Medium,Referral Program,v2.3.1,0.89
5860,2026-01-28,0.0919,Low,0.541,0.3708,27706.31,High,Plan Upgrade,v2.3.1,0.87
5861,2026-01-28,0.1006,Low,0.311,0.5722,3865.09,Medium,Engagement Campaign,v2.3.1,0.75
5862,2026-01-28,0.02,Low,0.5474,0.3135,2357.07,Medium,5G Upgrade,v2.3.1,0.82
5863,2026-01-28,0.95,High,0.05,0.3129,1315.96,Low,Retention Offer,v2.3.1,0.78
5864,2026-01-28,0.1388,Low,0.4834,0.4451,4034.89,Medium,Engagement Campaign,v2.3.1,0.87
5865,2026-01-28,0.95,High,0.05,0.2616,1065.97,Low,Retention Offer,v2.3.1,0.76
5866,2026-01-28,0.1679,Low,0.2462,0.2389,20502.98,High,Referral Program,v2.3.1,0.77
5867,2026-01-28,0.95,High,0.05,0.206,293.91,Low,Loyalty Reward,v2.3.1,0.87
5868,2026-01-28,0.112,Low,0.5036,0.3402,2663.5,Medium,Device Offer,v2.3.1,0.78
5869,2026-01-28,0.1958,Low,0.3069,0.1686,1393.55,Low,Referral Program,v2.3.1,0.95
5870,2026-01-28,0.02,Low,0.4055,0.1464,8910.79,Medium,App Promotion,v2.3.1,0.71
5871,2026-01-28,0.1309,Low,0.514,0.5037,3738.84,Medium,5G Upgrade,v2.3.1,0.75
5872,2026-01-28,0.2371,Low,0.2589,0.1805,12010.16,High,Referral Program,v2.3.1,0.8
5873,2026-01-28,0.95,High,0.05,0.1594,6510.27,Medium,Retention Offer,v2.3.1,0.89
5874,2026-01-28,0.1154,Low,0.3343,0.4145,4465.11,Medium,Engagement Campaign,v2.3.1,0.83
5875,2026-01-28,0.1575,Low,0.3781,0.2444,27184.41,High,Referral Program,v2.3.1,0.88
5876,2026-01-28,0.1127,Low,0.2698,0.1497,3154.22,Medium,App Promotion,v2.3.1,0.91
5877,2026-01-28,0.1139,Low,0.3466,0.2737,3017.43,Medium,Referral Program,v2.3.1,0.73
5878,2026-01-28,0.0654,Low,0.3522,0.2699,3272.33,Medium,Referral Program,v2.3.1,0.9
5879,2026-01-28,0.1899,Low,0.3261,0.4752,25132.82,High,Referral Program,v2.3.1,0.85
5880,2026-01-28,0.0422,Low,0.3564,0.3847,3329.73,Medium,Survey,v2.3.1,0.77
5881,2026-01-28,0.2274,Low,0.2431,0.5616,1221.01,Low,Survey,v2.3.1,0.76
5882,2026-01-28,0.02,Low,0.3453,0.4614,28185.63,High,Survey,v2.3.1,0.75
5883,2026-01-28,0.1747,Low,0.182,0.227,2394.11,Medium,App Promotion,v2.3.1,0.85
5884,2026-01-28,0.1618,Low,0.4804,0.4297,155628.32,High,Engagement Campaign,v2.3.1,0.88
5885,2026-01-28,0.1338,Low,0.4575,0.3697,2571.29,Medium,App Promotion,v2.3.1,0.82
5886,2026-01-28,0.0965,Low,0.3787,0.3255,1887.84,Low,Survey,v2.3.1,0.9
5887,2026-01-28,0.0393,Low,0.5776,0.3199,22642.14,High,Add-on Service,v2.3.1,0.92
5888,2026-01-28,0.122,Low,0.2654,0.2349,2410.51,Medium,Engagement Campaign,v2.3.1,0.8
5889,2026-01-28,0.0773,Low,0.2988,0.2527,3626.43,Medium,Engagement Campaign,v2.3.1,0.77
5890,2026-01-28,0.2448,Low,0.1124,0.3253,1744.29,Low,Engagement Campaign,v2.3.1,0.77
5891,2026-01-28,0.1116,Low,0.3347,0.2688,4665.35,Medium,Referral Program,v2.3.1,0.81
5892,2026-01-28,0.2328,Low,0.3692,0.3021,3274.0,Medium,Engagement Campaign,v2.3.1,0.73
5893,2026-01-28,0.2859,Medium,0.3623,0.5806,1549.01,Low,App Promotion,v2.3.1,0.92
5894,2026-01-28,0.02,Low,0.4981,0.4449,4699.22,Medium,Engagement Campaign,v2.3.1,0.89
5895,2026-01-28,0.1609,Low,0.2702,0.1616,3857.58,Medium,App Promotion,v2.3.1,0.94
5896,2026-01-28,0.1506,Low,0.2561,0.4048,11183.65,High,Referral Program,v2.3.1,0.72
5897,2026-01-28,0.0896,Low,0.5552,0.1487,4320.78,Medium,Device Offer,v2.3.1,0.78
5898,2026-01-28,0.02,Low,0.481,0.3059,142648.39,High,App Promotion,v2.3.1,0.83
5899,2026-01-28,0.0575,Low,0.5294,0.304,4448.03,Medium,Device Offer,v2.3.1,0.8
5900,2026-01-28,0.1535,Low,0.3668,0.1113,905.63,Low,Survey,v2.3.1,0.86
5901,2026-01-28,0.1932,Low,0.3993,0.4255,15851.48,High,Survey,v2.3.1,0.83
5902,2026-01-28,0.0647,Low,0.4957,0.5467,553.89,Low,App Promotion,v2.3.1,0.94
5903,2026-01-28,0.0928,Low,0.3714,0.5387,3291.28,Medium,Referral Program,v2.3.1,0.87
5904,2026-01-28,0.0546,Low,0.3714,0.2814,1439.33,Low,Referral Program,v2.3.1,0.85
5905,2026-01-28,0.0992,Low,0.4077,0.5286,3103.5,Medium,App Promotion,v2.3.1,0.74
5906,2026-01-28,0.0361,Low,0.3707,0.1446,1500.86,Low,Engagement Campaign,v2.3.1,0.76
5907,2026-01-28,0.065,Low,0.4075,0.5092,16104.54,High,App Promotion,v2.3.1,0.78
5908,2026-01-28,0.122,Low,0.4007,0.11,4108.45,Medium,Referral Program,v2.3.1,0.75
5909,2026-01-28,0.062,Low,0.3377,0.1754,13956.15,High,Engagement Campaign,v2.3.1,0.87
5910,2026-01-28,0.2301,Low,0.3762,0.1838,2943.43,Medium,App Promotion,v2.3.1,0.74
5911,2026-01-28,0.2293,Low,0.2905,0.1323,2608.72,Medium,App Promotion,v2.3.1,0.73
5912,2026-01-28,0.161,Low,0.2944,0.5182,14786.59,High,Engagement Campaign,v2.3.1,0.74
5913,2026-01-28,0.2106,Low,0.3107,0.1455,9003.06,Medium,Engagement Campaign,v2.3.1,0.8
5914,2026-01-28,0.0935,Low,0.4497,0.3294,2723.17,Medium,Referral Program,v2.3.1,0.87
5915,2026-01-28,0.2473,Low,0.249,0.1552,2816.7,Medium,Survey,v2.3.1,0.92
5916,2026-01-28,0.4038,Medium,0.05,0.1385,1597.1,Low,Referral Program,v2.3.1,0.82
5917,2026-01-28,0.1249,Low,0.4518,0.2925,3076.28,Medium,App Promotion,v2.3.1,0.9
5918,2026-01-28,0.02,Low,0.5584,0.5493,6595.08,Medium,5G Upgrade,v2.3.1,0.81
5919,2026-01-28,0.112,Low,0.4629,0.3073,3818.46,Medium,Engagement Campaign,v2.3.1,0.73
5920,2026-01-28,0.0783,Low,0.4766,0.133,6314.13,Medium,Referral Program,v2.3.1,0.75
5921,2026-01-28,0.3652,Medium,0.05,0.2984,2992.61,Medium,Survey,v2.3.1,0.91
5922,2026-01-28,0.02,Low,0.5475,0.4994,23587.72,High,Add-on Service,v2.3.1,0.9
5923,2026-01-28,0.1301,Low,0.3712,0.5881,2792.72,Medium,App Promotion,v2.3.1,0.81
5924,2026-01-28,0.95,High,0.05,0.2885,1662.72,Low,Personal Call,v2.3.1,0.72
5925,2026-01-28,0.1437,Low,0.463,0.2587,1354.77,Low,App Promotion,v2.3.1,0.85
5926,2026-01-28,0.0721,Low,0.4989,0.4969,3139.14,Medium,App Promotion,v2.3.1,0.85
5927,2026-01-28,0.2025,Low,0.4008,0.4097,17690.99,High,Engagement Campaign,v2.3.1,0.85
5928,2026-01-28,0.02,Low,0.4236,0.5472,3819.94,Medium,Referral Program,v2.3.1,0.79
5929,2026-01-28,0.1625,Low,0.3163,0.3622,3836.67,Medium,Referral Program,v2.3.1,0.92
5930,2026-01-28,0.0399,Low,0.5994,0.3714,186685.86,High,Plan Upgrade,v2.3.1,0.92
5931,2026-01-28,0.95,High,0.05,0.1137,1384.17,Low,Loyalty Reward,v2.3.1,0.83
5932,2026-01-28,0.0814,Low,0.5093,0.4983,4031.0,Medium,Plan Upgrade,v2.3.1,0.72
5933,2026-01-28,0.0362,Low,0.3525,0.51,25852.59,High,Engagement Campaign,v2.3.1,0.92
5934,2026-01-28,0.226,Low,0.334,0.4134,13770.87,High,Engagement Campaign,v2.3.1,0.84
5935,2026-01-28,0.2492,Low,0.1177,0.4871,3336.5,Medium,Survey,v2.3.1,0.79
5936,2026-01-28,0.02,Low,0.3928,0.5275,2655.16,Medium,App Promotion,v2.3.1,0.72
5937,2026-01-28,0.2349,Low,0.302,0.5674,3978.36,Medium,App Promotion,v2.3.1,0.89
5938,2026-01-28,0.0662,Low,0.3312,0.193,2351.97,Medium,Survey,v2.3.1,0.77
5939,2026-01-28,0.1556,Low,0.284,0.2696,3915.24,Medium,App Promotion,v2.3.1,0.73
5940,2026-01-28,0.3924,Medium,0.2418,0.2421,14479.27,High,Survey,v2.3.1,0.9
5941,2026-01-28,0.1406,Low,0.3875,0.1953,2284.37,Medium,Referral Program,v2.3.1,0.71
5942,2026-01-28,0.1492,Low,0.4004,0.5023,2847.61,Medium,Referral Program,v2.3.1,0.82
5943,2026-01-28,0.1441,Low,0.4154,0.1048,1517.31,Low,Referral Program,v2.3.1,0.83
5944,2026-01-28,0.95,High,0.05,0.284,2497.63,Medium,Retention Offer,v2.3.1,0.78
5945,2026-01-28,0.1561,Low,0.4684,0.5396,2950.1,Medium,Engagement Campaign,v2.3.1,0.86
5946,2026-01-28,0.02,Low,0.5214,0.4598,15070.43,High,5G Upgrade,v2.3.1,0.92
5947,2026-01-28,0.95,High,0.05,0.4261,11844.72,High,Loyalty Reward,v2.3.1,0.77
5948,2026-01-28,0.1717,Low,0.452,0.4071,1749.48,Low,App Promotion,v2.3.1,0.73
5949,2026-01-28,0.1076,Low,0.3108,0.3095,2210.42,Medium,Referral Program,v2.3.1,0.78
5950,2026-01-28,0.1572,Low,0.2341,0.3075,4039.45,Medium,Referral Program,v2.3.1,0.82
5951,2026-01-28,0.02,Low,0.5981,0.406,698.12,Low,5G Upgrade,v2.3.1,0.78
5952,2026-01-28,0.2464,Low,0.1221,0.3693,2572.02,Medium,Referral Program,v2.3.1,0.9
5953,2026-01-28,0.243,Low,0.1806,0.2178,2692.22,Medium,App Promotion,v2.3.1,0.88
5954,2026-01-28,0.2019,Low,0.3317,0.5481,18533.69,High,Engagement Campaign,v2.3.1,0.91
5955,2026-01-28,0.02,Low,0.6039,0.5772,4665.18,Medium,Plan Upgrade,v2.3.1,0.71
5956,2026-01-28,0.1448,Low,0.467,0.5513,530.34,Low,Referral Program,v2.3.1,0.93
5957,2026-01-28,0.1529,Low,0.4702,0.1466,3860.55,Medium,Referral Program,v2.3.1,0.9
5958,2026-01-28,0.1496,Low,0.3358,0.5549,3556.72,Medium,Engagement Campaign,v2.3.1,0.9
5959,2026-01-28,0.0746,Low,0.4387,0.1114,8738.15,Medium,App Promotion,v2.3.1,0.81
5960,2026-01-28,0.3283,Medium,0.0505,0.5814,3037.78,Medium,Referral Program,v2.3.1,0.86
5961,2026-01-28,0.2238,Low,0.3554,0.3867,3839.75,Medium,Survey,v2.3.1,0.71
5962,2026-01-28,0.0718,Low,0.3555,0.18,2615.13,Medium,App Promotion,v2.3.1,0.89
5963,2026-01-28,0.95,High,0.05,0.5853,303.44,Low,Service Recovery,v2.3.1,0.71
5964,2026-01-28,0.1904,Low,0.2269,0.5028,26783.95,High,Referral Program,v2.3.1,0.82
5965,2026-01-28,0.193,Low,0.338,0.5573,4437.5,Medium,Survey,v2.3.1,0.81
5966,2026-01-28,0.1615,Low,0.336,0.4255,4270.81,Medium,App Promotion,v2.3.1,0.79
5967,2026-01-28,0.165,Low,0.3238,0.54,3220.17,Medium,App Promotion,v2.3.1,0.94
5968,2026-01-28,0.1552,Low,0.4398,0.3057,184255.71,High,App Promotion,v2.3.1,0.82
5969,2026-01-28,0.1272,Low,0.3088,0.3523,4601.27,Medium,Engagement Campaign,v2.3.1,0.93
5970,2026-01-28,0.0744,Low,0.3877,0.531,855.01,Low,Engagement Campaign,v2.3.1,0.9
