element_id,element_name,element_type,category,site_key,vendor,model,serial_number,ip_address,city,county,status,install_date,last_maintenance,capacity_gbps,criticality
4361,SWI-NEW-04361,Switch,Access,26,Cisco,Cisco-Nexus-9000,SN191414456,10.169.72.163,Newcastle,Tyne and Wear,Maintenance,2022-01-16,2022-04-27,1.5,Critical
4362,SWI-CAM-04362,Switch,Access,37,Arista,Arista-7280R,SN554889011,10.182.254.202,Cambridge,Cambridgeshire,Offline,2020-01-28,2023-09-02,22.9,Critical
4363,SWI-SHE-04363,Switch,Access,21,Arista,Arista-7050X,SN987921255,10.79.147.3,Sheffield,South Yorkshire,Active,2016-11-02,2025-11-09,10.7,Low
4364,SWI-CAM-04364,Switch,Access,49,Juniper,Juniper-QFX-Series,SN600040531,10.87.187.44,Cambridge,Cambridgeshire,Active,2024-01-16,2025-08-08,34.4,Critical
4365,SWI-BEL-04365,Switch,Access,50,Nokia,Nokia-SR-Linux,SN932372211,10.199.126.16,Belfast,Northern Ireland,Active,2016-12-01,2024-10-03,4.3,Critical
4366,SWI-CAR-04366,Switch,Access,7,Nokia,Nokia-7220-IXR,SN563695653,10.201.178.197,Cardiff,Wales,Offline,2022-03-15,2023-06-25,29.8,Medium
4367,SWI-BIR-04367,Switch,Access,21,Cisco,Cisco-Catalyst-9500,SN848642384,10.55.59.181,Birmingham,West Midlands,Active,2022-10-16,2023-01-27,10.2,Low
4368,SWI-LIV-04368,Switch,Access,25,Huawei,Huawei-CloudEngine,SN587379406,10.186.236.231,Liverpool,Merseyside,Offline,2019-07-10,2021-05-01,29.8,Critical
4369,SWI-GLA-04369,Switch,Access,8,Juniper,Juniper-QFX-Series,SN859164266,10.109.146.3,Glasgow,Scotland,Active,2021-11-25,2023-06-09,27.8,High
4370,SWI-BIR-04370,Switch,Access,47,Huawei,Huawei-CloudEngine,SN560593557,10.178.48.212,Birmingham,West Midlands,Active,2015-10-07,2022-05-13,16.0,Medium
4371,SWI-NOT-04371,Switch,Access,9,Nokia,Nokia-7220-IXR,SN207924966,10.80.243.252,Nottingham,Nottinghamshire,Active,2022-10-28,2025-01-11,8.9,Medium
4372,SWI-MAN-04372,Switch,Access,45,Nokia,Nokia-7220-IXR,SN632681569,10.126.196.237,Manchester,Greater Manchester,Active,2024-09-16,2024-12-02,5.7,Low
4373,SWI-GLA-04373,Switch,Access,23,Arista,Arista-7050X,SN308430578,10.223.59.181,Glasgow,Scotland,Active,2018-10-13,2024-03-24,26.9,Critical
4374,SWI-CAM-04374,Switch,Access,48,Huawei,Huawei-CloudEngine,SN217859352,10.244.13.116,Cambridge,Cambridgeshire,Degraded,2015-12-27,2019-12-07,38.1,Low
4375,SWI-LON-04375,Switch,Access,3,Nokia,Nokia-SR-Linux,SN152469159,10.201.248.103,London,Greater London,Active,2019-07-24,2020-03-31,20.9,Critical
4376,SWI-LIV-04376,Switch,Access,49,Nokia,Nokia-7220-IXR,SN751111050,10.23.7.61,Liverpool,Merseyside,Maintenance,2018-03-03,2025-01-04,17.9,Medium
4377,SWI-BIR-04377,Switch,Access,18,Cisco,Cisco-Nexus-9000,SN465081102,10.166.253.169,Birmingham,West Midlands,Active,2019-11-08,2022-05-23,7.1,High
4378,SWI-LON-04378,Switch,Access,7,Arista,Arista-7500R,SN711804365,10.58.172.153,London,Greater London,Offline,2024-12-17,2025-09-27,19.0,Medium
4379,SWI-BIR-04379,Switch,Access,27,Nokia,Nokia-7220-IXR,SN282835454,10.156.195.174,Birmingham,West Midlands,Offline,2022-05-18,2024-05-15,19.7,Medium
4380,SWI-NOT-04380,Switch,Access,7,Cisco,Cisco-Nexus-9000,SN910358798,10.157.42.176,Nottingham,Nottinghamshire,Maintenance,2018-05-21,2021-11-21,28.0,Critical
4381,SWI-MAN-04381,Switch,Access,17,Huawei,Huawei-S12700E,SN255117780,10.145.159.244,Manchester,Greater Manchester,Active,2023-05-07,2025-03-18,7.0,Low
4382,SWI-CAR-04382,Switch,Access,50,Juniper,Juniper-QFX-Series,SN681202954,10.152.201.160,Cardiff,Wales,Offline,2020-10-01,2022-08-20,20.4,Medium
4383,SWI-BEL-04383,Switch,Access,1,Arista,Arista-7050X,SN681977282,10.192.16.67,Belfast,Northern Ireland,Active,2018-11-13,2023-04-06,38.9,Critical
4384,SWI-EDI-04384,Switch,Access,8,Nokia,Nokia-7220-IXR,SN662341665,10.109.54.64,Edinburgh,Scotland,Maintenance,2021-09-22,2022-04-26,15.2,Critical
4385,SWI-BEL-04385,Switch,Access,26,Huawei,Huawei-S12700E,SN615021054,10.100.249.7,Belfast,Northern Ireland,Active,2018-06-11,2023-08-08,38.7,Critical
4386,SWI-CAR-04386,Switch,Access,48,Nokia,Nokia-SR-Linux,SN520674734,10.246.172.67,Cardiff,Wales,Degraded,2023-06-10,2023-12-04,2.4,Critical
4387,SWI-MAN-04387,Switch,Access,39,Nokia,Nokia-7220-IXR,SN223545733,10.170.247.26,Manchester,Greater Manchester,Maintenance,2019-05-21,2023-10-05,8.0,Critical
4388,SWI-LEE-04388,Switch,Access,21,Huawei,Huawei-CloudEngine,SN203275581,10.187.231.181,Leeds,West Yorkshire,Active,2024-08-18,2025-11-09,15.2,Low
4389,SWI-LEI-04389,Switch,Access,10,Juniper,Juniper-QFX-Series,SN326747469,10.119.173.57,Leicester,Leicestershire,Offline,2016-12-29,2018-08-13,37.8,Critical
4390,SWI-REA-04390,Switch,Access,47,Huawei,Huawei-S12700E,SN861792015,10.1.171.47,Reading,Berkshire,Active,2024-06-07,2025-09-07,22.6,Low
4391,SWI-CAR-04391,Switch,Access,13,Huawei,Huawei-S12700E,SN232938550,10.0.185.182,Cardiff,Wales,Active,2017-09-15,2023-11-18,15.8,Critical
4392,SWI-OXF-04392,Switch,Access,23,Arista,Arista-7050X,SN457851311,10.77.38.74,Oxford,Oxfordshire,Active,2020-07-05,2022-12-09,19.2,Medium
4393,SWI-SOU-04393,Switch,Access,22,Huawei,Huawei-CloudEngine,SN637844038,10.156.5.209,Southampton,Hampshire,Degraded,2019-10-23,2024-01-11,33.2,High
4394,SWI-BRI-04394,Switch,Access,45,Huawei,Huawei-CloudEngine,SN791305877,10.137.121.144,Bristol,Avon,Maintenance,2018-01-11,2023-05-07,13.2,Medium
4395,SWI-SOU-04395,Switch,Access,25,Cisco,Cisco-Nexus-9000,SN180276362,10.181.42.211,Southampton,Hampshire,Degraded,2023-01-19,2025-02-10,17.8,Low
4396,SWI-EDI-04396,Switch,Access,18,Nokia,Nokia-SR-Linux,SN900037757,10.176.158.34,Edinburgh,Scotland,Active,2023-09-17,2025-06-05,29.2,Medium
4397,SWI-MAN-04397,Switch,Access,13,Juniper,Juniper-QFX-Series,SN565462110,10.31.207.141,Manchester,Greater Manchester,Active,2023-02-08,2024-04-02,37.4,Medium
4398,SWI-OXF-04398,Switch,Access,46,Arista,Arista-7050X,SN540312324,10.222.167.28,Oxford,Oxfordshire,Active,2017-01-24,2023-10-18,6.7,Low
4399,SWI-CAM-04399,Switch,Access,22,Arista,Arista-7500R,SN210656918,10.125.249.172,Cambridge,Cambridgeshire,Active,2015-01-28,2019-03-01,1.2,Medium
4400,SWI-SOU-04400,Switch,Access,6,Cisco,Cisco-NCS-5500,SN940916209,10.232.0.21,Southampton,Hampshire,Active,2020-01-27,2021-06-16,23.3,High
4401,SWI-BIR-04401,Switch,Access,12,Juniper,Juniper-QFX-Series,SN820340172,10.141.50.49,Birmingham,West Midlands,Active,2023-09-18,2025-12-09,14.8,Medium
4402,SWI-OXF-04402,Switch,Access,42,Juniper,Juniper-QFX-Series,SN445868222,10.226.202.144,Oxford,Oxfordshire,Active,2016-10-06,2017-12-22,23.5,High
4403,SWI-NOT-04403,Switch,Access,2,Nokia,Nokia-7220-IXR,SN180892945,10.15.17.32,Nottingham,Nottinghamshire,Maintenance,2021-09-24,2024-12-19,12.2,High
4404,SWI-NOT-04404,Switch,Access,47,Juniper,Juniper-EX-Series,SN438392737,10.73.50.29,Nottingham,Nottinghamshire,Active,2018-12-23,2025-05-15,36.6,High
4405,SWI-CAR-04405,Switch,Access,14,Huawei,Huawei-CloudEngine,SN643015643,10.193.181.253,Cardiff,Wales,Degraded,2015-05-09,2023-01-26,32.4,Critical
4406,SWI-BRI-04406,Switch,Access,18,Cisco,Cisco-Nexus-9000,SN224601085,10.46.222.211,Brighton,East Sussex,Active,2016-05-06,2017-10-06,10.4,High
4407,SWI-LIV-04407,Switch,Access,9,Juniper,Juniper-EX-Series,SN737348713,10.35.230.11,Liverpool,Merseyside,Active,2020-04-12,2022-06-03,17.0,High
4408,SWI-COV-04408,Switch,Access,34,Cisco,Cisco-Nexus-9000,SN548138724,10.65.83.86,Coventry,West Midlands,Active,2016-09-08,2017-04-02,35.2,Low
4409,SWI-COV-04409,Switch,Access,23,Nokia,Nokia-7220-IXR,SN790699698,10.156.44.62,Coventry,West Midlands,Active,2017-11-27,2022-06-10,7.5,Low
4410,SWI-MAN-04410,Switch,Access,8,Cisco,Cisco-Catalyst-9500,SN859533743,10.142.99.206,Manchester,Greater Manchester,Maintenance,2025-04-22,2025-08-02,9.9,Low
4411,SWI-NEW-04411,Switch,Access,8,Juniper,Juniper-QFX-Series,SN782313030,10.220.20.149,Newcastle,Tyne and Wear,Degraded,2024-02-20,2024-03-19,39.6,High
4412,SWI-BRI-04412,Switch,Access,35,Juniper,Juniper-EX-Series,SN790923510,10.13.81.14,Bristol,Avon,Degraded,2018-06-15,2023-03-20,25.6,Medium
4413,SWI-SOU-04413,Switch,Access,3,Arista,Arista-7500R,SN837201121,10.100.224.23,Southampton,Hampshire,Active,2017-11-16,2022-02-14,21.0,Critical
4414,SWI-SOU-04414,Switch,Access,7,Juniper,Juniper-QFX-Series,SN559234570,10.132.185.245,Southampton,Hampshire,Offline,2017-02-03,2025-12-06,19.3,Critical
4415,SWI-GLA-04415,Switch,Access,2,Juniper,Juniper-EX-Series,SN455068984,10.191.58.5,Glasgow,Scotland,Maintenance,2022-05-29,2022-06-02,3.9,Critical
4416,SWI-MAN-04416,Switch,Access,47,Nokia,Nokia-7220-IXR,SN659627484,10.141.63.96,Manchester,Greater Manchester,Active,2016-05-19,2024-09-24,31.1,High
4417,SWI-EDI-04417,Switch,Access,15,Arista,Arista-7280R,SN902213474,10.220.84.80,Edinburgh,Scotland,Maintenance,2022-02-27,2025-12-24,22.4,Medium
4418,SWI-BIR-04418,Switch,Access,35,Juniper,Juniper-QFX-Series,SN614731526,10.163.208.166,Birmingham,West Midlands,Active,2023-02-09,2024-07-02,25.6,Critical
4419,SWI-BRI-04419,Switch,Access,21,Cisco,Cisco-Catalyst-9500,SN235192493,10.57.45.56,Bristol,Avon,Degraded,2018-03-07,2022-09-09,16.1,Critical
4420,SWI-COV-04420,Switch,Access,42,Cisco,Cisco-NCS-5500,SN548231455,10.182.72.140,Coventry,West Midlands,Offline,2020-10-30,2024-10-22,24.1,High
4421,SWI-CAM-04421,Switch,Access,9,Nokia,Nokia-7220-IXR,SN533975393,10.203.190.143,Cambridge,Cambridgeshire,Active,2024-04-09,2025-11-22,8.6,High
4422,SWI-CAM-04422,Switch,Access,31,Nokia,Nokia-SR-Linux,SN958649088,10.167.118.72,Cambridge,Cambridgeshire,Active,2021-06-08,2022-10-05,9.4,Low
4423,SWI-REA-04423,Switch,Access,29,Cisco,Cisco-Catalyst-9500,SN942884120,10.66.123.65,Reading,Berkshire,Active,2020-09-25,2024-12-15,23.5,High
4424,SWI-BIR-04424,Switch,Access,26,Huawei,Huawei-S12700E,SN561215207,10.228.81.101,Birmingham,West Midlands,Offline,2016-02-02,2018-12-09,15.0,Medium
4425,SWI-CAM-04425,Switch,Access,40,Nokia,Nokia-SR-Linux,SN186597440,10.94.122.25,Cambridge,Cambridgeshire,Maintenance,2021-08-01,2024-06-23,15.8,Medium
4426,SWI-LEI-04426,Switch,Access,2,Arista,Arista-7280R,SN517699146,10.239.98.14,Leicester,Leicestershire,Maintenance,2017-05-10,2018-01-06,18.7,Medium
4427,SWI-BRI-04427,Switch,Access,46,Huawei,Huawei-S12700E,SN201102656,10.105.91.175,Brighton,East Sussex,Degraded,2023-04-02,2024-10-25,1.4,Low
4428,SWI-CAR-04428,Switch,Access,34,Arista,Arista-7500R,SN775999842,10.203.27.231,Cardiff,Wales,Active,2016-03-26,2023-09-03,4.0,Medium
4429,SWI-MAN-04429,Switch,Access,7,Cisco,Cisco-Nexus-9000,SN688853828,10.124.121.224,Manchester,Greater Manchester,Degraded,2015-10-19,2020-08-15,13.9,High
4430,SWI-REA-04430,Switch,Access,16,Nokia,Nokia-SR-Linux,SN549964282,10.118.186.214,Reading,Berkshire,Active,2021-03-30,2023-10-19,20.0,Medium
4431,SWI-COV-04431,Switch,Access,30,Juniper,Juniper-EX-Series,SN985409413,10.220.92.56,Coventry,West Midlands,Offline,2015-02-27,2023-01-26,26.3,Medium
4432,SWI-BIR-04432,Switch,Access,34,Huawei,Huawei-CloudEngine,SN758330637,10.127.191.127,Birmingham,West Midlands,Maintenance,2021-12-12,2023-04-17,15.1,Medium
4433,SWI-MAN-04433,Switch,Access,31,Nokia,Nokia-7220-IXR,SN881102296,10.199.172.222,Manchester,Greater Manchester,Active,2024-10-14,2025-03-19,37.9,Critical
4434,SWI-LON-04434,Switch,Access,35,Huawei,Huawei-S12700E,SN969316673,10.132.60.235,London,Greater London,Offline,2020-05-16,2021-01-20,36.6,High
4435,SWI-MAN-04435,Switch,Access,39,Huawei,Huawei-S12700E,SN423160108,10.105.180.143,Manchester,Greater Manchester,Active,2017-10-18,2023-06-22,12.5,Critical
4436,SWI-BRI-04436,Switch,Access,25,Huawei,Huawei-CloudEngine,SN124626487,10.190.25.73,Bristol,Avon,Active,2015-03-11,2019-12-20,38.6,Low
4437,SWI-BRI-04437,Switch,Access,35,Cisco,Cisco-NCS-5500,SN357821319,10.55.19.150,Brighton,East Sussex,Active,2019-04-06,2021-10-21,29.2,Low
4438,SWI-NOT-04438,Switch,Access,13,Huawei,Huawei-CloudEngine,SN413237274,10.16.3.230,Nottingham,Nottinghamshire,Degraded,2019-12-16,2025-08-31,27.5,Low
4439,SWI-LEE-04439,Switch,Access,6,Nokia,Nokia-7220-IXR,SN759809133,10.249.76.183,Leeds,West Yorkshire,Maintenance,2018-12-22,2025-10-09,29.9,Medium
4440,SWI-LON-04440,Switch,Access,46,Nokia,Nokia-7220-IXR,SN633668457,10.163.57.3,London,Greater London,Degraded,2021-12-22,2025-08-22,31.5,High
4441,SWI-CAR-04441,Switch,Access,5,Nokia,Nokia-7220-IXR,SN925727918,10.228.25.62,Cardiff,Wales,Active,2019-01-17,2025-04-14,5.3,Low
4442,SWI-SOU-04442,Switch,Access,12,Arista,Arista-7050X,SN507494231,10.82.107.253,Southampton,Hampshire,Degraded,2025-03-15,2025-12-14,12.3,Low
4443,SWI-LON-04443,Switch,Access,18,Huawei,Huawei-S12700E,SN926232799,10.149.136.180,London,Greater London,Degraded,2020-04-02,2023-01-19,38.7,Low
4444,SWI-NEW-04444,Switch,Access,15,Huawei,Huawei-CloudEngine,SN169588187,10.166.186.92,Newcastle,Tyne and Wear,Degraded,2016-07-17,2024-01-18,4.5,Critical
4445,SWI-CAM-04445,Switch,Access,29,Cisco,Cisco-Catalyst-9500,SN251599874,10.242.100.81,Cambridge,Cambridgeshire,Active,2018-12-20,2023-10-15,31.9,High
4446,SWI-CAR-04446,Switch,Access,28,Huawei,Huawei-CloudEngine,SN949022451,10.4.243.159,Cardiff,Wales,Offline,2015-04-21,2022-09-04,35.2,High
4447,SWI-COV-04447,Switch,Access,14,Nokia,Nokia-SR-Linux,SN209351727,10.212.75.99,Coventry,West Midlands,Active,2018-04-09,2019-09-07,1.5,Critical
4448,SWI-BEL-04448,Switch,Access,22,Arista,Arista-7500R,SN117158379,10.87.223.151,Belfast,Northern Ireland,Active,2018-06-07,2022-05-05,6.8,Medium
4449,SWI-GLA-04449,Switch,Access,6,Cisco,Cisco-NCS-5500,SN619685772,10.234.47.94,Glasgow,Scotland,Degraded,2021-03-19,2023-06-03,8.8,Medium
4450,SWI-BEL-04450,Switch,Access,2,Arista,Arista-7280R,SN404979073,10.78.163.95,Belfast,Northern Ireland,Active,2023-08-16,2025-01-10,2.6,Medium
4451,SWI-LEE-04451,Switch,Access,40,Huawei,Huawei-CloudEngine,SN816202129,10.148.43.74,Leeds,West Yorkshire,Active,2016-10-18,2021-02-12,32.7,Critical
4452,SWI-OXF-04452,Switch,Access,49,Juniper,Juniper-QFX-Series,SN460461035,10.123.132.152,Oxford,Oxfordshire,Active,2024-01-29,2024-07-16,39.1,Low
4453,SWI-OXF-04453,Switch,Access,15,Nokia,Nokia-SR-Linux,SN932496486,10.177.78.191,Oxford,Oxfordshire,Maintenance,2024-09-28,2025-06-15,3.8,Medium
4454,SWI-SHE-04454,Switch,Access,45,Arista,Arista-7500R,SN331489154,10.125.254.185,Sheffield,South Yorkshire,Active,2018-09-14,2025-03-08,6.0,Medium
4455,SWI-OXF-04455,Switch,Access,6,Nokia,Nokia-SR-Linux,SN499801418,10.52.78.190,Oxford,Oxfordshire,Active,2016-04-08,2020-08-08,36.9,Critical
4456,SWI-BRI-04456,Switch,Access,32,Nokia,Nokia-SR-Linux,SN768306373,10.254.251.122,Brighton,East Sussex,Maintenance,2020-10-17,2025-09-14,14.2,Low
4457,SWI-CAR-04457,Switch,Access,31,Arista,Arista-7500R,SN124194799,10.154.152.25,Cardiff,Wales,Offline,2022-02-28,2023-04-05,26.7,Low
4458,SWI-LIV-04458,Switch,Access,43,Huawei,Huawei-S12700E,SN748531636,10.240.106.222,Liverpool,Merseyside,Active,2018-05-15,2020-10-22,14.1,High
4459,SWI-NEW-04459,Switch,Access,21,Arista,Arista-7050X,SN180554549,10.179.91.30,Newcastle,Tyne and Wear,Active,2023-12-23,2025-06-20,26.3,Critical
4460,SWI-COV-04460,Switch,Access,17,Huawei,Huawei-S12700E,SN667144566,10.246.189.209,Coventry,West Midlands,Active,2018-09-14,2021-03-17,18.9,Medium
4461,SWI-EDI-04461,Switch,Access,44,Huawei,Huawei-CloudEngine,SN387951393,10.81.113.124,Edinburgh,Scotland,Active,2020-08-26,2023-01-21,24.5,Low
4462,SWI-BIR-04462,Switch,Access,22,Huawei,Huawei-CloudEngine,SN985549585,10.190.89.91,Birmingham,West Midlands,Active,2020-09-03,2022-09-07,3.9,High
4463,SWI-BRI-04463,Switch,Access,21,Nokia,Nokia-SR-Linux,SN473387251,10.95.253.157,Brighton,East Sussex,Degraded,2016-08-14,2020-01-22,38.6,Low
4464,SWI-LON-04464,Switch,Access,27,Juniper,Juniper-EX-Series,SN520683937,10.127.61.119,London,Greater London,Active,2024-02-08,2025-04-06,22.5,Critical
4465,SWI-SHE-04465,Switch,Access,45,Cisco,Cisco-Catalyst-9500,SN112006891,10.21.35.31,Sheffield,South Yorkshire,Active,2019-11-04,2021-02-24,38.1,Medium
4466,SWI-CAR-04466,Switch,Access,23,Cisco,Cisco-Nexus-9000,SN198269439,10.243.211.11,Cardiff,Wales,Active,2020-01-19,2022-05-28,24.8,High
4467,SWI-GLA-04467,Switch,Access,1,Cisco,Cisco-NCS-5500,SN513074777,10.35.177.154,Glasgow,Scotland,Offline,2022-04-14,2025-05-27,4.4,Medium
4468,SWI-CAM-04468,Switch,Access,14,Arista,Arista-7050X,SN202440123,10.65.125.245,Cambridge,Cambridgeshire,Active,2015-07-25,2022-05-03,37.3,Medium
4469,SWI-BRI-04469,Switch,Access,18,Arista,Arista-7500R,SN713990441,10.136.237.171,Bristol,Avon,Degraded,2015-03-17,2018-05-18,8.8,High
4470,SWI-BEL-04470,Switch,Access,29,Nokia,Nokia-7220-IXR,SN272127972,10.251.154.138,Belfast,Northern Ireland,Active,2024-06-20,2025-06-19,16.5,Low
4471,SWI-LIV-04471,Switch,Access,47,Cisco,Cisco-Catalyst-9500,SN695676504,10.158.230.176,Liverpool,Merseyside,Active,2016-08-08,2020-11-19,30.9,Critical
4472,SWI-GLA-04472,Switch,Access,19,Juniper,Juniper-QFX-Series,SN319932564,10.2.69.172,Glasgow,Scotland,Maintenance,2017-02-27,2017-11-25,24.3,Low
4473,SWI-SOU-04473,Switch,Access,47,Nokia,Nokia-7220-IXR,SN553790640,10.17.53.19,Southampton,Hampshire,Active,2017-07-17,2022-08-05,2.1,Medium
4474,SWI-SOU-04474,Switch,Access,23,Nokia,Nokia-7220-IXR,SN444145943,10.146.3.144,Southampton,Hampshire,Active,2021-10-08,2023-06-10,30.2,High
4475,SWI-LIV-04475,Switch,Access,43,Huawei,Huawei-S12700E,SN553256151,10.217.73.207,Liverpool,Merseyside,Active,2023-11-17,2025-05-18,31.6,Critical
4476,SWI-LEE-04476,Switch,Access,41,Arista,Arista-7500R,SN663914468,10.95.141.123,Leeds,West Yorkshire,Active,2021-12-09,2023-01-27,20.4,High
4477,SWI-BRI-04477,Switch,Access,12,Huawei,Huawei-S12700E,SN499355174,10.10.70.214,Bristol,Avon,Active,2017-12-09,2023-03-03,4.5,Critical
4478,SWI-NOT-04478,Switch,Access,6,Huawei,Huawei-S12700E,SN938848470,10.72.177.201,Nottingham,Nottinghamshire,Degraded,2025-01-09,2025-08-03,15.8,Low
4479,SWI-LIV-04479,Switch,Access,2,Juniper,Juniper-QFX-Series,SN816033042,10.116.98.71,Liverpool,Merseyside,Active,2020-12-01,2022-10-20,13.1,Critical
4480,SWI-BRI-04480,Switch,Access,31,Cisco,Cisco-Catalyst-9500,SN909399253,10.36.209.73,Bristol,Avon,Offline,2023-12-05,2025-01-08,2.7,Critical
4481,SWI-NEW-04481,Switch,Access,6,Juniper,Juniper-QFX-Series,SN775259581,10.251.86.76,Newcastle,Tyne and Wear,Active,2024-11-02,2024-12-11,8.2,Low
4482,SWI-COV-04482,Switch,Access,11,Nokia,Nokia-7220-IXR,SN437460275,10.196.212.16,Coventry,West Midlands,Maintenance,2020-12-17,2022-12-01,23.2,Medium
4483,SWI-CAM-04483,Switch,Access,22,Juniper,Juniper-QFX-Series,SN724996104,10.88.8.102,Cambridge,Cambridgeshire,Active,2016-04-18,2022-08-28,10.9,Critical
4484,SWI-LEI-04484,Switch,Access,21,Arista,Arista-7280R,SN695058001,10.53.175.147,Leicester,Leicestershire,Maintenance,2024-04-11,2025-12-07,5.0,Low
4485,SWI-REA-04485,Switch,Access,29,Nokia,Nokia-7220-IXR,SN792834408,10.90.150.240,Reading,Berkshire,Active,2017-11-14,2022-08-21,22.4,Critical
4486,SWI-CAM-04486,Switch,Access,36,Huawei,Huawei-CloudEngine,SN543623400,10.238.11.195,Cambridge,Cambridgeshire,Active,2018-09-04,2024-10-23,5.9,Medium
4487,SWI-COV-04487,Switch,Access,3,Cisco,Cisco-Nexus-9000,SN601786206,10.115.188.85,Coventry,West Midlands,Degraded,2023-04-03,2023-12-18,4.0,Low
4488,SWI-NEW-04488,Switch,Access,48,Arista,Arista-7280R,SN222063700,10.110.18.229,Newcastle,Tyne and Wear,Active,2018-08-29,2023-06-17,4.3,High
4489,SWI-OXF-04489,Switch,Access,12,Nokia,Nokia-7220-IXR,SN833501470,10.59.106.230,Oxford,Oxfordshire,Maintenance,2019-10-19,2021-08-07,4.7,Critical
4490,SWI-REA-04490,Switch,Access,36,Nokia,Nokia-7220-IXR,SN477374848,10.197.226.111,Reading,Berkshire,Maintenance,2015-08-20,2021-09-26,10.9,High
4491,SWI-CAM-04491,Switch,Access,17,Nokia,Nokia-7220-IXR,SN399593775,10.219.113.86,Cambridge,Cambridgeshire,Active,2018-09-18,2021-09-01,10.2,Medium
4492,SWI-CAM-04492,Switch,Access,20,Nokia,Nokia-SR-Linux,SN946116186,10.57.225.201,Cambridge,Cambridgeshire,Active,2019-03-18,2020-12-07,5.2,Critical
4493,SWI-SHE-04493,Switch,Access,31,Huawei,Huawei-CloudEngine,SN839246893,10.239.29.20,Sheffield,South Yorkshire,Offline,2022-06-16,2025-06-19,16.1,Medium
4494,SWI-COV-04494,Switch,Access,5,Cisco,Cisco-Catalyst-9500,SN446207670,10.197.81.231,Coventry,West Midlands,Active,2024-10-08,2025-04-08,39.3,Medium
4495,SWI-BEL-04495,Switch,Access,2,Juniper,Juniper-EX-Series,SN630687245,10.229.9.93,Belfast,Northern Ireland,Offline,2016-05-30,2018-07-13,23.1,Medium
4496,SWI-MAN-04496,Switch,Access,15,Arista,Arista-7050X,SN328647715,10.158.136.151,Manchester,Greater Manchester,Active,2023-07-21,2025-02-18,9.0,Medium
4497,SWI-CAR-04497,Switch,Access,11,Arista,Arista-7280R,SN435269836,10.237.63.236,Cardiff,Wales,Maintenance,2018-05-27,2019-10-04,9.9,Medium
4498,SWI-NEW-04498,Switch,Access,44,Cisco,Cisco-Nexus-9000,SN717705725,10.142.154.250,Newcastle,Tyne and Wear,Active,2017-01-16,2021-03-09,26.8,Low
4499,SWI-GLA-04499,Switch,Access,33,Juniper,Juniper-QFX-Series,SN713473358,10.249.138.44,Glasgow,Scotland,Active,2024-07-16,2025-12-11,32.3,Critical
4500,SWI-CAM-04500,Switch,Access,31,Nokia,Nokia-7220-IXR,SN411670898,10.249.88.172,Cambridge,Cambridgeshire,Active,2024-01-03,2024-02-28,18.8,Medium
4501,SWI-BEL-04501,Switch,Access,41,Huawei,Huawei-S12700E,SN119155270,10.241.142.224,Belfast,Northern Ireland,Active,2017-10-27,2021-07-22,20.4,Low
4502,SWI-OXF-04502,Switch,Access,22,Cisco,Cisco-Catalyst-9500,SN490706243,10.149.227.158,Oxford,Oxfordshire,Active,2020-10-02,2024-09-13,29.3,Low
4503,SWI-LEI-04503,Switch,Access,26,Cisco,Cisco-NCS-5500,SN900646243,10.235.196.104,Leicester,Leicestershire,Active,2018-03-28,2022-02-06,39.9,Critical
4504,SWI-BRI-04504,Switch,Access,11,Nokia,Nokia-SR-Linux,SN532472666,10.10.227.157,Bristol,Avon,Degraded,2019-08-30,2023-01-20,35.2,Critical
4505,SWI-GLA-04505,Switch,Access,31,Arista,Arista-7500R,SN325675642,10.197.155.11,Glasgow,Scotland,Degraded,2021-06-09,2024-04-20,10.9,Medium
4506,SWI-BIR-04506,Switch,Access,3,Cisco,Cisco-NCS-5500,SN290965150,10.77.11.158,Birmingham,West Midlands,Maintenance,2023-10-17,2024-08-03,32.6,Medium
4507,SWI-BIR-04507,Switch,Access,1,Cisco,Cisco-Nexus-9000,SN207722575,10.63.202.99,Birmingham,West Midlands,Active,2022-10-22,2022-11-21,22.2,Low
4508,SWI-NEW-04508,Switch,Access,30,Juniper,Juniper-QFX-Series,SN546844427,10.95.235.234,Newcastle,Tyne and Wear,Active,2025-04-29,2025-08-23,18.8,High
4509,SWI-GLA-04509,Switch,Access,46,Cisco,Cisco-NCS-5500,SN255073252,10.74.65.99,Glasgow,Scotland,Active,2021-08-05,2022-05-16,32.4,Low
4510,SWI-MAN-04510,Switch,Access,15,Juniper,Juniper-QFX-Series,SN344667039,10.189.177.38,Manchester,Greater Manchester,Degraded,2020-03-22,2025-07-22,37.9,Medium
4511,SWI-CAR-04511,Switch,Access,29,Nokia,Nokia-7220-IXR,SN763787947,10.121.92.189,Cardiff,Wales,Offline,2020-04-16,2025-10-24,28.7,Critical
