record_id,site_id,measurement_date,energy_kwh,renewable_kwh,grid_kwh,renewable_pct,carbon_emissions_kg,pue_ratio,cooling_kwh,equipment_kwh
6448,273,2025-04-02,1271.74,563.91,707.83,44.3,141.57,1.44,304.66,729.64
6449,274,2025-04-02,270.48,113.31,157.16,41.9,31.43,1.54,105.18,138.33
6450,275,2025-04-02,894.4,381.67,512.72,42.7,102.54,1.58,203.28,584.46
6451,276,2025-04-02,83.96,38.06,45.89,45.3,9.18,1.77,24.0,54.13
6452,277,2025-04-02,1058.66,452.25,606.41,42.7,121.28,1.56,312.35,556.73
6453,278,2025-04-02,1087.07,501.53,585.54,46.1,117.11,1.38,398.45,639.73
6454,279,2025-04-02,894.82,375.67,519.15,42.0,103.83,1.52,337.29,560.11
6455,280,2025-04-02,256.29,113.83,142.46,44.4,28.49,1.58,94.9,128.75
6456,281,2025-04-02,1398.32,557.91,840.41,39.9,168.08,1.63,550.21,712.45
6457,282,2025-04-02,925.64,433.64,492.0,46.8,98.4,1.71,296.21,634.0
6458,283,2025-04-02,275.41,129.41,146.0,47.0,29.2,1.42,89.78,138.96
6459,284,2025-04-02,1338.17,584.47,753.7,43.7,150.74,1.32,318.52,808.48
6460,285,2025-04-02,164.84,71.8,93.04,43.6,18.61,1.77,44.53,85.45
6461,286,2025-04-02,1175.8,467.36,708.45,39.7,141.69,1.32,323.13,763.63
6462,287,2025-04-02,962.95,387.16,575.79,40.2,115.16,1.79,278.23,625.99
6463,288,2025-04-02,849.39,338.43,510.96,39.8,102.19,1.6,230.44,533.97
6464,289,2025-04-02,141.92,61.14,80.78,43.1,16.16,1.62,28.49,98.69
6465,290,2025-04-02,1460.62,651.59,809.03,44.6,161.81,1.6,431.23,815.19
6466,291,2025-04-02,1231.35,512.56,718.79,41.6,143.76,1.78,347.44,855.27
6467,292,2025-04-02,234.95,101.92,133.03,43.4,26.61,1.5,65.25,129.83
6468,293,2025-04-02,1009.69,471.79,537.91,46.7,107.58,1.45,295.22,681.57
6469,294,2025-04-02,1447.43,585.25,862.18,40.4,172.44,1.72,332.8,953.88
6470,295,2025-04-02,225.73,108.42,117.31,48.0,23.46,1.78,60.31,140.03
6471,296,2025-04-02,229.67,96.69,132.97,42.1,26.59,1.59,65.6,120.03
6472,297,2025-04-02,1448.91,635.89,813.02,43.9,162.6,1.36,307.23,920.48
6473,298,2025-04-02,215.43,85.58,129.85,39.7,25.97,1.68,82.81,139.44
6474,299,2025-04-02,118.85,55.4,63.45,46.6,12.69,1.51,38.47,73.04
6475,300,2025-04-02,665.04,269.16,395.88,40.5,79.18,1.53,135.71,423.11
6476,301,2025-04-02,198.31,81.8,116.51,41.2,23.3,1.32,64.25,111.24
6477,302,2025-04-02,296.34,135.83,160.52,45.8,32.1,1.6,64.75,166.96
6478,303,2025-04-02,918.06,376.52,541.54,41.0,108.31,1.61,210.64,635.32
6479,304,2025-04-02,147.94,72.59,75.36,49.1,15.07,1.5,48.77,82.34
6480,305,2025-04-02,1313.29,624.97,688.33,47.6,137.67,1.53,462.55,698.13
6481,306,2025-04-02,115.9,54.31,61.58,46.9,12.32,1.61,36.62,73.62
6482,307,2025-04-02,215.82,94.15,121.67,43.6,24.33,1.58,48.61,125.37
6483,308,2025-04-02,194.86,88.62,106.24,45.5,21.25,1.5,39.89,109.52
6484,309,2025-04-02,1223.22,583.24,639.98,47.7,128.0,1.53,262.77,737.91
6485,310,2025-04-02,824.02,349.29,474.73,42.4,94.95,1.43,233.54,531.93
6486,311,2025-04-02,232.12,96.62,135.5,41.6,27.1,1.32,77.69,158.06
6487,312,2025-04-02,1538.89,660.29,878.6,42.9,175.72,1.65,591.79,940.61
6488,313,2025-04-02,1522.08,749.55,772.52,49.2,154.5,1.6,354.78,832.66
6489,314,2025-04-02,146.68,69.88,76.8,47.6,15.36,1.35,42.43,86.61
6490,315,2025-04-02,1312.79,525.33,787.47,40.0,157.49,1.56,279.29,820.93
6491,316,2025-04-02,791.32,382.82,408.5,48.4,81.7,1.57,290.24,500.01
6492,317,2025-04-02,155.98,67.13,88.85,43.0,17.77,1.63,60.71,100.25
6493,318,2025-04-02,1280.66,621.19,659.46,48.5,131.89,1.36,476.03,764.27
6494,319,2025-04-02,1188.87,494.19,694.69,41.6,138.94,1.32,448.47,788.61
6495,320,2025-04-02,1280.08,531.24,748.84,41.5,149.77,1.55,352.08,810.23
6496,321,2025-04-02,147.6,65.57,82.03,44.4,16.41,1.34,51.69,85.86
6497,322,2025-04-02,1297.97,568.71,729.26,43.8,145.85,1.45,276.36,870.48
6498,323,2025-04-02,1351.83,662.06,689.77,49.0,137.95,1.61,497.79,721.23
6499,324,2025-04-02,1241.33,537.77,703.55,43.3,140.71,1.52,412.68,865.61
6500,325,2025-04-02,1270.53,508.79,761.74,40.0,152.35,1.45,472.15,645.95
6501,326,2025-04-02,445.37,197.54,247.83,44.4,49.57,1.34,130.33,265.54
6502,327,2025-04-02,554.28,248.06,306.23,44.8,61.25,1.42,187.12,347.1
6503,328,2025-04-02,157.73,73.46,84.27,46.6,16.85,1.33,52.35,83.06
6504,329,2025-04-02,1196.53,561.49,635.05,46.9,127.01,1.53,298.18,655.98
6505,330,2025-04-02,68.48,32.94,35.54,48.1,7.11,1.57,16.77,47.49
6506,331,2025-04-02,1360.27,554.88,805.38,40.8,161.08,1.71,530.54,807.5
6507,332,2025-04-02,103.0,43.34,59.66,42.1,11.93,1.79,27.75,63.18
6508,333,2025-04-02,1320.77,527.89,792.88,40.0,158.58,1.66,335.83,682.71
6509,334,2025-04-02,416.76,198.86,217.9,47.7,43.58,1.39,150.42,288.78
6510,335,2025-04-02,274.9,129.18,145.73,47.0,29.15,1.67,76.92,145.36
6511,336,2025-04-02,1133.47,532.68,600.8,47.0,120.16,1.73,449.5,653.36
6512,337,2025-04-02,441.84,181.71,260.14,41.1,52.03,1.47,123.33,285.64
6513,338,2025-04-02,223.8,103.91,119.89,46.4,23.98,1.47,50.19,155.25
6514,339,2025-04-02,1401.49,595.26,806.23,42.5,161.25,1.4,306.73,820.02
6515,340,2025-04-02,913.47,390.91,522.56,42.8,104.51,1.43,276.15,631.94
6516,341,2025-04-02,1029.37,441.55,587.82,42.9,117.56,1.42,313.32,614.17
6517,342,2025-04-02,267.45,126.33,141.12,47.2,28.22,1.31,62.2,177.26
6518,343,2025-04-02,67.23,30.34,36.89,45.1,7.38,1.34,20.16,38.43
6519,344,2025-04-02,234.55,95.29,139.26,40.6,27.85,1.58,66.73,156.57
6520,345,2025-04-02,1225.82,587.88,637.94,48.0,127.59,1.61,346.99,705.7
6521,346,2025-04-02,85.38,40.18,45.2,47.1,9.04,1.77,27.34,48.98
6522,347,2025-04-02,115.16,54.45,60.71,47.3,12.14,1.71,27.64,73.9
6523,348,2025-04-02,1032.57,508.18,524.39,49.2,104.88,1.45,322.35,516.32
6524,349,2025-04-02,1521.03,614.48,906.54,40.4,181.31,1.5,321.76,912.79
6525,350,2025-04-02,1200.3,555.67,644.63,46.3,128.93,1.46,343.28,836.62
6526,351,2025-04-02,1188.64,555.85,632.79,46.8,126.56,1.58,287.48,713.08
6527,352,2025-04-02,418.57,174.02,244.55,41.6,48.91,1.74,125.56,287.92
6528,353,2025-04-02,116.88,52.51,64.37,44.9,12.87,1.39,24.92,81.42
6529,354,2025-04-02,450.72,182.25,268.47,40.4,53.69,1.51,157.86,304.1
6530,355,2025-04-02,369.64,168.67,200.97,45.6,40.19,1.48,123.24,242.47
6531,356,2025-04-02,1269.91,583.64,686.27,46.0,137.25,1.78,332.43,716.46
6532,357,2025-04-02,887.09,382.54,504.55,43.1,100.91,1.57,339.96,606.71
6533,358,2025-04-02,752.89,304.33,448.55,40.4,89.71,1.37,151.78,466.65
6534,359,2025-04-02,275.64,128.28,147.36,46.5,29.47,1.79,61.84,159.7
6535,360,2025-04-02,804.97,325.75,479.22,40.5,95.84,1.52,300.49,442.76
6536,361,2025-04-02,181.25,80.25,101.0,44.3,20.2,1.67,68.29,116.81
6537,362,2025-04-02,1257.5,574.14,683.35,45.7,136.67,1.43,456.21,812.12
6538,363,2025-04-02,1157.56,513.34,644.22,44.3,128.84,1.44,383.38,707.31
6539,364,2025-04-02,232.84,106.23,126.61,45.6,25.32,1.44,48.35,151.91
6540,365,2025-04-02,265.95,126.35,139.6,47.5,27.92,1.67,53.49,139.69
6541,366,2025-04-02,194.62,79.85,114.77,41.0,22.95,1.45,58.71,98.96
6542,367,2025-04-02,949.1,435.4,513.7,45.9,102.74,1.39,326.52,661.23
6543,368,2025-04-02,188.53,93.19,95.34,49.4,19.07,1.46,52.82,112.4
6544,369,2025-04-02,1276.27,523.15,753.12,41.0,150.62,1.43,355.02,769.72
6545,370,2025-04-02,1081.24,489.03,592.2,45.2,118.44,1.59,327.97,678.03
6546,371,2025-04-02,961.48,440.47,521.01,45.8,104.2,1.69,362.61,623.03
6547,372,2025-04-02,114.21,46.86,67.35,41.0,13.47,1.52,23.02,72.86
6548,373,2025-04-02,99.19,49.1,50.09,49.5,10.02,1.56,20.62,60.39
6549,374,2025-04-02,864.53,399.24,465.29,46.2,93.06,1.71,187.99,521.76
6550,375,2025-04-02,276.11,135.54,140.57,49.1,28.11,1.74,91.24,181.03
6551,376,2025-04-02,261.6,129.72,131.87,49.6,26.37,1.57,98.46,157.43
6552,377,2025-04-02,357.62,148.67,208.96,41.6,41.79,1.61,123.11,213.85
6553,378,2025-04-02,254.73,118.95,135.78,46.7,27.16,1.8,88.71,130.66
6554,379,2025-04-02,451.95,208.19,243.76,46.1,48.75,1.66,126.74,253.77
6555,380,2025-04-02,1379.54,557.13,822.41,40.4,164.48,1.57,543.41,862.07
6556,381,2025-04-02,1432.88,653.99,778.89,45.6,155.78,1.45,319.64,850.43
6557,382,2025-04-02,1084.78,498.72,586.06,46.0,117.21,1.46,287.19,677.43
6558,383,2025-04-02,212.35,100.77,111.59,47.5,22.32,1.79,48.55,121.68
6559,384,2025-04-02,284.32,138.87,145.45,48.8,29.09,1.68,97.13,147.61
6560,385,2025-04-02,1109.8,509.65,600.15,45.9,120.03,1.41,431.98,600.1
6561,386,2025-04-02,140.61,69.41,71.19,49.4,14.24,1.33,33.3,70.9
6562,387,2025-04-02,1526.43,712.66,813.77,46.7,162.75,1.33,455.2,862.67
6563,388,2025-04-02,250.56,99.84,150.72,39.8,30.14,1.33,73.7,169.19
6564,389,2025-04-02,1135.13,487.38,647.75,42.9,129.55,1.46,330.5,692.08
6565,390,2025-04-02,953.55,446.1,507.46,46.8,101.49,1.56,200.93,604.22
6566,391,2025-04-02,1198.13,514.84,683.28,43.0,136.66,1.59,349.34,723.17
6567,392,2025-04-02,149.74,68.65,81.09,45.8,16.22,1.79,55.01,76.09
6568,393,2025-04-02,1032.68,506.34,526.33,49.0,105.27,1.66,366.27,664.3
6569,394,2025-04-02,1368.81,623.92,744.88,45.6,148.98,1.52,303.62,914.75
6570,395,2025-04-02,1028.39,413.64,614.75,40.2,122.95,1.41,306.78,669.49
6571,396,2025-04-02,312.11,125.57,186.54,40.2,37.31,1.74,87.35,208.15
6572,397,2025-04-02,305.28,150.39,154.9,49.3,30.98,1.39,95.88,169.69
6573,398,2025-04-02,1289.41,622.54,666.87,48.3,133.37,1.69,419.89,650.69
6574,399,2025-04-02,1300.17,603.06,697.11,46.4,139.42,1.71,306.99,845.73
6575,400,2025-04-02,523.56,257.21,266.34,49.1,53.27,1.58,147.82,350.16
6576,401,2025-04-02,232.26,101.15,131.11,43.5,26.22,1.37,82.24,162.4
6577,402,2025-04-02,1362.78,545.47,817.31,40.0,163.46,1.64,373.06,832.61
6578,403,2025-04-02,245.83,115.16,130.67,46.8,26.13,1.49,90.96,139.84
6579,404,2025-04-02,1280.3,539.07,741.23,42.1,148.25,1.75,383.67,640.67
6580,405,2025-04-02,233.52,112.43,121.08,48.1,24.22,1.52,55.96,132.62
6581,406,2025-04-02,107.01,52.68,54.33,49.2,10.87,1.31,23.92,58.71
6582,407,2025-04-02,439.03,189.03,250.0,43.1,50.0,1.66,97.14,274.63
6583,408,2025-04-02,951.26,385.18,566.08,40.5,113.22,1.77,323.65,593.91
6584,409,2025-04-02,164.15,71.86,92.29,43.8,18.46,1.38,52.27,101.86
6585,410,2025-04-02,915.5,392.1,523.4,42.8,104.68,1.3,192.64,600.72
6586,411,2025-04-02,129.3,57.92,71.38,44.8,14.28,1.69,31.25,66.43
6587,412,2025-04-02,164.12,66.39,97.73,40.5,19.55,1.58,40.22,107.7
6588,413,2025-04-02,256.53,122.07,134.47,47.6,26.89,1.58,61.3,161.88
6589,414,2025-04-02,1070.58,505.72,564.86,47.2,112.97,1.48,259.71,656.02
6590,415,2025-04-02,207.49,95.22,112.27,45.9,22.45,1.79,81.11,114.77
6591,416,2025-04-02,1117.56,461.58,655.99,41.3,131.2,1.67,367.41,683.3
6592,417,2025-04-02,1172.55,501.61,670.94,42.8,134.19,1.37,251.92,669.1
6593,418,2025-04-02,240.01,109.8,130.22,45.7,26.04,1.64,65.05,164.07
6594,419,2025-04-02,897.23,389.61,507.62,43.4,101.52,1.42,256.91,485.96
6595,420,2025-04-02,926.31,403.67,522.64,43.6,104.53,1.41,258.33,572.35
6596,421,2025-04-02,1475.72,651.79,823.93,44.2,164.79,1.52,469.49,846.96
6597,422,2025-04-02,140.37,67.47,72.9,48.1,14.58,1.64,49.02,82.22
6598,423,2025-04-02,1338.52,598.88,739.64,44.7,147.93,1.64,294.13,776.87
6599,424,2025-04-02,208.98,96.19,112.79,46.0,22.56,1.8,78.36,144.25
6600,425,2025-04-02,1406.81,623.39,783.43,44.3,156.69,1.63,524.04,836.59
6601,426,2025-04-02,1145.15,529.5,615.65,46.2,123.13,1.5,454.87,779.04
6602,427,2025-04-02,704.7,349.36,355.34,49.6,71.07,1.51,235.16,430.07
6603,428,2025-04-02,274.45,126.24,148.21,46.0,29.64,1.42,55.29,158.89
6604,429,2025-04-02,226.27,106.58,119.68,47.1,23.94,1.68,73.37,133.92
6605,430,2025-04-02,133.86,66.44,67.43,49.6,13.49,1.37,42.01,93.18
6606,431,2025-04-02,1128.37,457.42,670.95,40.5,134.19,1.75,294.4,584.24
6607,432,2025-04-02,230.55,106.69,123.86,46.3,24.77,1.62,51.76,133.47
6608,433,2025-04-02,994.39,487.14,507.25,49.0,101.45,1.61,282.65,643.02
6609,434,2025-04-02,103.05,40.94,62.11,39.7,12.42,1.31,29.3,69.03
6610,435,2025-04-02,96.84,39.38,57.45,40.7,11.49,1.67,34.58,63.76
6611,436,2025-04-02,170.35,69.95,100.4,41.1,20.08,1.4,47.72,90.37
6612,437,2025-04-02,200.34,80.25,120.09,40.1,24.02,1.41,55.51,133.97
6613,438,2025-04-02,1265.47,502.59,762.87,39.7,152.57,1.67,435.0,770.16
6614,439,2025-04-02,146.2,71.29,74.91,48.8,14.98,1.69,57.24,73.9
6615,440,2025-04-02,109.34,45.3,64.05,41.4,12.81,1.34,42.31,67.18
6616,441,2025-04-02,1182.17,533.64,648.53,45.1,129.71,1.56,254.83,771.82
6617,442,2025-04-02,840.32,358.75,481.57,42.7,96.31,1.38,301.64,562.84
6618,443,2025-04-02,1515.26,691.4,823.86,45.6,164.77,1.68,509.98,1024.85
6619,444,2025-04-02,248.71,111.27,137.45,44.7,27.49,1.47,97.61,140.64
6620,445,2025-04-02,1361.89,551.02,810.86,40.5,162.17,1.35,278.03,736.79
6621,446,2025-04-02,694.72,328.62,366.1,47.3,73.22,1.79,155.8,389.61
6622,447,2025-04-02,1056.72,484.53,572.19,45.9,114.44,1.39,407.23,537.08
6623,448,2025-04-02,303.41,131.63,171.77,43.4,34.35,1.39,67.83,154.37
6624,449,2025-04-02,214.15,96.58,117.57,45.1,23.51,1.45,63.85,140.99
6625,450,2025-04-02,1196.81,558.93,637.88,46.7,127.58,1.47,420.84,718.78
6626,451,2025-04-02,124.89,59.6,65.29,47.7,13.06,1.62,41.72,86.39
6627,452,2025-04-02,362.73,146.44,216.28,40.4,43.26,1.78,112.0,231.57
6628,453,2025-04-02,106.45,47.47,58.98,44.6,11.8,1.59,36.86,59.8
6629,454,2025-04-02,84.55,34.53,50.02,40.8,10.0,1.49,26.8,52.15
6630,455,2025-04-02,856.49,356.63,499.86,41.6,99.97,1.38,292.02,595.9
6631,456,2025-04-02,1095.93,466.4,629.52,42.6,125.9,1.37,284.91,615.65
6632,457,2025-04-02,135.18,58.57,76.61,43.3,15.32,1.36,40.8,83.72
6633,458,2025-04-02,389.66,154.78,234.89,39.7,46.98,1.69,147.15,221.46
6634,459,2025-04-02,299.66,141.68,157.98,47.3,31.6,1.58,119.57,183.42
6635,460,2025-04-02,822.3,337.9,484.4,41.1,96.88,1.35,224.7,550.3
6636,461,2025-04-02,1110.15,463.66,646.5,41.8,129.3,1.77,410.48,683.01
6637,462,2025-04-02,1477.78,601.01,876.77,40.7,175.35,1.54,371.48,869.43
6638,463,2025-04-02,1312.03,593.68,718.35,45.2,143.67,1.39,402.1,775.94
6639,464,2025-04-02,825.48,355.02,470.47,43.0,94.09,1.51,289.33,486.77
6640,465,2025-04-02,192.23,90.33,101.9,47.0,20.38,1.7,70.47,97.75
6641,466,2025-04-02,960.07,403.61,556.46,42.0,111.29,1.55,270.26,541.22
6642,467,2025-04-02,963.49,398.01,565.48,41.3,113.1,1.31,225.89,608.86
6643,468,2025-04-02,171.69,84.58,87.11,49.3,17.42,1.65,62.49,99.16
6644,469,2025-04-02,182.23,76.63,105.59,42.1,21.12,1.43,62.32,104.84
6645,470,2025-04-02,1148.93,554.35,594.58,48.2,118.92,1.44,319.23,575.42
6646,471,2025-04-02,230.0,95.3,134.7,41.4,26.94,1.66,52.26,136.01
6647,472,2025-04-02,383.44,160.77,222.68,41.9,44.54,1.61,144.68,213.79
6648,473,2025-04-02,1380.85,555.2,825.65,40.2,165.13,1.72,496.1,891.91
6649,474,2025-04-02,289.05,128.95,160.1,44.6,32.02,1.65,75.48,189.22
6650,475,2025-04-02,1074.21,497.9,576.31,46.4,115.26,1.71,225.28,598.16
6651,1,2025-04-09,217.15,106.96,110.19,49.3,22.04,1.34,73.7,150.55
6652,2,2025-04-09,146.74,71.07,75.68,48.4,15.14,1.61,53.78,99.96
6653,3,2025-04-09,1009.63,423.77,585.86,42.0,117.17,1.64,324.99,521.27
6654,4,2025-04-09,128.12,53.64,74.48,41.9,14.9,1.63,46.47,88.03
6655,5,2025-04-09,1016.52,498.2,518.32,49.0,103.66,1.63,332.01,623.25
6656,6,2025-04-09,912.84,379.06,533.78,41.5,106.76,1.73,314.71,490.89
6657,7,2025-04-09,280.51,124.97,155.53,44.6,31.11,1.52,71.05,150.33
6658,8,2025-04-09,465.41,189.14,276.27,40.6,55.25,1.63,162.95,238.79
6659,9,2025-04-09,48.88,21.62,27.25,44.2,5.45,1.45,13.59,26.43
6660,10,2025-04-09,117.49,47.46,70.03,40.4,14.01,1.73,24.25,79.03
6661,11,2025-04-09,1245.3,582.45,662.86,46.8,132.57,1.5,396.5,812.39
6662,12,2025-04-09,305.64,151.73,153.91,49.6,30.78,1.64,88.11,190.14
6663,13,2025-04-09,876.73,423.53,453.2,48.3,90.64,1.77,277.54,461.73
6664,14,2025-04-09,317.82,135.47,182.34,42.6,36.47,1.69,109.4,180.15
6665,15,2025-04-09,821.34,403.62,417.72,49.1,83.54,1.51,171.91,571.74
6666,16,2025-04-09,111.62,51.76,59.87,46.4,11.97,1.61,24.65,77.62
6667,17,2025-04-09,436.62,201.67,234.95,46.2,46.99,1.78,125.48,218.45
6668,18,2025-04-09,251.93,122.21,129.72,48.5,25.94,1.64,90.7,162.95
6669,19,2025-04-09,232.08,100.64,131.44,43.4,26.29,1.53,53.24,132.47
6670,20,2025-04-09,918.37,419.34,499.03,45.7,99.81,1.73,269.92,501.23
6671,21,2025-04-09,98.81,40.31,58.51,40.8,11.7,1.41,30.61,60.8
6672,22,2025-04-09,73.68,33.59,40.09,45.6,8.02,1.78,28.52,43.06
6673,23,2025-04-09,398.64,164.19,234.46,41.2,46.89,1.52,141.81,238.27
6674,24,2025-04-09,1343.56,568.94,774.62,42.3,154.92,1.79,441.64,763.28
6675,25,2025-04-09,124.16,55.11,69.05,44.4,13.81,1.52,27.15,64.67
6676,26,2025-04-09,129.23,54.47,74.76,42.1,14.95,1.47,46.01,67.87
6677,27,2025-04-09,1594.97,719.65,875.31,45.1,175.06,1.56,619.26,808.39
6678,28,2025-04-09,1413.66,617.58,796.08,43.7,159.22,1.55,359.38,836.38
6679,29,2025-04-09,135.13,58.9,76.23,43.6,15.25,1.47,52.89,85.63
6680,30,2025-04-09,1160.49,496.63,663.86,42.8,132.77,1.66,270.4,764.02
6681,31,2025-04-09,94.74,39.12,55.62,41.3,11.12,1.52,36.62,64.5
6682,32,2025-04-09,483.82,238.18,245.64,49.2,49.13,1.33,172.66,306.42
6683,33,2025-04-09,152.66,66.41,86.25,43.5,17.25,1.48,43.49,78.05
6684,34,2025-04-09,918.48,452.59,465.88,49.3,93.18,1.38,352.92,599.87
6685,35,2025-04-09,265.04,127.31,137.73,48.0,27.55,1.71,96.69,175.15
6686,36,2025-04-09,203.16,98.22,104.94,48.3,20.99,1.41,62.79,131.75
6687,37,2025-04-09,102.05,45.1,56.95,44.2,11.39,1.63,23.7,60.3
6688,38,2025-04-09,110.05,50.15,59.9,45.6,11.98,1.58,24.63,57.2
6689,39,2025-04-09,151.59,73.38,78.21,48.4,15.64,1.74,48.37,104.32
6690,40,2025-04-09,151.05,61.58,89.47,40.8,17.89,1.33,56.74,91.8
6691,41,2025-04-09,151.37,69.83,81.53,46.1,16.31,1.47,50.93,76.14
6692,42,2025-04-09,143.37,68.08,75.29,47.5,15.06,1.75,50.28,85.09
6693,43,2025-04-09,224.79,106.56,118.22,47.4,23.64,1.38,68.73,123.48
6694,44,2025-04-09,1228.02,599.57,628.45,48.8,125.69,1.44,361.78,833.46
6695,45,2025-04-09,281.14,115.5,165.64,41.1,33.13,1.69,81.38,153.08
6696,46,2025-04-09,1148.84,468.93,679.91,40.8,135.98,1.76,269.5,604.71
6697,47,2025-04-09,832.31,345.74,486.56,41.5,97.31,1.53,225.19,561.67
6698,48,2025-04-09,143.22,59.42,83.81,41.5,16.76,1.31,56.15,88.69
6699,49,2025-04-09,497.91,233.87,264.03,47.0,52.81,1.31,186.52,252.95
6700,50,2025-04-09,62.02,27.23,34.79,43.9,6.96,1.43,20.93,31.04
6701,51,2025-04-09,253.53,104.42,149.11,41.2,29.82,1.78,100.42,162.31
6702,52,2025-04-09,445.88,221.88,224.01,49.8,44.8,1.64,132.29,312.09
6703,53,2025-04-09,125.68,51.49,74.19,41.0,14.84,1.58,40.72,73.47
6704,54,2025-04-09,1184.5,568.93,615.57,48.0,123.11,1.65,284.25,812.9
6705,55,2025-04-09,182.89,76.66,106.23,41.9,21.25,1.35,70.69,121.41
6706,56,2025-04-09,277.84,121.2,156.64,43.6,31.33,1.41,87.99,177.24
6707,57,2025-04-09,239.8,118.27,121.53,49.3,24.31,1.56,90.27,140.99
6708,58,2025-04-09,1205.99,593.71,612.28,49.2,122.46,1.57,406.7,652.43
6709,59,2025-04-09,976.95,431.21,545.74,44.1,109.15,1.46,279.75,521.62
6710,60,2025-04-09,203.23,95.51,107.72,47.0,21.54,1.43,55.87,104.48
6711,61,2025-04-09,778.2,372.96,405.24,47.9,81.05,1.34,204.49,510.6
6712,62,2025-04-09,303.83,126.14,177.69,41.5,35.54,1.61,93.99,171.4
6713,63,2025-04-09,55.69,23.88,31.81,42.9,6.36,1.66,15.42,29.27
6714,64,2025-04-09,1295.69,594.21,701.47,45.9,140.29,1.4,365.09,681.83
6715,65,2025-04-09,118.66,54.34,64.33,45.8,12.87,1.5,25.12,82.37
6716,66,2025-04-09,115.64,51.78,63.86,44.8,12.77,1.68,39.82,68.1
6717,67,2025-04-09,119.32,56.44,62.88,47.3,12.58,1.59,33.92,61.64
6718,68,2025-04-09,194.3,88.3,106.01,45.4,21.2,1.34,57.57,107.99
6719,69,2025-04-09,133.45,57.27,76.18,42.9,15.24,1.69,50.58,72.49
6720,70,2025-04-09,862.79,354.3,508.49,41.1,101.7,1.75,285.66,437.36
6721,71,2025-04-09,170.29,84.56,85.73,49.7,17.15,1.38,61.07,97.71
6722,72,2025-04-09,236.6,116.57,120.03,49.3,24.01,1.75,93.25,131.47
6723,73,2025-04-09,1344.24,545.46,798.78,40.6,159.76,1.75,501.71,889.18
6724,74,2025-04-09,924.3,417.29,507.01,45.1,101.4,1.42,349.94,559.07
6725,75,2025-04-09,184.78,82.81,101.97,44.8,20.39,1.35,61.05,115.5
6726,76,2025-04-09,213.54,88.59,124.95,41.5,24.99,1.37,46.15,121.94
6727,77,2025-04-09,253.52,104.85,148.67,41.4,29.73,1.38,81.0,136.91
6728,78,2025-04-09,1299.01,639.9,659.11,49.3,131.82,1.33,268.49,851.39
6729,79,2025-04-09,1279.63,548.54,731.08,42.9,146.22,1.31,346.33,835.86
6730,80,2025-04-09,1025.35,416.71,608.64,40.6,121.73,1.69,360.24,685.37
6731,81,2025-04-09,216.08,100.72,115.36,46.6,23.07,1.34,56.34,130.62
6732,82,2025-04-09,1279.01,612.17,666.84,47.9,133.37,1.44,278.81,643.09
6733,83,2025-04-09,191.97,90.91,101.06,47.4,20.21,1.53,48.61,107.89
6734,84,2025-04-09,269.11,130.54,138.56,48.5,27.71,1.78,79.55,146.4
6735,85,2025-04-09,1284.51,558.04,726.48,43.4,145.3,1.47,460.01,845.29
6736,86,2025-04-09,396.87,168.42,228.44,42.4,45.69,1.37,93.73,223.0
6737,87,2025-04-09,98.55,40.87,57.68,41.5,11.54,1.44,31.13,58.11
6738,88,2025-04-09,1177.8,585.04,592.76,49.7,118.55,1.6,252.16,645.49
6739,89,2025-04-09,429.18,178.11,251.07,41.5,50.21,1.5,133.63,299.46
6740,90,2025-04-09,832.99,361.8,471.2,43.4,94.24,1.66,330.9,461.7
6741,91,2025-04-09,238.08,115.33,122.75,48.4,24.55,1.76,66.32,148.14
6742,92,2025-04-09,306.07,151.88,154.18,49.6,30.84,1.63,86.88,189.34
6743,93,2025-04-09,157.94,72.62,85.32,46.0,17.06,1.45,34.9,103.23
6744,94,2025-04-09,98.8,46.69,52.12,47.3,10.42,1.73,31.97,54.04
6745,95,2025-04-09,272.63,134.84,137.79,49.5,27.56,1.66,61.39,150.84
6746,96,2025-04-09,365.98,167.43,198.55,45.7,39.71,1.71,86.49,217.51
6747,97,2025-04-09,127.63,58.72,68.91,46.0,13.78,1.43,42.22,83.39
6748,98,2025-04-09,55.71,24.76,30.94,44.5,6.19,1.57,11.87,34.27
6749,99,2025-04-09,821.6,392.84,428.76,47.8,85.75,1.6,235.14,544.96
6750,100,2025-04-09,505.06,249.67,255.39,49.4,51.08,1.77,108.19,263.33
6751,101,2025-04-09,194.53,81.02,113.5,41.7,22.7,1.36,71.45,135.41
6752,102,2025-04-09,62.56,27.81,34.75,44.4,6.95,1.79,22.4,35.44
6753,103,2025-04-09,256.99,116.2,140.79,45.2,28.16,1.52,76.79,174.51
6754,104,2025-04-09,384.33,177.96,206.37,46.3,41.27,1.7,102.06,251.2
6755,105,2025-04-09,865.94,354.38,511.56,40.9,102.31,1.47,335.87,444.21
6756,106,2025-04-09,136.8,56.04,80.77,41.0,16.15,1.71,49.61,77.2
6757,107,2025-04-09,148.54,64.06,84.48,43.1,16.9,1.55,31.91,78.67
6758,108,2025-04-09,852.4,360.14,492.26,42.3,98.45,1.68,219.39,575.58
6759,109,2025-04-09,1099.62,460.76,638.86,41.9,127.77,1.72,353.42,652.0
6760,110,2025-04-09,448.87,220.86,228.01,49.2,45.6,1.76,120.52,234.7
6761,111,2025-04-09,257.42,125.25,132.16,48.7,26.43,1.66,97.87,150.27
