equipment_id,site_id,equipment_type,equipment_name,vendor,model,serial_number,technology,frequency_band,power_watts,status,install_date,firmware_version
1175,126,RRU,RRU-LEE-SMA-0126-B,Ericsson,Ericsson Radio 4478,SN881426891,4G/5G,,103,Active,2019-08-25,v23.9.62
1176,126,Antenna,ANT-LEE-SMA-0126-B,Ericsson,Ericsson Antenna 8843,SN856148124,4G/5G,,0,Active,2019-08-25,
1177,127,BBU,BBU-LEE-MAC-0127,Huawei,Huawei BBU5900,SN525465922,5G,,310,Active,2019-06-11,v23.7.39
1178,127,gNodeB,gNB-LEE-MAC-0127-A,Huawei,Huawei AAU5611,SN454907373,5G NR,n28,54,Active,2019-06-11,v24.8.52
1179,127,RRU,RRU-LEE-MAC-0127-A,Huawei,Huawei RRU5301,SN922808627,5G,,169,Active,2019-06-11,v23.9.40
1180,127,Antenna,ANT-LEE-MAC-0127-A,Huawei,Huawei AAU3940,SN754547044,5G,,0,Active,2019-06-11,
1181,127,gNodeB,gNB-LEE-MAC-0127-B,Huawei,Huawei AAU5613,SN730767136,5G NR,n28,47,Active,2019-06-11,v20.9.8
1182,127,RRU,RRU-LEE-MAC-0127-B,Huawei,Huawei RRU3971,SN884239926,5G,,120,Active,2019-06-11,v23.3.31
1183,127,Antenna,ANT-LEE-MAC-0127-B,Huawei,Huawei AAU3940,SN997368360,5G,,0,Active,2019-06-11,
1184,127,gNodeB,gNB-LEE-MAC-0127-C,Huawei,Huawei AAU5613,SN797295469,5G NR,n78,71,Active,2019-06-11,v20.5.11
1185,127,RRU,RRU-LEE-MAC-0127-C,Huawei,Huawei RRU5301,SN533314189,5G,,173,Active,2019-06-11,v23.6.52
1186,127,Antenna,ANT-LEE-MAC-0127-C,Huawei,Huawei APUS13M,SN847769975,5G,,0,Active,2019-06-11,
1187,128,BBU,BBU-LEE-ROO-0128,Nokia,Nokia Cloud RAN,SN248723442,4G,,375,Active,2019-06-13,v19.1.39
1188,128,eNodeB,eNB-LEE-ROO-0128-A,Nokia,Nokia Flexi Zone,SN859417815,4G LTE,B3,43,Active,2019-06-13,v18.7.11
1189,128,RRU,RRU-LEE-ROO-0128-A,Nokia,Nokia AHFIB,SN379715724,4G,,151,Active,2019-06-13,v19.3.44
1190,128,Antenna,ANT-LEE-ROO-0128-A,Nokia,Nokia AirScale Antenna,SN464771758,4G,,0,Active,2019-06-13,
1191,128,eNodeB,eNB-LEE-ROO-0128-B,Nokia,Nokia Flexi Zone,SN662498203,4G LTE,B20,38,Active,2019-06-13,v16.9.7
1192,128,RRU,RRU-LEE-ROO-0128-B,Nokia,Nokia AHFIB,SN833054373,4G,,147,Active,2019-06-13,v18.2.0
1193,128,Antenna,ANT-LEE-ROO-0128-B,Nokia,Nokia AirScale Antenna,SN105004743,4G,,0,Active,2019-06-13,
1194,128,eNodeB,eNB-LEE-ROO-0128-C,Nokia,Nokia Flexi Zone,SN428848348,4G LTE,B7,30,Active,2019-06-13,v22.9.72
1195,128,RRU,RRU-LEE-ROO-0128-C,Nokia,Nokia AHHF,SN174506118,4G,,122,Active,2019-06-13,v19.9.63
1196,128,Antenna,ANT-LEE-ROO-0128-C,Nokia,Nokia AirScale Antenna,SN674681649,4G,,0,Active,2019-06-13,
1197,129,BBU,BBU-LEE-SMA-0129,Huawei,Huawei BBU5900,SN470707181,4G/5G,,249,Active,2021-04-12,v24.2.76
1198,129,gNodeB,gNB-LEE-SMA-0129-A,Huawei,Huawei AAU5239,SN289975300,5G NR,n1,68,Active,2021-04-12,v21.8.19
1199,129,eNodeB,eNB-LEE-SMA-0129-A,Huawei,Huawei DBS3900,SN767956122,4G LTE,B20,31,Active,2021-04-12,v20.1.39
1200,129,RRU,RRU-LEE-SMA-0129-A,Huawei,Huawei RRU3971,SN215722444,4G/5G,,144,Active,2021-04-12,v23.2.75
1201,129,Antenna,ANT-LEE-SMA-0129-A,Huawei,Huawei AAU3940,SN207075216,4G/5G,,0,Active,2021-04-12,
1202,130,BBU,BBU-LEE-SMA-0130,Nokia,Nokia Cloud RAN,SN307403646,5G,,279,Active,2022-10-14,v22.5.58
1203,130,gNodeB,gNB-LEE-SMA-0130-A,Nokia,Nokia AWHQA,SN993106372,5G NR,n1,64,Active,2022-10-14,v23.1.85
1204,130,RRU,RRU-LEE-SMA-0130-A,Nokia,Nokia AHFIB,SN463294047,5G,,131,Active,2022-10-14,v20.2.30
1205,130,Antenna,ANT-LEE-SMA-0130-A,Nokia,Nokia MIMO Antenna 8T8R,SN302228735,5G,,0,Active,2022-10-14,
1206,131,BBU,BBU-LIV-MAC-0131,Nokia,Nokia Cloud RAN,SN144657340,4G,,383,Active,2024-03-04,v18.7.84
1207,131,eNodeB,eNB-LIV-MAC-0131-A,Nokia,Nokia Flexi Multiradio 10,SN812441226,4G LTE,B20,50,Active,2024-03-04,v18.8.72
1208,131,RRU,RRU-LIV-MAC-0131-A,Nokia,Nokia AHHF,SN912740386,4G,,169,Active,2024-03-04,v23.3.36
1209,131,Antenna,ANT-LIV-MAC-0131-A,Nokia,Nokia MIMO Antenna 8T8R,SN245465890,4G,,0,Active,2024-03-04,
1210,131,eNodeB,eNB-LIV-MAC-0131-B,Nokia,Nokia Flexi Zone,SN414562491,4G LTE,B3,60,Active,2024-03-04,v21.6.51
1211,131,RRU,RRU-LIV-MAC-0131-B,Nokia,Nokia AHHF,SN504872553,4G,,110,Active,2024-03-04,v21.0.62
1212,131,Antenna,ANT-LIV-MAC-0131-B,Nokia,Nokia AirScale Antenna,SN445223567,4G,,0,Active,2024-03-04,
1213,131,eNodeB,eNB-LIV-MAC-0131-C,Nokia,Nokia Flexi Zone,SN428455028,4G LTE,B7,45,Active,2024-03-04,v22.4.98
1214,131,RRU,RRU-LIV-MAC-0131-C,Nokia,Nokia AHFIB,SN666452632,4G,,105,Active,2024-03-04,v19.1.39
1215,131,Antenna,ANT-LIV-MAC-0131-C,Nokia,Nokia AirScale Antenna,SN788195959,4G,,0,Active,2024-03-04,
1216,132,BBU,BBU-LIV-SMA-0132,Nokia,Nokia Cloud RAN,SN893771221,5G,,224,Active,2019-03-06,v22.0.6
1217,132,gNodeB,gNB-LIV-SMA-0132-A,Nokia,Nokia AEQC,SN302120097,5G NR,n258,62,Active,2019-03-06,v24.0.87
1218,132,RRU,RRU-LIV-SMA-0132-A,Nokia,Nokia AHHF,SN893001383,5G,,165,Active,2019-03-06,v22.2.65
1219,132,Antenna,ANT-LIV-SMA-0132-A,Nokia,Nokia MIMO Antenna 8T8R,SN831361407,5G,,0,Active,2019-03-06,
1220,132,gNodeB,gNB-LIV-SMA-0132-B,Nokia,Nokia AWHQA,SN330310285,5G NR,n78,46,Active,2019-03-06,v23.2.28
1221,132,RRU,RRU-LIV-SMA-0132-B,Nokia,Nokia AHHF,SN178343942,5G,,191,Active,2019-03-06,v19.7.26
1222,132,Antenna,ANT-LIV-SMA-0132-B,Nokia,Nokia AirScale Antenna,SN148569511,5G,,0,Active,2019-03-06,
1223,133,BBU,BBU-LIV-SMA-0133,Ericsson,Ericsson Baseband 6648,SN321222848,4G/5G,,259,Active,2020-09-01,v20.0.30
1224,133,gNodeB,gNB-LIV-SMA-0133-A,Ericsson,Ericsson AIR 3246,SN518668865,5G NR,n77,54,Active,2020-09-01,v22.6.5
1225,133,eNodeB,eNB-LIV-SMA-0133-A,Ericsson,Ericsson RBS 6601,SN742904674,4G LTE,B3,37,Active,2020-09-01,v20.4.54
1226,133,RRU,RRU-LIV-SMA-0133-A,Ericsson,Ericsson Radio 4478,SN319984231,4G/5G,,183,Active,2020-09-01,v23.4.52
1227,133,Antenna,ANT-LIV-SMA-0133-A,Ericsson,Ericsson AIR 6488,SN546555658,4G/5G,,0,Active,2020-09-01,
1228,134,BBU,BBU-LIV-SMA-0134,Huawei,Huawei BBU3910,SN504942146,5G,,342,Active,2019-05-10,v24.3.99
1229,134,gNodeB,gNB-LIV-SMA-0134-A,Huawei,Huawei AAU5239,SN744384283,5G NR,n28,40,Active,2019-05-10,v23.0.89
1230,134,RRU,RRU-LIV-SMA-0134-A,Huawei,Huawei RRU3971,SN238392700,5G,,184,Active,2019-05-10,v23.3.9
1231,134,Antenna,ANT-LIV-SMA-0134-A,Huawei,Huawei AAU3940,SN223779242,5G,,0,Active,2019-05-10,
1232,135,BBU,BBU-LIV-DAS-0135,Samsung,Samsung BBU,SN949533843,4G,,450,Active,2017-07-30,v18.2.68
1233,135,eNodeB,eNB-LIV-DAS-0135-A,Samsung,Samsung eNodeB,SN894668747,4G LTE,B3,38,Active,2017-07-30,v21.6.36
1234,135,RRU,RRU-LIV-DAS-0135-A,Samsung,Samsung Mid-Band Radio,SN405699476,4G,,172,Active,2017-07-30,v20.1.97
1235,135,Antenna,ANT-LIV-DAS-0135-A,Samsung,Samsung Massive MIMO,SN524027345,4G,,0,Active,2017-07-30,
1236,135,eNodeB,eNB-LIV-DAS-0135-B,Samsung,Samsung LTE Access Unit,SN695658257,4G LTE,B20,57,Active,2017-07-30,v19.3.16
1237,135,RRU,RRU-LIV-DAS-0135-B,Samsung,Samsung 5G mmWave,SN603538733,4G,,161,Active,2017-07-30,v18.1.29
1238,135,Antenna,ANT-LIV-DAS-0135-B,Samsung,Samsung Massive MIMO,SN994528661,4G,,0,Active,2017-07-30,
1239,135,eNodeB,eNB-LIV-DAS-0135-C,Samsung,Samsung eNodeB,SN189773437,4G LTE,B3,54,Active,2017-07-30,v21.1.30
1240,135,RRU,RRU-LIV-DAS-0135-C,Samsung,Samsung Mid-Band Radio,SN760695708,4G,,147,Active,2017-07-30,v21.2.56
1241,135,Antenna,ANT-LIV-DAS-0135-C,Samsung,Samsung Massive MIMO,SN811758502,4G,,0,Active,2017-07-30,
1242,136,BBU,BBU-LIV-SMA-0136,Ericsson,Ericsson Baseband 6630,SN925223433,5G,,307,Active,2019-11-12,v23.5.5
1243,136,gNodeB,gNB-LIV-SMA-0136-A,Ericsson,Ericsson AIR 6449,SN466519073,5G NR,n77,56,Active,2019-11-12,v21.5.59
1244,136,RRU,RRU-LIV-SMA-0136-A,Ericsson,Ericsson Radio 2219,SN791634879,5G,,107,Active,2019-11-12,v21.6.19
1245,136,Antenna,ANT-LIV-SMA-0136-A,Ericsson,Ericsson Antenna 8843,SN642878064,5G,,0,Active,2019-11-12,
1246,136,gNodeB,gNB-LIV-SMA-0136-B,Ericsson,Ericsson AIR 6449,SN297528940,5G NR,n77,80,Active,2019-11-12,v21.5.84
1247,136,RRU,RRU-LIV-SMA-0136-B,Ericsson,Ericsson Radio 4478,SN127176053,5G,,156,Active,2019-11-12,v18.3.77
1248,136,Antenna,ANT-LIV-SMA-0136-B,Ericsson,Ericsson Antenna 8843,SN697916497,5G,,0,Active,2019-11-12,
1249,137,BBU,BBU-LIV-SMA-0137,Nokia,Nokia AirScale Baseband,SN253935333,5G,,480,Degraded,2023-06-13,v20.0.14
1250,137,gNodeB,gNB-LIV-SMA-0137-A,Nokia,Nokia AWHQA,SN540152727,5G NR,n78,73,Degraded,2023-06-13,v24.0.79
1251,137,RRU,RRU-LIV-SMA-0137-A,Nokia,Nokia AHFIB,SN877474293,5G,,141,Degraded,2023-06-13,v20.0.18
1252,137,Antenna,ANT-LIV-SMA-0137-A,Nokia,Nokia AirScale Antenna,SN834779362,5G,,0,Degraded,2023-06-13,
1253,137,gNodeB,gNB-LIV-SMA-0137-B,Nokia,Nokia AirScale,SN509324767,5G NR,n78,40,Degraded,2023-06-13,v24.0.49
1254,137,RRU,RRU-LIV-SMA-0137-B,Nokia,Nokia AHFIB,SN341074444,5G,,197,Degraded,2023-06-13,v23.0.72
1255,137,Antenna,ANT-LIV-SMA-0137-B,Nokia,Nokia AirScale Antenna,SN121252959,5G,,0,Degraded,2023-06-13,
1256,138,BBU,BBU-LIV-MAC-0138,Ericsson,Ericsson Baseband 6648,SN713634721,4G/5G,,397,Active,2019-12-03,v20.9.49
1257,138,gNodeB,gNB-LIV-MAC-0138-A,Ericsson,Ericsson Radio 4422,SN833238075,5G NR,n77,71,Active,2019-12-03,v24.4.44
1258,138,eNodeB,eNB-LIV-MAC-0138-A,Ericsson,Ericsson Radio 4415,SN614460934,4G LTE,B7,59,Active,2019-12-03,v17.7.68
1259,138,RRU,RRU-LIV-MAC-0138-A,Ericsson,Ericsson Radio 4478,SN340346197,4G/5G,,118,Active,2019-12-03,v20.2.49
1260,138,Antenna,ANT-LIV-MAC-0138-A,Ericsson,Ericsson Antenna 8843,SN272138688,4G/5G,,0,Active,2019-12-03,
1261,138,gNodeB,gNB-LIV-MAC-0138-B,Ericsson,Ericsson AIR 3246,SN563573628,5G NR,n78,59,Active,2019-12-03,v21.0.58
1262,138,eNodeB,eNB-LIV-MAC-0138-B,Ericsson,Ericsson RBS 6301,SN531892193,4G LTE,B3,34,Active,2019-12-03,v22.5.26
1263,138,RRU,RRU-LIV-MAC-0138-B,Ericsson,Ericsson Radio 4478,SN552196329,4G/5G,,153,Active,2019-12-03,v21.7.56
1264,138,Antenna,ANT-LIV-MAC-0138-B,Ericsson,Ericsson Antenna 8843,SN597697758,4G/5G,,0,Active,2019-12-03,
1265,138,gNodeB,gNB-LIV-MAC-0138-C,Ericsson,Ericsson AIR 3246,SN450051628,5G NR,n28,65,Active,2019-12-03,v21.8.26
1266,138,eNodeB,eNB-LIV-MAC-0138-C,Ericsson,Ericsson RBS 6601,SN865137536,4G LTE,B3,36,Active,2019-12-03,v20.3.93
1267,138,RRU,RRU-LIV-MAC-0138-C,Ericsson,Ericsson Radio 4478,SN597546118,4G/5G,,170,Active,2019-12-03,v24.6.47
1268,138,Antenna,ANT-LIV-MAC-0138-C,Ericsson,Ericsson Antenna 8843,SN329258575,4G/5G,,0,Active,2019-12-03,
1269,139,BBU,BBU-LIV-SMA-0139,Nokia,Nokia Cloud RAN,SN251753535,5G,,440,Active,2020-02-28,v18.8.83
1270,139,gNodeB,gNB-LIV-SMA-0139-A,Nokia,Nokia AEQC,SN994306566,5G NR,n28,79,Active,2020-02-28,v23.0.25
1271,139,RRU,RRU-LIV-SMA-0139-A,Nokia,Nokia AHFIB,SN462584525,5G,,170,Active,2020-02-28,v19.6.66
1272,139,Antenna,ANT-LIV-SMA-0139-A,Nokia,Nokia MIMO Antenna 8T8R,SN293612001,5G,,0,Active,2020-02-28,
1273,139,gNodeB,gNB-LIV-SMA-0139-B,Nokia,Nokia AEQC,SN845144194,5G NR,n78,53,Active,2020-02-28,v23.9.85
1274,139,RRU,RRU-LIV-SMA-0139-B,Nokia,Nokia AHFIB,SN393475095,5G,,195,Active,2020-02-28,v23.9.98
1275,139,Antenna,ANT-LIV-SMA-0139-B,Nokia,Nokia AirScale Antenna,SN788524209,5G,,0,Active,2020-02-28,
1276,140,BBU,BBU-LIV-SMA-0140,Nokia,Nokia Cloud RAN,SN717475789,5G,,301,Active,2020-07-22,v19.6.40
1277,140,gNodeB,gNB-LIV-SMA-0140-A,Nokia,Nokia AEQC,SN892921493,5G NR,n77,48,Active,2020-07-22,v23.5.78
1278,140,RRU,RRU-LIV-SMA-0140-A,Nokia,Nokia AHFIB,SN826052853,5G,,112,Active,2020-07-22,v24.1.10
1279,140,Antenna,ANT-LIV-SMA-0140-A,Nokia,Nokia AirScale Antenna,SN109307922,5G,,0,Active,2020-07-22,
1280,140,gNodeB,gNB-LIV-SMA-0140-B,Nokia,Nokia AirScale,SN196579827,5G NR,n28,60,Active,2020-07-22,v22.3.95
1281,140,RRU,RRU-LIV-SMA-0140-B,Nokia,Nokia AHFIB,SN328719736,5G,,139,Active,2020-07-22,v24.1.46
1282,140,Antenna,ANT-LIV-SMA-0140-B,Nokia,Nokia MIMO Antenna 8T8R,SN726473076,5G,,0,Active,2020-07-22,
1283,141,BBU,BBU-LIV-DAS-0141,Nokia,Nokia Cloud RAN,SN610121136,4G/5G,,373,Active,2020-03-14,v23.2.37
1284,141,gNodeB,gNB-LIV-DAS-0141-A,Nokia,Nokia AEQC,SN961501642,5G NR,n78,75,Active,2020-03-14,v21.2.20
1285,141,eNodeB,eNB-LIV-DAS-0141-A,Nokia,Nokia Flexi Zone,SN671558333,4G LTE,B20,59,Active,2020-03-14,v20.6.20
1286,141,RRU,RRU-LIV-DAS-0141-A,Nokia,Nokia AHHF,SN851471754,4G/5G,,135,Active,2020-03-14,v23.3.14
1287,141,Antenna,ANT-LIV-DAS-0141-A,Nokia,Nokia AirScale Antenna,SN577711913,4G/5G,,0,Active,2020-03-14,
1288,141,gNodeB,gNB-LIV-DAS-0141-B,Nokia,Nokia AirScale,SN245598039,5G NR,n78,64,Active,2020-03-14,v23.6.61
1289,141,eNodeB,eNB-LIV-DAS-0141-B,Nokia,Nokia Flexi Multiradio 10,SN729401014,4G LTE,B20,52,Active,2020-03-14,v22.5.56
1290,141,RRU,RRU-LIV-DAS-0141-B,Nokia,Nokia AHFIB,SN580320597,4G/5G,,102,Active,2020-03-14,v21.9.44
1291,141,Antenna,ANT-LIV-DAS-0141-B,Nokia,Nokia MIMO Antenna 8T8R,SN191279339,4G/5G,,0,Active,2020-03-14,
1292,142,BBU,BBU-LIV-MAC-0142,Ericsson,Ericsson Baseband 6648,SN173970067,5G,,290,Active,2022-04-08,v19.9.38
1293,142,gNodeB,gNB-LIV-MAC-0142-A,Ericsson,Ericsson Radio 4422,SN219155077,5G NR,n77,52,Active,2022-04-08,v22.4.91
1294,142,RRU,RRU-LIV-MAC-0142-A,Ericsson,Ericsson Radio 2219,SN480868948,5G,,177,Active,2022-04-08,v24.7.2
1295,142,Antenna,ANT-LIV-MAC-0142-A,Ericsson,Ericsson Antenna 8843,SN281526961,5G,,0,Active,2022-04-08,
1296,142,gNodeB,gNB-LIV-MAC-0142-B,Ericsson,Ericsson AIR 3246,SN306183282,5G NR,n28,72,Active,2022-04-08,v22.8.3
1297,142,RRU,RRU-LIV-MAC-0142-B,Ericsson,Ericsson Radio 4478,SN442059298,5G,,121,Active,2022-04-08,v18.3.89
1298,142,Antenna,ANT-LIV-MAC-0142-B,Ericsson,Ericsson Antenna 8843,SN382515849,5G,,0,Active,2022-04-08,
1299,142,gNodeB,gNB-LIV-MAC-0142-C,Ericsson,Ericsson Radio 4422,SN462407010,5G NR,n258,42,Active,2022-04-08,v22.7.84
1300,142,RRU,RRU-LIV-MAC-0142-C,Ericsson,Ericsson Radio 2219,SN457468907,5G,,170,Active,2022-04-08,v18.2.79
1301,142,Antenna,ANT-LIV-MAC-0142-C,Ericsson,Ericsson AIR 6488,SN888815055,5G,,0,Active,2022-04-08,
1302,143,BBU,BBU-LIV-ROO-0143,Huawei,Huawei BBU5900,SN425032890,5G,,394,Active,2021-05-08,v19.7.48
1303,143,gNodeB,gNB-LIV-ROO-0143-A,Huawei,Huawei AAU5239,SN846560110,5G NR,n78,57,Active,2021-05-08,v23.5.46
1304,143,RRU,RRU-LIV-ROO-0143-A,Huawei,Huawei RRU3971,SN537222341,5G,,190,Active,2021-05-08,v20.2.44
1305,143,Antenna,ANT-LIV-ROO-0143-A,Huawei,Huawei APUS13M,SN693116357,5G,,0,Active,2021-05-08,
1306,143,gNodeB,gNB-LIV-ROO-0143-B,Huawei,Huawei AAU5613,SN402409870,5G NR,n258,57,Active,2021-05-08,v20.7.85
1307,143,RRU,RRU-LIV-ROO-0143-B,Huawei,Huawei RRU5301,SN964872376,5G,,185,Active,2021-05-08,v20.8.14
1308,143,Antenna,ANT-LIV-ROO-0143-B,Huawei,Huawei AAU3940,SN970541642,5G,,0,Active,2021-05-08,
1309,144,BBU,BBU-LIV-MAC-0144,Nokia,Nokia AirScale Baseband,SN965679279,5G,,254,Maintenance,2024-09-06,v19.1.22
1310,144,gNodeB,gNB-LIV-MAC-0144-A,Nokia,Nokia AEQC,SN265362816,5G NR,n78,76,Maintenance,2024-09-06,v21.1.9
1311,144,RRU,RRU-LIV-MAC-0144-A,Nokia,Nokia AHFIB,SN876430355,5G,,101,Maintenance,2024-09-06,v23.5.79
1312,144,Antenna,ANT-LIV-MAC-0144-A,Nokia,Nokia AirScale Antenna,SN267765490,5G,,0,Maintenance,2024-09-06,
1313,144,gNodeB,gNB-LIV-MAC-0144-B,Nokia,Nokia AWHQA,SN777534218,5G NR,n258,61,Maintenance,2024-09-06,v20.9.15
1314,144,RRU,RRU-LIV-MAC-0144-B,Nokia,Nokia AHFIB,SN856072762,5G,,117,Maintenance,2024-09-06,v19.1.23
1315,144,Antenna,ANT-LIV-MAC-0144-B,Nokia,Nokia AirScale Antenna,SN871219787,5G,,0,Maintenance,2024-09-06,
1316,144,gNodeB,gNB-LIV-MAC-0144-C,Nokia,Nokia AirScale,SN564897319,5G NR,n78,54,Maintenance,2024-09-06,v21.0.91
1317,144,RRU,RRU-LIV-MAC-0144-C,Nokia,Nokia AHFIB,SN515431734,5G,,141,Maintenance,2024-09-06,v23.8.24
1318,144,Antenna,ANT-LIV-MAC-0144-C,Nokia,Nokia MIMO Antenna 8T8R,SN977838630,5G,,0,Maintenance,2024-09-06,
1319,145,BBU,BBU-LIV-SMA-0145,Nokia,Nokia AirScale Baseband,SN860464354,5G,,453,Active,2023-10-30,v22.2.60
1320,145,gNodeB,gNB-LIV-SMA-0145-A,Nokia,Nokia AEQC,SN165784237,5G NR,n1,68,Active,2023-10-30,v21.8.0
1321,145,RRU,RRU-LIV-SMA-0145-A,Nokia,Nokia AHFIB,SN288818473,5G,,125,Active,2023-10-30,v20.2.69
1322,145,Antenna,ANT-LIV-SMA-0145-A,Nokia,Nokia AirScale Antenna,SN851583869,5G,,0,Active,2023-10-30,
1323,145,gNodeB,gNB-LIV-SMA-0145-B,Nokia,Nokia AirScale,SN302076618,5G NR,n78,51,Active,2023-10-30,v22.3.20
1324,145,RRU,RRU-LIV-SMA-0145-B,Nokia,Nokia AHHF,SN782144873,5G,,175,Active,2023-10-30,v20.9.52
1325,145,Antenna,ANT-LIV-SMA-0145-B,Nokia,Nokia MIMO Antenna 8T8R,SN334352988,5G,,0,Active,2023-10-30,
1326,145,gNodeB,gNB-LIV-SMA-0145-C,Nokia,Nokia AEQC,SN985266387,5G NR,n28,62,Active,2023-10-30,v21.8.0
1327,145,RRU,RRU-LIV-SMA-0145-C,Nokia,Nokia AHHF,SN402203708,5G,,196,Active,2023-10-30,v19.1.7
1328,145,Antenna,ANT-LIV-SMA-0145-C,Nokia,Nokia AirScale Antenna,SN630345834,5G,,0,Active,2023-10-30,
1329,146,BBU,BBU-LIV-SMA-0146,Nokia,Nokia Cloud RAN,SN886960612,5G,,230,Active,2024-05-31,v22.6.10
1330,146,gNodeB,gNB-LIV-SMA-0146-A,Nokia,Nokia AWHQA,SN112883767,5G NR,n258,45,Active,2024-05-31,v22.9.98
1331,146,RRU,RRU-LIV-SMA-0146-A,Nokia,Nokia AHHF,SN849553368,5G,,187,Active,2024-05-31,v22.1.72
1332,146,Antenna,ANT-LIV-SMA-0146-A,Nokia,Nokia MIMO Antenna 8T8R,SN880770209,5G,,0,Active,2024-05-31,
1333,146,gNodeB,gNB-LIV-SMA-0146-B,Nokia,Nokia AEQC,SN484520396,5G NR,n258,70,Active,2024-05-31,v22.7.38
1334,146,RRU,RRU-LIV-SMA-0146-B,Nokia,Nokia AHHF,SN436590868,5G,,169,Active,2024-05-31,v23.3.29
1335,146,Antenna,ANT-LIV-SMA-0146-B,Nokia,Nokia AirScale Antenna,SN145848218,5G,,0,Active,2024-05-31,
1336,147,BBU,BBU-SHE-SMA-0147,Ericsson,Ericsson Baseband 6648,SN539946808,5G,,438,Active,2019-04-03,v21.5.51
1337,147,gNodeB,gNB-SHE-SMA-0147-A,Ericsson,Ericsson Radio 4422,SN585520725,5G NR,n258,49,Active,2019-04-03,v21.6.53
1338,147,RRU,RRU-SHE-SMA-0147-A,Ericsson,Ericsson Radio 2219,SN249713993,5G,,200,Active,2019-04-03,v20.6.80
1339,147,Antenna,ANT-SHE-SMA-0147-A,Ericsson,Ericsson AIR 6488,SN528872082,5G,,0,Active,2019-04-03,
1340,147,gNodeB,gNB-SHE-SMA-0147-B,Ericsson,Ericsson AIR 3246,SN566413335,5G NR,n78,51,Active,2019-04-03,v21.9.23
1341,147,RRU,RRU-SHE-SMA-0147-B,Ericsson,Ericsson Radio 2219,SN201840340,5G,,102,Active,2019-04-03,v21.7.19
1342,147,Antenna,ANT-SHE-SMA-0147-B,Ericsson,Ericsson Antenna 8843,SN462189456,5G,,0,Active,2019-04-03,
1343,147,gNodeB,gNB-SHE-SMA-0147-C,Ericsson,Ericsson AIR 6419,SN633995897,5G NR,n78,65,Active,2019-04-03,v21.4.70
1344,147,RRU,RRU-SHE-SMA-0147-C,Ericsson,Ericsson Radio 4478,SN344533205,5G,,124,Active,2019-04-03,v21.9.92
1345,147,Antenna,ANT-SHE-SMA-0147-C,Ericsson,Ericsson Antenna 8843,SN564775853,5G,,0,Active,2019-04-03,
1346,148,BBU,BBU-SHE-SMA-0148,Ericsson,Ericsson Baseband 6648,SN271606116,5G,,449,Active,2019-04-30,v23.0.45
1347,148,gNodeB,gNB-SHE-SMA-0148-A,Ericsson,Ericsson AIR 6449,SN447121938,5G NR,n78,70,Active,2019-04-30,v24.4.18
1348,148,RRU,RRU-SHE-SMA-0148-A,Ericsson,Ericsson Radio 2219,SN657017204,5G,,163,Active,2019-04-30,v24.3.53
1349,148,Antenna,ANT-SHE-SMA-0148-A,Ericsson,Ericsson Antenna 8843,SN113923840,5G,,0,Active,2019-04-30,
1350,148,gNodeB,gNB-SHE-SMA-0148-B,Ericsson,Ericsson AIR 3246,SN463548050,5G NR,n77,80,Active,2019-04-30,v22.9.54
1351,148,RRU,RRU-SHE-SMA-0148-B,Ericsson,Ericsson Radio 2219,SN743295718,5G,,116,Active,2019-04-30,v22.4.43
1352,148,Antenna,ANT-SHE-SMA-0148-B,Ericsson,Ericsson Antenna 8843,SN966643102,5G,,0,Active,2019-04-30,
1353,148,gNodeB,gNB-SHE-SMA-0148-C,Ericsson,Ericsson AIR 6419,SN707015982,5G NR,n28,70,Active,2019-04-30,v20.0.57
1354,148,RRU,RRU-SHE-SMA-0148-C,Ericsson,Ericsson Radio 4478,SN547750962,5G,,131,Active,2019-04-30,v19.5.88
1355,148,Antenna,ANT-SHE-SMA-0148-C,Ericsson,Ericsson AIR 6488,SN435584090,5G,,0,Active,2019-04-30,
1356,149,BBU,BBU-SHE-DAS-0149,Huawei,Huawei BBU3910,SN944826660,5G,,343,Active,2021-03-18,v22.5.73
1357,149,gNodeB,gNB-SHE-DAS-0149-A,Huawei,Huawei AAU5239,SN236507849,5G NR,n77,60,Active,2021-03-18,v24.3.90
1358,149,RRU,RRU-SHE-DAS-0149-A,Huawei,Huawei RRU5301,SN973297734,5G,,131,Active,2021-03-18,v21.9.60
1359,149,Antenna,ANT-SHE-DAS-0149-A,Huawei,Huawei AAU3940,SN436575164,5G,,0,Active,2021-03-18,
1360,149,gNodeB,gNB-SHE-DAS-0149-B,Huawei,Huawei AAU5611,SN512470771,5G NR,n78,49,Active,2021-03-18,v24.5.10
1361,149,RRU,RRU-SHE-DAS-0149-B,Huawei,Huawei RRU3971,SN596808815,5G,,177,Active,2021-03-18,v23.4.8
1362,149,Antenna,ANT-SHE-DAS-0149-B,Huawei,Huawei APUS13M,SN518304557,5G,,0,Active,2021-03-18,
1363,149,gNodeB,gNB-SHE-DAS-0149-C,Huawei,Huawei AAU5613,SN864404989,5G NR,n28,49,Active,2021-03-18,v22.0.60
1364,149,RRU,RRU-SHE-DAS-0149-C,Huawei,Huawei RRU5301,SN339802320,5G,,181,Active,2021-03-18,v18.5.45
1365,149,Antenna,ANT-SHE-DAS-0149-C,Huawei,Huawei APUS13M,SN703311806,5G,,0,Active,2021-03-18,
