contract_id,customer_key,account_name,industry,region,contract_type,contract_start_date,contract_end_date,contract_term_months,annual_contract_value,total_contract_value,renewal_status,renewal_probability,days_to_renewal,competitor_threat,competitor_name,proposed_change,proposed_value_change,account_manager,nps_score,support_tickets_ytd,last_engagement_date
CON001228,4543,Enterprise Customer 1228,Healthcare,East,UCaaS,2024-03-02,2025-02-25,12,59799.45,59799.45,Renewed,0.5,0,High,Virgin Media O2,,,AM011,4,8,2025-11-19
CON001229,3451,Enterprise Customer 1229,Manufacturing,Northern Ireland,SD-WAN,2023-01-20,2024-01-15,12,74878.01,74878.01,Renewed,0.55,0,High,BT,,,AM031,7,35,2025-12-22
CON001230,3996,Enterprise Customer 1230,Government,North West,SD-WAN,2023-07-10,2026-06-24,36,160649.95,481949.85,Active,0.75,146,None,,,,AM045,2,46,2025-11-26
CON001231,3416,Enterprise Customer 1231,Financial Services,South East,SIP Trunking,2023-12-11,2026-11-25,36,79111.86,237335.58,Active,0.77,300,Low,Three,,,AM023,1,24,2025-11-12
CON001232,4175,Enterprise Customer 1232,Healthcare,South West,IoT Connectivity,2023-01-27,2026-01-11,36,72650.96,217952.88,Renewed,0.91,0,None,,,,AM044,1,38,2026-01-20
CON001233,581,Enterprise Customer 1233,Financial Services,West Midlands,SD-WAN,2023-11-16,2028-10-20,60,247859.69,1239298.45,Active,0.92,995,Low,Virgin Media O2,,,AM032,3,48,2026-01-19
CON001234,1915,Enterprise Customer 1234,Education,Northern Ireland,UCaaS,2024-09-18,2026-09-08,24,78677.6,157355.2,Active,0.89,222,Low,BT,,,AM023,10,45,2025-11-21
CON001235,1284,Enterprise Customer 1235,Financial Services,East,SD-WAN,2023-12-21,2028-11-24,60,259423.36,1297116.8,Active,0.88,1030,Low,Three,,,AM027,9,12,2026-01-05
CON001236,4102,Enterprise Customer 1236,Hospitality,Yorkshire,UCaaS,2024-12-02,2029-11-06,60,392577.01,1962885.05,Active,0.95,1377,None,,,,AM050,8,20,2026-01-20
CON001237,3115,Enterprise Customer 1237,Manufacturing,Scotland,Managed Security,2023-05-23,2028-04-26,60,275946.52,1379732.6,Active,0.81,818,Medium,Vodafone,,,AM036,4,10,2025-12-03
CON001238,757,Enterprise Customer 1238,Financial Services,Yorkshire,UCaaS,2023-11-10,2028-10-14,60,431745.61,2158728.05,Active,0.93,989,Low,BT,,,AM021,5,9,2025-12-04
CON001239,1973,Enterprise Customer 1239,Transport,West Midlands,Business Mobile,2023-04-13,2024-04-07,12,6399.15,6399.15,Renewed,0.74,0,None,,,,AM026,7,7,2025-12-13
CON001240,2306,Enterprise Customer 1240,Retail,Wales,CCaaS,2024-04-16,2025-04-11,12,179017.33,179017.33,Renewed,0.81,0,None,,,,AM041,6,9,2026-01-18
CON001241,147,Enterprise Customer 1241,Retail,Yorkshire,UCaaS,2023-01-06,2024-01-01,12,357265.07,357265.07,Churned,0.83,0,None,,,,AM038,7,27,2025-12-28
CON001242,1290,Enterprise Customer 1242,Retail,West Midlands,UCaaS,2023-11-04,2024-10-29,12,173669.09,173669.09,Renewed,0.75,0,Low,BT,,,AM017,7,39,2025-12-25
CON001243,756,Enterprise Customer 1243,Healthcare,South East,IoT Connectivity,2023-01-25,2025-01-14,24,37864.74,75729.48,Renewed,0.86,0,None,,,,AM028,10,45,2025-11-12
CON001244,4784,Enterprise Customer 1244,Education,Wales,SD-WAN,2023-07-27,2026-07-11,36,217891.77,653675.31,Active,0.79,163,Low,Three,,,AM019,3,22,2025-12-04
CON001245,481,Enterprise Customer 1245,Healthcare,West Midlands,UCaaS,2024-08-16,2029-07-21,60,152102.06,760510.3,Active,0.86,1269,None,,,,AM033,9,20,2025-12-11
CON001246,3139,Enterprise Customer 1246,Education,Wales,SD-WAN,2024-08-15,2025-08-10,12,182213.71,182213.71,Renewed,0.95,0,None,,,,AM012,3,8,2025-12-05
CON001247,4705,Enterprise Customer 1247,Technology,Northern Ireland,Managed Security,2023-09-01,2028-08-05,60,284566.11,1422830.55,Active,0.82,919,Low,Vodafone,,,AM007,7,8,2026-01-21
CON001248,2790,Enterprise Customer 1248,Hospitality,South East,Business Broadband,2023-05-17,2028-04-20,60,51630.32,258151.6,Active,0.93,812,None,,,,AM022,2,22,2025-11-24
CON001249,2595,Enterprise Customer 1249,Professional Services,West Midlands,CCaaS,2023-05-27,2024-05-21,12,215613.46,215613.46,Renewed,0.59,0,High,Three,,,AM027,2,13,2026-01-27
CON001250,1620,Enterprise Customer 1250,Education,South East,Business Mobile,2024-11-06,2026-10-27,24,9721.99,19443.98,Active,0.9,271,None,,,,AM045,9,23,2025-12-06
CON001251,1156,Enterprise Customer 1251,Technology,East,CCaaS,2023-05-31,2025-05-20,24,399226.49,798452.98,Renewed,0.79,0,Medium,BT,,,AM035,5,42,2025-12-22
CON001252,3812,Enterprise Customer 1252,Financial Services,London,Business Broadband,2024-07-24,2025-07-19,12,22187.34,22187.34,Churned,0.71,0,None,,,,AM042,10,44,2025-11-16
CON001253,1884,Enterprise Customer 1253,Transport,Northern Ireland,SIP Trunking,2024-06-07,2026-05-28,24,69421.17,138842.34,Active,0.65,119,Medium,TalkTalk,,,AM023,10,1,2025-12-07
CON001254,3906,Enterprise Customer 1254,Retail,Scotland,Business Mobile,2024-10-05,2025-09-30,12,28668.47,28668.47,Renewed,0.55,0,High,Virgin Media O2,,,AM025,3,45,2025-12-17
CON001255,3136,Enterprise Customer 1255,Professional Services,Yorkshire,Managed Security,2023-10-06,2028-09-09,60,48140.52,240702.6,Active,0.66,954,High,Vodafone,,,AM004,4,17,2026-01-05
CON001256,1247,Enterprise Customer 1256,Hospitality,Scotland,Business Mobile,2024-11-11,2025-11-06,12,87741.61,87741.61,In Negotiation,0.88,0,None,,Upgrade,25103.73,AM039,1,44,2025-12-06
CON001257,4571,Enterprise Customer 1257,Hospitality,Scotland,IoT Connectivity,2024-01-03,2026-12-18,36,25481.43,76444.29,Active,0.98,323,None,,,,AM033,6,43,2025-11-27
CON001258,2055,Enterprise Customer 1258,Financial Services,Yorkshire,CCaaS,2024-07-23,2029-06-27,60,314460.22,1572301.1,Active,0.78,1245,None,,,,AM013,3,40,2025-12-27
CON001259,4731,Enterprise Customer 1259,Financial Services,West Midlands,Business Broadband,2024-07-31,2029-07-05,60,87941.65,439708.25,Active,0.87,1253,Low,TalkTalk,,,AM034,7,0,2025-11-27
CON001260,831,Enterprise Customer 1260,Technology,Yorkshire,Business Mobile,2023-10-14,2024-10-08,12,82607.16,82607.16,Renewed,0.6,0,Medium,TalkTalk,,,AM008,5,31,2026-01-07
CON001261,150,Enterprise Customer 1261,Professional Services,London,Business Broadband,2023-05-15,2024-05-09,12,50267.54,50267.54,Renewed,0.88,0,Low,BT,,,AM020,4,0,2025-11-20
CON001262,4340,Enterprise Customer 1262,Education,North West,SD-WAN,2024-02-18,2027-02-02,36,155040.02,465120.06,Active,0.95,369,None,,,,AM039,10,14,2025-11-03
CON001263,3944,Enterprise Customer 1263,Hospitality,London,SIP Trunking,2024-05-16,2025-05-11,12,53253.18,53253.18,Renewed,0.83,0,Low,Vodafone,,,AM044,9,22,2025-11-07
CON001264,661,Enterprise Customer 1264,Technology,South West,SIP Trunking,2023-04-10,2024-04-04,12,6251.24,6251.24,Renewed,0.75,0,None,,,,AM012,5,41,2025-12-19
CON001265,4055,Enterprise Customer 1265,Healthcare,East,Business Broadband,2024-03-30,2029-03-04,60,93073.06,465365.3,Active,0.87,1130,None,,,,AM014,3,20,2025-12-05
CON001266,1573,Enterprise Customer 1266,Hospitality,South West,UCaaS,2024-01-03,2024-12-28,12,99792.84,99792.84,Renewed,0.75,0,Low,TalkTalk,,,AM010,1,14,2025-12-26
CON001267,4499,Enterprise Customer 1267,Hospitality,West Midlands,SD-WAN,2023-01-07,2025-12-22,36,98136.89,294410.67,Renewed,0.68,0,Medium,Virgin Media O2,,,AM009,9,14,2025-12-24
CON001268,253,Enterprise Customer 1268,Government,West Midlands,Business Mobile,2024-11-18,2025-11-13,12,91105.84,91105.84,Renewed,0.93,0,None,,,,AM019,9,19,2025-11-10
CON001269,1061,Enterprise Customer 1269,Healthcare,London,Business Broadband,2024-09-14,2027-08-30,36,67795.34,203386.02,Active,0.81,578,None,,,,AM003,1,37,2025-12-17
CON001270,1823,Enterprise Customer 1270,Retail,West Midlands,UCaaS,2023-08-20,2024-08-14,12,482790.36,482790.36,Renewed,0.81,0,None,,,,AM031,7,0,2026-01-05
CON001271,776,Enterprise Customer 1271,Transport,East,UCaaS,2024-09-04,2027-08-20,36,466769.68,1400309.04,Active,0.82,568,None,,,,AM032,5,8,2025-11-24
CON001272,4532,Enterprise Customer 1272,Retail,East,UCaaS,2024-06-18,2027-06-03,36,488772.4,1466317.2,Active,0.91,490,None,,,,AM043,7,46,2025-12-03
CON001273,2378,Enterprise Customer 1273,Education,North West,Business Mobile,2023-07-06,2026-06-20,36,27454.89,82364.67,Active,0.88,142,Low,BT,,,AM025,9,12,2025-12-06
CON001274,2347,Enterprise Customer 1274,Education,Scotland,Business Mobile,2024-12-18,2025-12-13,12,10845.26,10845.26,Churned,0.93,0,None,,,,AM041,1,33,2025-12-16
CON001275,1250,Enterprise Customer 1275,Manufacturing,Wales,SIP Trunking,2024-09-15,2025-09-10,12,18433.26,18433.26,Renewed,0.71,0,Low,BT,,,AM017,3,24,2025-12-19
CON001276,1728,Enterprise Customer 1276,Transport,North West,Business Mobile,2024-12-07,2025-12-02,12,72406.69,72406.69,Renewed,0.89,0,Low,Vodafone,,,AM045,6,8,2026-01-27
CON001277,1660,Enterprise Customer 1277,Government,South West,SD-WAN,2024-06-05,2027-05-21,36,24945.49,74836.47,Active,0.9,477,Low,TalkTalk,,,AM043,2,31,2026-01-19
CON001278,4881,Enterprise Customer 1278,Government,Scotland,SIP Trunking,2023-12-24,2028-11-27,60,27144.76,135723.8,Active,0.98,1033,None,,,,AM030,10,36,2025-11-14
CON001279,3066,Enterprise Customer 1279,Retail,South West,IoT Connectivity,2024-12-02,2029-11-06,60,67468.88,337344.4,Active,0.94,1377,None,,,,AM022,10,23,2026-01-22
CON001280,44,Enterprise Customer 1280,Financial Services,Wales,CCaaS,2023-08-04,2024-07-29,12,275346.04,275346.04,Churned,0.76,0,None,,,,AM009,3,43,2025-12-12
CON001281,4062,Enterprise Customer 1281,Retail,South West,CCaaS,2024-06-12,2029-05-17,60,347000.39,1735001.95,Active,0.82,1204,Medium,Virgin Media O2,,,AM048,2,29,2026-01-24
CON001282,3993,Enterprise Customer 1282,Healthcare,East,UCaaS,2023-07-28,2025-07-17,24,175534.01,351068.02,Renewed,0.8,0,Low,TalkTalk,,,AM030,3,1,2026-01-18
CON001283,770,Enterprise Customer 1283,Transport,London,IoT Connectivity,2024-11-21,2027-11-06,36,76503.16,229509.48,Active,0.97,646,None,,,,AM048,5,43,2025-12-18
CON001284,1177,Enterprise Customer 1284,Transport,West Midlands,Managed Security,2024-12-21,2026-12-11,24,134092.31,268184.62,Active,0.77,316,Medium,Virgin Media O2,,,AM012,6,34,2025-12-03
CON001285,4697,Enterprise Customer 1285,Manufacturing,London,IoT Connectivity,2023-11-25,2026-11-09,36,58667.09,176001.27,Active,0.89,284,Low,Virgin Media O2,,,AM030,6,27,2026-01-12
CON001286,2467,Enterprise Customer 1286,Financial Services,London,SIP Trunking,2023-07-29,2026-07-13,36,78878.98,236636.94,Active,0.89,165,Low,Virgin Media O2,,,AM033,1,19,2025-11-19
CON001287,3274,Enterprise Customer 1287,Manufacturing,East,Business Mobile,2024-12-09,2026-11-29,24,69246.98,138493.96,Active,0.75,304,Low,Vodafone,,,AM028,9,5,2025-11-18
CON001288,398,Enterprise Customer 1288,Manufacturing,West Midlands,UCaaS,2024-01-22,2025-01-16,12,463251.98,463251.98,Renewed,0.73,0,None,,,,AM009,7,0,2025-12-03
CON001289,46,Enterprise Customer 1289,Professional Services,East,Managed Security,2023-07-30,2025-07-19,24,234119.25,468238.5,Renewed,0.79,0,Low,Virgin Media O2,,,AM024,3,13,2025-12-05
CON001290,3901,Enterprise Customer 1290,Retail,Northern Ireland,Business Mobile,2024-02-18,2026-02-07,24,87981.25,175962.5,In Negotiation,0.78,9,Low,Vodafone,Same,0.0,AM004,3,0,2025-12-18
CON001291,693,Enterprise Customer 1291,Financial Services,South West,SIP Trunking,2023-07-23,2024-07-17,12,79238.88,79238.88,Renewed,0.62,0,High,Vodafone,,,AM027,7,22,2025-10-31
CON001292,1151,Enterprise Customer 1292,Hospitality,Yorkshire,SIP Trunking,2024-06-29,2027-06-14,36,13735.66,41206.98,Active,0.92,501,None,,,,AM002,10,20,2025-11-07
CON001293,2977,Enterprise Customer 1293,Education,London,CCaaS,2023-06-17,2024-06-11,12,285706.36,285706.36,Churned,0.82,0,Low,Virgin Media O2,,,AM031,1,22,2025-11-09
CON001294,1015,Enterprise Customer 1294,Professional Services,South East,IoT Connectivity,2023-11-09,2028-10-13,60,20792.03,103960.15,Active,0.85,988,Low,Three,,,AM018,3,28,2025-11-10
CON001295,4034,Enterprise Customer 1295,Hospitality,London,Business Mobile,2024-09-13,2025-09-08,12,85937.13,85937.13,Renewed,0.74,0,None,,,,AM045,9,1,2025-11-21
CON001296,900,Enterprise Customer 1296,Transport,Wales,SIP Trunking,2023-05-04,2025-04-23,24,17879.22,35758.44,Renewed,0.77,0,Medium,TalkTalk,,,AM020,5,6,2025-11-16
CON001297,4986,Enterprise Customer 1297,Retail,Yorkshire,SD-WAN,2023-08-26,2024-08-20,12,70281.64,70281.64,Churned,0.59,0,High,Three,,,AM033,8,6,2025-12-16
CON001298,1599,Enterprise Customer 1298,Manufacturing,Wales,SIP Trunking,2024-06-24,2025-06-19,12,63444.58,63444.58,Renewed,0.91,0,None,,,,AM010,10,35,2025-12-03
CON001299,3235,Enterprise Customer 1299,Professional Services,East,SIP Trunking,2024-10-16,2029-09-20,60,42524.71,212623.55,Active,0.9,1330,None,,,,AM016,5,27,2025-11-06
CON001300,1063,Enterprise Customer 1300,Professional Services,Yorkshire,SIP Trunking,2023-09-30,2025-09-19,24,42729.75,85459.5,Renewed,0.8,0,None,,,,AM029,7,26,2026-01-06
CON001301,2182,Enterprise Customer 1301,Professional Services,Yorkshire,Managed Security,2023-03-04,2024-02-27,12,198681.19,198681.19,Renewed,0.93,0,None,,,,AM036,4,17,2025-11-18
CON001302,1033,Enterprise Customer 1302,Professional Services,Wales,IoT Connectivity,2024-05-05,2029-04-09,60,24740.35,123701.75,Active,0.81,1166,Medium,Vodafone,,,AM022,2,18,2026-01-17
CON001303,2546,Enterprise Customer 1303,Technology,West Midlands,Business Mobile,2023-02-11,2026-01-26,36,10523.52,31570.56,Renewed,0.71,0,Medium,BT,,,AM035,4,22,2025-11-02
CON001304,757,Enterprise Customer 1304,Professional Services,Wales,SIP Trunking,2024-11-24,2027-11-09,36,58637.38,175912.14,Active,0.71,649,Medium,Three,,,AM028,3,42,2026-01-13
CON001305,3603,Enterprise Customer 1305,Education,Northern Ireland,SD-WAN,2023-11-04,2026-10-19,36,226897.31,680691.93,Active,0.84,263,Medium,Three,,,AM024,10,27,2025-11-29
CON001306,2456,Enterprise Customer 1306,Financial Services,Northern Ireland,IoT Connectivity,2023-04-04,2026-03-19,36,94441.5,283324.5,Pending Renewal,0.81,49,Medium,Three,Add Services,21967.41,AM041,2,25,2026-01-26
CON001307,3904,Enterprise Customer 1307,Education,East,UCaaS,2024-01-26,2026-01-15,24,117672.2,235344.4,In Negotiation,0.71,0,Medium,TalkTalk,Add Services,28908.84,AM030,3,26,2025-12-04
CON001308,2626,Enterprise Customer 1308,Education,London,UCaaS,2024-03-14,2026-03-04,24,34415.19,68830.38,Pending Renewal,0.79,34,Low,Three,Downgrade,-8077.44,AM026,10,35,2025-11-15
CON001309,3150,Enterprise Customer 1309,Transport,London,IoT Connectivity,2023-10-24,2024-10-18,12,64945.46,64945.46,Renewed,0.8,0,Low,Three,,,AM012,2,8,2025-11-04
CON001310,4046,Enterprise Customer 1310,Professional Services,Scotland,IoT Connectivity,2023-05-01,2025-04-20,24,5422.42,10844.84,Renewed,0.59,0,High,BT,,,AM045,9,39,2025-12-09
CON001311,3562,Enterprise Customer 1311,Technology,Northern Ireland,Business Mobile,2024-08-09,2029-07-14,60,73326.61,366633.05,Active,0.92,1262,None,,,,AM007,5,12,2025-12-03
CON001312,393,Enterprise Customer 1312,Manufacturing,East,SD-WAN,2023-09-03,2026-08-18,36,225982.09,677946.27,Active,0.92,201,Low,TalkTalk,,,AM009,3,7,2026-01-24
CON001313,4019,Enterprise Customer 1313,Professional Services,Wales,Business Mobile,2024-11-21,2029-10-26,60,55682.4,278412.0,Active,0.69,1366,High,Three,,,AM015,4,35,2025-12-12
CON001314,2241,Enterprise Customer 1314,Technology,South East,Managed Security,2023-10-25,2024-10-19,12,238689.81,238689.81,Renewed,0.92,0,Low,Three,,,AM016,1,30,2026-01-14
CON001315,1651,Enterprise Customer 1315,Transport,Yorkshire,SD-WAN,2023-10-13,2024-10-07,12,201172.02,201172.02,Churned,0.76,0,None,,,,AM017,5,8,2025-12-22
CON001316,4940,Enterprise Customer 1316,Technology,East,IoT Connectivity,2023-01-06,2027-12-11,60,79560.62,397803.1,Active,0.76,681,Low,Virgin Media O2,,,AM014,8,3,2026-01-25
CON001317,316,Enterprise Customer 1317,Manufacturing,Wales,CCaaS,2023-03-27,2024-03-21,12,48537.28,48537.28,Renewed,0.71,0,Medium,Virgin Media O2,,,AM042,4,11,2025-12-29
CON001318,1303,Enterprise Customer 1318,Government,South East,UCaaS,2024-01-18,2028-12-22,60,277100.92,1385504.6,Active,0.9,1058,None,,,,AM036,4,4,2025-11-12
CON001319,4495,Enterprise Customer 1319,Manufacturing,Northern Ireland,CCaaS,2024-06-10,2029-05-15,60,135949.04,679745.2,Active,0.99,1202,None,,,,AM004,3,10,2025-11-19
CON001320,4474,Enterprise Customer 1320,Healthcare,Northern Ireland,IoT Connectivity,2024-07-25,2025-07-20,12,61467.18,61467.18,Renewed,0.7,0,Medium,Virgin Media O2,,,AM038,3,8,2025-11-01
CON001321,1070,Enterprise Customer 1321,Retail,South East,Business Mobile,2023-03-24,2025-03-13,24,30396.02,60792.04,Renewed,0.76,0,Medium,BT,,,AM029,8,19,2026-01-17
CON001322,125,Enterprise Customer 1322,Transport,West Midlands,IoT Connectivity,2023-07-15,2026-06-29,36,72610.79,217832.37,Active,0.92,151,Low,TalkTalk,,,AM017,2,41,2025-12-18
CON001323,375,Enterprise Customer 1323,Education,Scotland,Business Mobile,2024-10-28,2027-10-13,36,34427.73,103283.19,Active,0.88,622,None,,,,AM029,8,13,2025-11-30
CON001324,2066,Enterprise Customer 1324,Transport,South East,UCaaS,2023-03-21,2025-03-10,24,419459.43,838918.86,Renewed,0.66,0,Medium,BT,,,AM044,10,14,2025-11-07
CON001325,1278,Enterprise Customer 1325,Transport,Yorkshire,SIP Trunking,2024-06-25,2026-06-15,24,32261.81,64523.62,Active,0.84,137,None,,,,AM012,10,22,2026-01-21
CON001326,680,Enterprise Customer 1326,Education,London,CCaaS,2023-04-18,2028-03-22,60,178396.63,891983.15,Active,0.84,783,Low,Virgin Media O2,,,AM002,1,10,2026-01-25
CON001327,187,Enterprise Customer 1327,Government,West Midlands,UCaaS,2024-04-26,2027-04-11,36,366890.42,1100671.26,Active,0.58,437,High,BT,,,AM020,6,33,2026-01-02
CON001328,3588,Enterprise Customer 1328,Transport,West Midlands,Business Mobile,2024-06-02,2026-05-23,24,98633.57,197267.14,Active,0.76,114,None,,,,AM033,6,6,2025-12-29
CON001329,1561,Enterprise Customer 1329,Hospitality,London,SD-WAN,2024-04-28,2025-04-23,12,31423.1,31423.1,Renewed,0.87,0,Low,TalkTalk,,,AM041,1,48,2025-12-06
CON001330,2645,Enterprise Customer 1330,Manufacturing,Yorkshire,Business Mobile,2023-03-21,2026-03-05,36,69684.39,209053.17,Renewed,0.85,35,None,,,,AM031,10,49,2025-11-20
CON001331,3459,Enterprise Customer 1331,Education,London,IoT Connectivity,2024-09-12,2026-09-02,24,40983.34,81966.68,Active,0.85,216,Low,TalkTalk,,,AM033,9,16,2025-11-22
CON001332,57,Enterprise Customer 1332,Financial Services,West Midlands,CCaaS,2024-12-14,2029-11-18,60,280149.57,1400747.85,Active,0.9,1389,None,,,,AM018,5,12,2026-01-01
CON001333,4276,Enterprise Customer 1333,Transport,South East,SIP Trunking,2024-01-21,2028-12-25,60,84962.46,424812.3,Active,0.91,1061,None,,,,AM048,10,6,2025-11-22
CON001334,764,Enterprise Customer 1334,Government,Wales,CCaaS,2024-05-02,2027-04-17,36,259981.52,779944.56,Active,0.84,443,None,,,,AM045,1,25,2025-12-03
CON001335,1701,Enterprise Customer 1335,Manufacturing,South East,CCaaS,2024-07-10,2025-07-05,12,41131.03,41131.03,Renewed,0.7,0,Low,TalkTalk,,,AM045,4,14,2025-12-15
CON001336,1792,Enterprise Customer 1336,Government,Scotland,Business Mobile,2024-02-07,2029-01-11,60,82583.12,412915.6,Active,0.91,1078,None,,,,AM017,9,10,2025-12-17
CON001337,241,Enterprise Customer 1337,Financial Services,London,Business Broadband,2023-12-23,2025-12-12,24,69402.22,138804.44,In Negotiation,0.79,0,Medium,Virgin Media O2,Upgrade,12847.92,AM024,4,45,2025-11-16
CON001338,3674,Enterprise Customer 1338,Manufacturing,South East,CCaaS,2024-06-18,2027-06-03,36,237767.24,713301.72,Active,0.78,490,Low,Three,,,AM011,7,14,2026-01-16
CON001339,2837,Enterprise Customer 1339,Government,South East,SD-WAN,2024-07-12,2029-06-16,60,239124.78,1195623.9,Active,0.83,1234,Medium,Three,,,AM043,6,20,2026-01-11
CON001340,169,Enterprise Customer 1340,Retail,London,Business Mobile,2024-05-15,2029-04-19,60,60412.06,302060.3,Active,0.67,1176,Medium,Vodafone,,,AM049,7,21,2025-11-11
CON001341,2281,Enterprise Customer 1341,Hospitality,South East,Business Broadband,2024-01-04,2028-12-08,60,25615.05,128075.25,Active,0.91,1044,Low,TalkTalk,,,AM041,9,21,2025-12-30
CON001342,167,Enterprise Customer 1342,Hospitality,Northern Ireland,SIP Trunking,2023-09-24,2026-09-08,36,46507.25,139521.75,Active,0.89,222,None,,,,AM029,4,4,2025-11-07
CON001343,1692,Enterprise Customer 1343,Education,South East,UCaaS,2024-08-23,2025-08-18,12,187357.07,187357.07,Renewed,0.95,0,None,,,,AM031,7,44,2025-11-02
CON001344,3395,Enterprise Customer 1344,Retail,Scotland,Business Mobile,2023-12-01,2028-11-04,60,99581.31,497906.55,Active,0.86,1010,Low,Vodafone,,,AM044,1,43,2026-01-06
CON001345,1037,Enterprise Customer 1345,Retail,West Midlands,SIP Trunking,2023-08-29,2026-08-13,36,70601.39,211804.17,Active,0.96,196,Low,Virgin Media O2,,,AM013,3,36,2025-11-25
CON001346,263,Enterprise Customer 1346,Education,South West,SD-WAN,2024-01-04,2028-12-08,60,258892.08,1294460.4,Active,0.89,1044,Low,Three,,,AM038,10,16,2025-11-07
CON001347,4862,Enterprise Customer 1347,Government,Scotland,SIP Trunking,2023-06-07,2028-05-11,60,87191.98,435959.9,Active,0.82,833,Low,BT,,,AM041,5,34,2026-01-11
CON001348,937,Enterprise Customer 1348,Financial Services,East,Managed Security,2023-06-27,2025-06-16,24,30971.94,61943.88,Churned,0.95,0,Low,Three,,,AM045,8,18,2025-11-10
CON001349,3960,Enterprise Customer 1349,Manufacturing,East,Business Broadband,2024-07-26,2027-07-11,36,52038.93,156116.79,Active,0.89,528,None,,,,AM044,3,24,2025-11-15
CON001350,2902,Enterprise Customer 1350,Government,Wales,UCaaS,2023-04-04,2028-03-08,60,448167.62,2240838.1,Active,0.97,769,None,,,,AM015,1,27,2026-01-18
