survey_id,employee_id,department,work_location,survey_date,survey_month,survey_type,engagement_score,satisfaction_score,manager_rating,career_growth_score,work_life_balance,compensation_satisfaction,would_recommend,enps_score,comments_provided
1187,EMP1197,IT,Manchester Office,2026-02-28,2026-02,Annual Engagement,3,5,1,1,2,5,True,86,True
1188,EMP1412,Customer Service,Glasgow Contact Centre,2025-11-28,2025-11,Exit Survey,5,2,2,4,5,3,False,-78,False
1189,EMP0790,Sales - Consumer,London HQ,2025-05-24,2025-05,Pulse Survey,3,1,1,3,5,5,True,-5,False
1190,EMP1577,Marketing,Birmingham Office,2026-02-22,2026-02,Annual Engagement,4,4,4,5,5,5,True,36,False
1191,EMP1205,Product Management,Cardiff Office,2025-06-13,2025-06,Annual Engagement,3,4,2,5,3,5,False,-99,True
1192,EMP1771,Network Engineering,London HQ,2025-10-21,2025-10,Annual Engagement,5,3,4,4,1,5,True,51,False
1193,EMP0648,HR,Cardiff Office,2025-12-11,2025-12,Onboarding Survey,4,4,5,2,5,1,True,31,False
1194,EMP0106,Customer Service,London Contact Centre,2025-09-07,2025-09,Pulse Survey,4,2,5,4,2,4,False,82,False
1195,EMP1428,Sales - B2B,Manchester Office,2025-11-24,2025-11,Annual Engagement,4,4,1,2,5,4,True,97,False
1196,EMP1233,Finance,Edinburgh Office,2025-10-16,2025-10,Annual Engagement,5,1,3,3,5,4,True,-42,False
1197,EMP0559,Supply Chain,Manchester Office,2025-01-28,2025-01,Onboarding Survey,3,3,5,2,4,2,True,-37,False
1198,EMP0217,Retail Operations,SnowTelco Leeds Shopping 6,2025-04-10,2025-04,Annual Engagement,4,1,2,4,5,4,False,-85,False
1199,EMP0034,Customer Service,Manchester Contact Centre,2025-07-10,2025-07,Annual Engagement,4,1,3,4,4,5,True,-57,False
1200,EMP1937,Retail Operations,SnowTelco Brighton Airport 4,2025-11-05,2025-11,Pulse Survey,2,1,2,1,4,4,False,-57,False
1201,EMP0823,Finance,London HQ,2025-12-03,2025-12,Annual Engagement,3,2,1,2,1,2,True,-38,False
1202,EMP1867,Finance,Manchester Office,2025-10-13,2025-10,Annual Engagement,4,2,3,2,3,1,True,45,False
1203,EMP0193,Sales - Consumer,Cardiff Office,2025-12-27,2025-12,Pulse Survey,3,5,3,2,3,4,True,34,True
1204,EMP1707,Supply Chain,Birmingham Office,2025-08-25,2025-08,Exit Survey,5,1,3,4,4,1,False,99,True
1205,EMP0224,Finance,London HQ,2026-02-20,2026-02,Annual Engagement,5,4,2,4,4,4,True,12,False
1206,EMP1783,Sales - Consumer,Manchester Office,2025-10-29,2025-10,Annual Engagement,5,4,2,4,5,1,False,2,True
1207,EMP1984,Retail Operations,SnowTelco Manchester Shopping 10,2025-10-18,2025-10,Onboarding Survey,4,5,1,1,1,5,True,86,False
1208,EMP0042,Retail Operations,SnowTelco Birmingham Train 10,2025-12-10,2025-12,Pulse Survey,3,2,1,5,1,4,True,70,False
1209,EMP1539,Customer Service,Glasgow Contact Centre,2025-12-25,2025-12,Pulse Survey,5,5,2,4,1,3,True,48,False
1210,EMP0981,Retail Operations,SnowTelco London High 17,2025-11-01,2025-11,Pulse Survey,2,5,2,2,3,4,True,-49,False
1211,EMP0274,Retail Operations,SnowTelco Manchester Train 9,2025-09-08,2025-09,Annual Engagement,4,3,1,1,1,5,False,-45,False
1212,EMP1388,Security,Edinburgh Office,2025-06-20,2025-06,Pulse Survey,5,1,1,3,4,4,True,63,False
1213,EMP1526,Customer Service,Manchester Contact Centre,2025-11-05,2025-11,Pulse Survey,5,2,4,2,5,3,True,-96,True
1214,EMP0326,HR,Cardiff Office,2025-07-20,2025-07,Pulse Survey,5,2,4,1,1,3,True,81,False
1215,EMP1937,Retail Operations,SnowTelco Brighton Airport 4,2025-07-07,2025-07,Onboarding Survey,4,3,4,4,1,5,True,-99,False
1216,EMP1882,Retail Operations,SnowTelco London Train 10,2025-12-29,2025-12,Pulse Survey,3,4,1,1,3,5,False,68,False
1217,EMP1166,Retail Operations,SnowTelco Liverpool Airport 6,2026-01-14,2026-01,Pulse Survey,2,3,4,4,5,2,True,41,False
1218,EMP1967,Customer Service,Glasgow Contact Centre,2025-08-29,2025-08,Pulse Survey,5,4,5,4,1,2,True,-13,False
1219,EMP0307,Sales - B2B,Birmingham Office,2025-08-17,2025-08,Pulse Survey,3,1,4,5,4,1,True,62,True
1220,EMP0616,Finance,London HQ,2025-09-13,2025-09,Annual Engagement,4,1,2,1,4,3,False,-32,True
1221,EMP0871,Customer Service,London Contact Centre,2025-07-03,2025-07,Annual Engagement,3,4,2,4,2,1,True,-41,False
1222,EMP0003,Customer Service,London Contact Centre,2025-12-22,2025-12,Pulse Survey,4,2,3,5,1,1,True,10,False
1223,EMP1884,Retail Operations,SnowTelco Exeter Standard,2025-01-01,2025-01,Pulse Survey,3,1,4,2,5,2,True,-92,False
1224,EMP0958,Network Engineering,Cardiff Office,2025-01-17,2025-01,Annual Engagement,4,5,3,5,5,3,True,-11,True
1225,EMP1592,Retail Operations,SnowTelco Manchester Train 9,2025-01-07,2025-01,Annual Engagement,4,4,5,4,2,1,True,-94,True
1226,EMP0292,Product Management,Birmingham Office,2025-02-19,2025-02,Pulse Survey,3,4,2,1,5,2,False,22,False
1227,EMP1163,Network Engineering,Manchester Office,2025-06-23,2025-06,Pulse Survey,3,5,4,5,1,4,True,-11,False
1228,EMP0622,Customer Service,Manchester Contact Centre,2025-03-28,2025-03,Annual Engagement,3,5,4,5,4,4,True,-17,False
1229,EMP1131,Customer Service,Glasgow Contact Centre,2025-12-15,2025-12,Annual Engagement,4,1,1,2,4,3,True,53,False
1230,EMP0858,Legal,Cardiff Office,2025-12-03,2025-12,Pulse Survey,4,3,3,1,5,2,True,46,False
1231,EMP0680,IT,Edinburgh Office,2025-01-05,2025-01,Annual Engagement,4,3,3,1,4,4,True,14,True
1232,EMP1232,IT,Manchester Office,2025-05-25,2025-05,Annual Engagement,5,1,1,4,4,2,True,48,False
1233,EMP0114,Sales - B2B,London HQ,2026-02-08,2026-02,Exit Survey,5,4,1,1,5,4,True,23,True
1234,EMP1012,Customer Service,Glasgow Contact Centre,2025-07-19,2025-07,Pulse Survey,5,4,2,4,5,1,True,-25,True
1235,EMP0069,Customer Service,Manchester Contact Centre,2025-03-02,2025-03,Pulse Survey,3,5,5,1,4,5,False,6,True
1236,EMP0137,Sales - Consumer,Edinburgh Office,2026-02-14,2026-02,Pulse Survey,5,3,1,2,3,3,True,53,True
1237,EMP0445,Sales - B2B,Birmingham Office,2025-09-09,2025-09,Pulse Survey,4,5,1,2,2,5,True,13,True
1238,EMP1536,Retail Operations,SnowTelco Norwich Shopping 2,2025-08-14,2025-08,Onboarding Survey,5,4,1,1,3,5,True,58,False
1239,EMP0897,Retail Operations,SnowTelco Leeds Retail 5,2025-08-21,2025-08,Pulse Survey,3,5,3,4,5,1,True,19,False
1240,EMP0659,Retail Operations,SnowTelco London Train 45,2026-02-25,2026-02,Onboarding Survey,4,2,5,5,5,2,True,-62,False
1241,EMP0388,Retail Operations,SnowTelco Sheffield High 6,2025-12-24,2025-12,Pulse Survey,3,3,5,4,4,3,False,82,False
1242,EMP0957,Marketing,Birmingham Office,2025-09-01,2025-09,Onboarding Survey,2,3,2,3,4,5,True,-88,True
1243,EMP1459,Customer Service,Glasgow Contact Centre,2025-10-09,2025-10,Pulse Survey,3,5,1,2,4,2,True,28,True
1244,EMP0081,Sales - B2B,Manchester Office,2025-12-09,2025-12,Pulse Survey,3,5,3,2,4,1,True,-77,True
1245,EMP1721,Network Engineering,Edinburgh Office,2025-12-24,2025-12,Annual Engagement,5,2,1,4,2,5,False,74,False
1246,EMP0673,Network Engineering,Edinburgh Office,2025-06-10,2025-06,Pulse Survey,4,1,5,5,5,5,True,-61,True
1247,EMP0825,Network Engineering,Manchester Office,2025-12-23,2025-12,Annual Engagement,3,5,3,5,1,5,False,13,False
1248,EMP0961,Network Engineering,London HQ,2025-05-14,2025-05,Pulse Survey,5,2,3,3,3,1,True,-78,True
1249,EMP1185,Network Engineering,Edinburgh Office,2025-06-23,2025-06,Onboarding Survey,4,5,5,3,5,2,True,85,True
1250,EMP0539,Finance,London HQ,2025-11-28,2025-11,Onboarding Survey,3,1,2,5,2,5,False,29,False
1251,EMP1362,Facilities,Edinburgh Office,2025-01-04,2025-01,Annual Engagement,3,4,1,2,5,3,True,-91,False
1252,EMP1875,Retail Operations,SnowTelco Stoke Standard,2025-08-02,2025-08,Pulse Survey,3,2,3,3,5,1,True,26,False
1253,EMP0512,Retail Operations,SnowTelco Liverpool Retail 3,2025-01-08,2025-01,Pulse Survey,4,4,1,3,1,5,True,-84,True
1254,EMP1062,Network Engineering,Manchester Office,2026-02-19,2026-02,Annual Engagement,4,5,5,5,1,5,False,91,False
1255,EMP0515,IT,Manchester Office,2025-04-03,2025-04,Pulse Survey,4,5,2,1,1,4,True,-67,True
1256,EMP0412,Marketing,Cardiff Office,2025-07-10,2025-07,Annual Engagement,4,3,2,5,5,2,True,51,False
1257,EMP1972,Security,Cardiff Office,2026-01-03,2026-01,Pulse Survey,4,4,4,4,2,4,True,-51,False
1258,EMP1546,Network Engineering,Cardiff Office,2025-09-25,2025-09,Annual Engagement,4,3,5,4,2,5,True,85,False
1259,EMP0269,IT,London HQ,2025-12-20,2025-12,Annual Engagement,2,3,1,5,5,5,True,-78,False
1260,EMP0424,IT,London HQ,2026-01-11,2026-01,Onboarding Survey,4,5,4,2,3,5,False,-31,True
1261,EMP1933,Retail Operations,SnowTelco London Shopping 43,2025-09-20,2025-09,Pulse Survey,4,1,5,4,4,5,True,81,True
1262,EMP0244,Network Engineering,Edinburgh Office,2025-04-30,2025-04,Pulse Survey,4,3,5,4,4,4,False,77,False
1263,EMP0107,Retail Operations,SnowTelco Southampton High 2,2025-03-11,2025-03,Exit Survey,4,4,5,3,5,3,True,67,True
1264,EMP1312,Network Engineering,Cardiff Office,2025-11-26,2025-11,Pulse Survey,5,5,1,3,2,1,True,6,True
1265,EMP0305,Retail Operations,SnowTelco London Shopping 43,2025-07-18,2025-07,Annual Engagement,3,3,4,3,2,4,True,-75,False
1266,EMP1212,Product Management,Edinburgh Office,2025-04-10,2025-04,Annual Engagement,5,5,2,4,4,4,True,85,False
1267,EMP1590,Sales - B2B,Manchester Office,2025-05-07,2025-05,Annual Engagement,2,3,3,1,4,5,True,-96,False
1268,EMP0118,Executive,London HQ,2025-07-28,2025-07,Pulse Survey,5,5,5,3,1,5,True,-69,True
1269,EMP0151,Customer Service,Glasgow Contact Centre,2025-10-05,2025-10,Annual Engagement,3,4,1,3,5,1,True,-71,False
1270,EMP1722,Retail Operations,SnowTelco Cambridge Standard,2025-09-28,2025-09,Pulse Survey,4,4,3,5,3,4,False,79,False
1271,EMP1761,Legal,London HQ,2025-06-06,2025-06,Annual Engagement,3,1,5,2,1,3,False,-58,True
1272,EMP0355,Customer Service,Manchester Contact Centre,2025-05-02,2025-05,Pulse Survey,4,1,2,1,5,1,True,-57,False
1273,EMP1058,Marketing,London HQ,2025-01-23,2025-01,Pulse Survey,5,5,2,1,4,1,True,42,False
1274,EMP0327,Customer Service,Glasgow Contact Centre,2025-06-25,2025-06,Annual Engagement,3,1,5,2,3,1,False,-51,True
1275,EMP1033,Retail Operations,SnowTelco Glasgow Airport 6,2026-01-02,2026-01,Annual Engagement,4,1,1,5,1,4,True,41,True
1276,EMP0593,Sales - B2B,London HQ,2026-01-26,2026-01,Annual Engagement,5,5,1,2,5,5,True,-4,True
1277,EMP0296,Supply Chain,Manchester Office,2025-08-17,2025-08,Annual Engagement,1,1,2,1,1,5,True,-56,False
1278,EMP1000,Network Engineering,Cardiff Office,2025-08-12,2025-08,Annual Engagement,5,5,2,2,2,1,True,24,False
1279,EMP0025,Sales - Consumer,London HQ,2025-07-11,2025-07,Onboarding Survey,4,2,5,1,4,3,True,74,True
1280,EMP1795,IT,Manchester Office,2026-01-02,2026-01,Annual Engagement,5,3,5,1,2,5,True,-36,False
1281,EMP1408,Sales - B2B,London HQ,2026-02-23,2026-02,Pulse Survey,4,3,4,4,2,4,True,84,False
1282,EMP0810,Customer Service,London Contact Centre,2026-01-10,2026-01,Pulse Survey,4,5,2,4,1,3,True,-9,False
1283,EMP0153,Facilities,Edinburgh Office,2025-01-30,2025-01,Pulse Survey,2,1,5,3,1,2,False,64,False
1284,EMP0877,Retail Operations,SnowTelco Derby Shopping 2,2025-08-21,2025-08,Annual Engagement,5,1,2,4,1,1,True,-9,True
1285,EMP0617,IT,Manchester Office,2026-01-12,2026-01,Pulse Survey,4,3,1,3,5,4,False,19,False
1286,EMP0843,Retail Operations,SnowTelco Oxford Standard,2025-11-05,2025-11,Annual Engagement,2,5,4,2,1,5,True,40,False
1287,EMP1655,Customer Service,London Contact Centre,2026-01-04,2026-01,Annual Engagement,4,4,5,4,3,2,True,-67,True
1288,EMP1170,Product Management,Birmingham Office,2025-08-12,2025-08,Exit Survey,4,1,2,5,2,3,False,19,False
1289,EMP1876,Finance,Edinburgh Office,2025-08-24,2025-08,Exit Survey,2,4,2,2,2,3,True,18,True
1290,EMP1213,Product Management,Cardiff Office,2026-01-08,2026-01,Onboarding Survey,2,5,4,1,1,5,True,-86,False
1291,EMP0141,Product Management,London HQ,2025-06-09,2025-06,Annual Engagement,4,3,5,1,4,4,True,27,True
1292,EMP0700,Finance,Manchester Office,2025-11-23,2025-11,Pulse Survey,5,3,5,5,4,3,False,-21,False
1293,EMP1139,Network Engineering,Cardiff Office,2026-01-01,2026-01,Annual Engagement,3,3,1,4,2,4,True,-25,False
1294,EMP0248,IT,Birmingham Office,2025-11-08,2025-11,Onboarding Survey,2,5,1,4,1,5,True,51,True
1295,EMP1524,Retail Operations,SnowTelco Leeds Flagship,2025-12-10,2025-12,Annual Engagement,4,2,2,4,5,2,True,-58,False
1296,EMP0418,Product Management,Birmingham Office,2026-01-04,2026-01,Exit Survey,1,2,3,5,5,1,True,-100,True
1297,EMP0677,Supply Chain,Edinburgh Office,2025-02-11,2025-02,Annual Engagement,5,2,1,4,3,3,True,42,False
1298,EMP1525,Sales - B2B,Birmingham Office,2026-02-22,2026-02,Annual Engagement,2,4,1,1,1,2,True,36,False
1299,EMP0577,Sales - Consumer,London HQ,2025-01-16,2025-01,Onboarding Survey,5,2,5,5,1,2,True,8,False
1300,EMP1356,HR,Cardiff Office,2025-05-29,2025-05,Onboarding Survey,2,3,2,3,2,3,True,-88,False
1301,EMP0821,Sales - Consumer,Cardiff Office,2025-12-26,2025-12,Annual Engagement,4,5,4,1,4,2,False,62,False
1302,EMP1078,Facilities,Birmingham Office,2025-06-06,2025-06,Annual Engagement,4,4,4,2,5,4,False,8,True
1303,EMP0918,Customer Service,London Contact Centre,2025-01-19,2025-01,Pulse Survey,4,1,4,1,2,1,True,98,False
1304,EMP0875,Retail Operations,SnowTelco Manchester Train 5,2026-01-09,2026-01,Onboarding Survey,4,4,1,3,3,3,True,-57,False
1305,EMP1215,Customer Service,Glasgow Contact Centre,2026-02-27,2026-02,Annual Engagement,4,5,3,5,3,2,True,-57,False
1306,EMP1599,Customer Service,Manchester Contact Centre,2025-09-30,2025-09,Pulse Survey,5,5,1,3,1,5,False,44,False
1307,EMP0733,Retail Operations,SnowTelco Edinburgh Retail 2,2025-12-22,2025-12,Annual Engagement,3,3,2,3,2,4,True,88,False
1308,EMP0973,Retail Operations,SnowTelco London High 17,2025-04-11,2025-04,Annual Engagement,1,1,1,4,3,3,True,-33,False
1309,EMP0909,Sales - Consumer,Cardiff Office,2026-02-11,2026-02,Onboarding Survey,4,5,3,1,4,4,False,32,True
1310,EMP1774,Retail Operations,SnowTelco Reading Train 3,2025-07-30,2025-07,Annual Engagement,5,2,4,4,1,2,True,69,False
1311,EMP1248,Sales - Consumer,Manchester Office,2025-05-14,2025-05,Exit Survey,5,5,2,3,5,2,True,14,False
1312,EMP1283,Customer Service,London Contact Centre,2025-09-08,2025-09,Pulse Survey,4,2,3,4,3,5,True,-57,False
1313,EMP0891,Retail Operations,SnowTelco London Airport 8,2025-04-17,2025-04,Annual Engagement,4,4,4,1,5,3,False,35,False
1314,EMP1574,IT,Cardiff Office,2025-07-14,2025-07,Pulse Survey,4,3,4,3,4,5,True,-34,False
1315,EMP1411,Retail Operations,SnowTelco Birmingham High 3,2025-12-30,2025-12,Pulse Survey,2,3,2,3,1,5,False,-21,True
1316,EMP0356,Retail Operations,SnowTelco Birmingham Airport 11,2025-04-18,2025-04,Annual Engagement,5,4,4,2,4,4,True,-44,False
1317,EMP0481,Network Engineering,Cardiff Office,2025-06-17,2025-06,Annual Engagement,4,5,2,3,1,2,True,3,False
1318,EMP1562,HR,Edinburgh Office,2026-02-13,2026-02,Pulse Survey,4,5,5,1,3,4,False,-52,False
1319,EMP0506,HR,London HQ,2025-05-22,2025-05,Annual Engagement,4,4,1,4,4,3,False,35,False
1320,EMP1512,Sales - Consumer,Birmingham Office,2025-09-17,2025-09,Pulse Survey,5,4,1,2,1,5,True,-13,False
1321,EMP1610,Marketing,Birmingham Office,2025-03-22,2025-03,Annual Engagement,4,4,3,2,2,3,True,57,False
1322,EMP0412,Marketing,Cardiff Office,2025-08-08,2025-08,Pulse Survey,4,1,1,2,5,2,True,78,False
1323,EMP1349,Retail Operations,SnowTelco London Train 26,2026-01-30,2026-01,Onboarding Survey,4,4,3,2,2,3,True,58,True
1324,EMP1414,Retail Operations,SnowTelco London High 6,2025-07-28,2025-07,Onboarding Survey,2,5,5,3,4,5,True,-68,False
1325,EMP1253,IT,Manchester Office,2026-02-02,2026-02,Pulse Survey,1,2,2,5,4,5,True,92,False
1326,EMP1727,Supply Chain,Cardiff Office,2025-08-03,2025-08,Annual Engagement,4,1,4,5,3,5,True,-9,False
1327,EMP0618,Retail Operations,SnowTelco London Retail 34,2025-01-15,2025-01,Exit Survey,2,4,1,2,1,5,True,-11,False
1328,EMP1752,Sales - Consumer,Cardiff Office,2025-03-18,2025-03,Annual Engagement,4,4,2,4,5,1,True,-89,True
1329,EMP1649,Sales - Consumer,Edinburgh Office,2025-06-04,2025-06,Annual Engagement,2,5,4,5,1,5,True,95,False
1330,EMP1816,Customer Service,Manchester Contact Centre,2025-12-12,2025-12,Pulse Survey,4,2,4,5,4,3,True,24,False
1331,EMP1034,Retail Operations,SnowTelco Norwich Shopping 2,2025-11-14,2025-11,Annual Engagement,4,1,5,5,2,3,False,-29,False
1332,EMP1956,Retail Operations,SnowTelco Newcastle Shopping 2,2025-10-07,2025-10,Exit Survey,4,3,1,5,4,3,True,-32,False
1333,EMP1389,IT,Edinburgh Office,2025-01-27,2025-01,Annual Engagement,2,3,3,4,5,1,True,-44,True
1334,EMP0750,Sales - Consumer,Manchester Office,2026-02-28,2026-02,Annual Engagement,5,2,1,5,2,3,False,-35,False
1335,EMP1928,Customer Service,London Contact Centre,2025-08-30,2025-08,Pulse Survey,4,5,5,4,4,5,False,-38,True
1336,EMP1006,Sales - Consumer,Manchester Office,2025-02-24,2025-02,Pulse Survey,4,3,5,3,2,4,True,75,False
1337,EMP1368,Facilities,Manchester Office,2025-06-23,2025-06,Pulse Survey,4,2,5,5,1,2,False,-1,True
1338,EMP1858,Retail Operations,SnowTelco Leicester Shopping 2,2025-05-21,2025-05,Pulse Survey,4,1,3,2,4,5,True,4,True
1339,EMP1143,Marketing,Birmingham Office,2025-06-04,2025-06,Exit Survey,4,1,1,1,2,4,True,82,False
1340,EMP0010,Sales - B2B,Birmingham Office,2025-11-19,2025-11,Annual Engagement,5,5,4,4,2,4,True,69,True
1341,EMP0753,Network Engineering,Edinburgh Office,2026-01-11,2026-01,Pulse Survey,4,4,1,3,3,2,True,-8,True
1342,EMP1379,IT,Manchester Office,2025-12-21,2025-12,Annual Engagement,4,3,2,2,1,2,False,92,True
1343,EMP0991,Retail Operations,SnowTelco London Train 10,2026-02-22,2026-02,Annual Engagement,2,3,5,4,4,3,True,56,False
1344,EMP1020,HR,Birmingham Office,2026-01-01,2026-01,Onboarding Survey,5,3,5,2,1,3,True,-11,False
1345,EMP0639,Customer Service,Manchester Contact Centre,2025-03-06,2025-03,Pulse Survey,3,4,2,1,3,4,True,74,False
1346,EMP1061,Customer Service,Manchester Contact Centre,2025-11-07,2025-11,Pulse Survey,5,1,4,5,4,5,True,-39,False
1347,EMP1904,IT,Manchester Office,2025-10-02,2025-10,Annual Engagement,4,4,3,2,3,2,False,14,True
1348,EMP0971,Marketing,Cardiff Office,2025-08-08,2025-08,Onboarding Survey,4,4,1,3,1,2,True,-33,False
1349,EMP1963,Finance,Edinburgh Office,2025-12-21,2025-12,Onboarding Survey,2,4,5,1,4,3,True,-71,True
1350,EMP0906,Retail Operations,SnowTelco London Shopping 15,2025-05-13,2025-05,Pulse Survey,4,3,3,4,3,5,True,83,False
1351,EMP0824,Marketing,Edinburgh Office,2025-12-08,2025-12,Annual Engagement,5,4,5,2,4,5,False,43,False
1352,EMP1264,Retail Operations,SnowTelco London Airport 42,2026-02-23,2026-02,Annual Engagement,3,1,5,5,1,2,True,62,True
1353,EMP1366,Product Management,Edinburgh Office,2026-02-06,2026-02,Exit Survey,3,2,4,4,3,2,False,-75,False
1354,EMP0069,Customer Service,Manchester Contact Centre,2025-11-13,2025-11,Pulse Survey,5,5,3,2,5,4,False,-48,True
1355,EMP1847,Customer Service,Glasgow Contact Centre,2025-01-21,2025-01,Onboarding Survey,5,1,4,1,4,5,False,100,False
1356,EMP0710,IT,Birmingham Office,2025-09-30,2025-09,Pulse Survey,3,2,2,5,2,3,True,34,True
1357,EMP1697,Sales - Consumer,Cardiff Office,2025-10-11,2025-10,Annual Engagement,4,4,5,5,3,4,False,-99,False
1358,EMP1063,Customer Service,London Contact Centre,2025-12-21,2025-12,Pulse Survey,5,4,4,4,1,2,True,-85,True
1359,EMP1807,Customer Service,Glasgow Contact Centre,2025-09-19,2025-09,Pulse Survey,4,1,5,3,5,3,True,45,True
1360,EMP1912,Customer Service,London Contact Centre,2025-12-11,2025-12,Annual Engagement,5,5,4,1,4,4,False,-79,False
1361,EMP0820,Retail Operations,SnowTelco Sheffield Train 4,2026-01-09,2026-01,Pulse Survey,3,3,1,2,5,5,False,17,True
1362,EMP0858,Legal,Cardiff Office,2025-10-30,2025-10,Pulse Survey,4,5,5,1,3,5,False,45,False
1363,EMP0309,Retail Operations,SnowTelco London Airport 8,2025-09-06,2025-09,Annual Engagement,5,1,2,3,1,2,False,58,False
1364,EMP0729,HR,London HQ,2025-06-01,2025-06,Annual Engagement,5,1,4,3,4,2,True,12,True
1365,EMP0684,IT,Manchester Office,2025-08-03,2025-08,Annual Engagement,3,3,2,3,2,1,False,-26,False
1366,EMP1875,Retail Operations,SnowTelco Stoke Standard,2025-02-02,2025-02,Annual Engagement,5,1,5,2,4,2,True,-79,False
1367,EMP1049,Network Engineering,Birmingham Office,2025-10-11,2025-10,Annual Engagement,5,2,3,3,1,1,True,52,False
1368,EMP0568,Marketing,Cardiff Office,2025-09-09,2025-09,Annual Engagement,2,4,3,2,3,1,False,69,False
1369,EMP0086,IT,Cardiff Office,2025-07-14,2025-07,Exit Survey,4,1,4,2,4,2,True,87,False
1370,EMP0228,Product Management,Edinburgh Office,2025-08-18,2025-08,Pulse Survey,5,3,1,5,3,4,True,95,False
1371,EMP0784,Customer Service,Glasgow Contact Centre,2025-05-11,2025-05,Pulse Survey,2,5,1,5,5,2,True,19,False
1372,EMP0955,Network Engineering,Manchester Office,2025-07-18,2025-07,Onboarding Survey,3,2,2,4,4,1,False,-63,False
1373,EMP1486,Retail Operations,SnowTelco Exeter Standard,2025-03-18,2025-03,Annual Engagement,5,1,3,4,1,4,False,90,False
1374,EMP0856,IT,Manchester Office,2025-08-20,2025-08,Annual Engagement,3,3,1,5,3,5,True,72,False
1375,EMP1234,Customer Service,London Contact Centre,2026-01-15,2026-01,Annual Engagement,4,1,3,3,4,1,False,-81,False
1376,EMP1273,Customer Service,Manchester Contact Centre,2025-03-18,2025-03,Annual Engagement,5,4,4,2,2,1,True,-74,True
1377,EMP0029,Retail Operations,SnowTelco Birmingham Airport 9,2025-08-27,2025-08,Annual Engagement,4,1,5,1,5,4,True,-20,True
1378,EMP1836,Customer Service,Manchester Contact Centre,2025-01-28,2025-01,Pulse Survey,1,3,1,1,4,5,True,-74,True
1379,EMP0621,Product Management,London HQ,2026-02-09,2026-02,Annual Engagement,5,4,2,1,1,1,True,9,False
1380,EMP0061,Sales - B2B,London HQ,2025-10-23,2025-10,Annual Engagement,3,4,3,1,1,1,True,62,True
1381,EMP1558,Retail Operations,SnowTelco Newcastle Airport 5,2025-05-05,2025-05,Annual Engagement,3,1,3,1,3,2,True,-55,False
1382,EMP1018,Customer Service,London Contact Centre,2025-04-01,2025-04,Pulse Survey,5,2,1,2,4,3,True,-75,False
1383,EMP1159,Customer Service,Manchester Contact Centre,2025-04-12,2025-04,Pulse Survey,4,5,4,3,5,4,True,78,False
